idx	bytes	total	prose	tables	table_entries	table_arrays	jump_entries	jump_arrays	labels	slabels	olabels	gotos	addr_taken	engine	rungs	prefilter	dfa_table	ncaps	emit_s	err	pattern
0	16349	28593	12244	3464	524	8	0	0	0	0	0	0	0	dfa			premultiplied	1	0.003		$
1	19699	31985	12286	6432	1044	10	0	0	0	0	0	0	0	dfa			premultiplied	1	0.015		$[^\n]*
2	16820	29261	12441	3519	537	8	0	0	0	0	0	0	0	dfa			premultiplied	1	0.028		$|\n
3																			0.028	pcrec: missing closing ) for group (pattern offset 0)	(
4	24645	43776	19131	3328	528	6	0	0	8	0	2	8	0	vm	0x0u	hybrid	premultiplied	4	0.026		(((a)))
5	29209	49882	20673	3552	576	6	0	0	28	0	2	37	2	vm	0x8u	hybrid	premultiplied	4	0.015		(((a)|b){0,4})c
6	15170	27711	12541	3328	528	6	0	0	0	0	0	0	0	dfa			premultiplied	3	0.005		(()|$){0}b
7	15172	27717	12545	3328	528	6	0	0	0	0	0	0	0	dfa			premultiplied	3	0.010		(()|^){0}[b]
8	24884	44435	19551	3328	528	6	0	0	10	0	2	9	1	vm	0x0u	hybrid	premultiplied	3	0.009		((?!(a))z)
9	24481	44000	19519	3328	528	6	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	2	0.004		((?!)z)
10	24612	44130	19518	3328	528	6	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	2	0.009		((?![ab])z)
11	25124	45094	19970	3328	528	6	0	0	12	0	2	10	2	vm	0x0u	hybrid	premultiplied	2	0.010		((?!a(?!b))z)
12	24591	44103	19512	3328	528	6	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	2	0.010		((?!a)z)
13	24908	44424	19516	3328	528	6	0	0	10	0	2	9	1	vm	0x0u	hybrid	premultiplied	2	0.011		((?!abc)z)
14	25207	44802	19595	3328	528	6	0	0	13	0	2	12	2	vm	0x0u	hybrid	premultiplied	2	0.008		((?!ab|cd)z)
15	25046	44639	19593	3328	528	6	0	0	12	0	2	11	2	vm	0x0u	hybrid	premultiplied	2	0.006		((?!a|bc)z)
16	24770	44164	19394	3328	528	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	3	0.008		((?*(a))z)
17	24367	43729	19362	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	2	0.010		((?*)z)
18	24498	43859	19361	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	2	0.006		((?*[ab])z)
19	25008	44821	19813	3328	528	6	0	0	11	0	2	10	1	vm	0x0u	hybrid	premultiplied	2	0.008		((?*a(?!b))z)
20	24477	43832	19355	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	2	0.014		((?*a)z)
21	24794	44153	19359	3328	528	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	2	0.007		((?*abc)z)
22	25091	44529	19438	3328	528	6	0	0	12	0	2	12	1	vm	0x0u	hybrid	premultiplied	2	0.008		((?*ab|cd)z)
23	24930	44366	19436	3328	528	6	0	0	11	0	2	11	1	vm	0x0u	hybrid	premultiplied	2	0.011		((?*a|bc)z)
24	23503	40964	17461	0	0	0	0	0	18	0	2	19	4	vm	0x4u	none		2	0.006		((?1)*a)
25	23504	40973	17469	0	0	0	0	0	18	0	2	19	4	vm	0x2u	none		2	0.009		((?1)?a)
26	22778	40332	17554	0	0	0	0	0	12	0	2	11	2	vm	0x0u	none		2	0.009		((?1)a)
27	98596	138204	39608	5234	844	9	0	0	445	0	2	457	154	vm	0x7u	hybrid	premultiplied	3	0.011		((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,2}(){2,3}){1,2}){2,3}
28	162034	216954	54920	5234	844	9	0	0	793	0	2	817	298	vm	0x7u	hybrid	premultiplied	3	0.027		((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}
29	225862	296094	70232	5234	844	9	0	0	1141	0	2	1177	442	vm	0x7u	hybrid	premultiplied	3	0.045		((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}
30	288314	371465	83151	5234	844	9	0	0	1471	0	2	1525	544	vm	0x17u	hybrid	premultiplied	3	0.062		((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}
31	26645	48937	22292	3308	524	6	0	0	15	0	2	16	4	vm	0x6u	hybrid	premultiplied	2	0.022		((?:(?:b|)|a)?)*
32	31983	54997	23014	5003	812	8	0	0	29	0	2	31	8	vm	0x5u	hybrid	premultiplied	3	0.017		((?:([^a]{0,2})|(?:[a-c])??)+)*
33	30311	53673	23362	3542	576	6	0	0	17	0	2	18	3	vm	0x5u	hybrid	premultiplied	3	0.043		((?:(a){0,2}b)+c)
34	29877	53249	23372	3542	576	6	0	0	17	0	2	18	3	vm	0x5u	hybrid	premultiplied	2	0.033		((?:[ab]{0,2}c)+d)
35	27344	47945	20601	4095	702	6	0	0	13	0	2	12	2	vm	0x1u	hybrid	premultiplied	2	0.036		((?:a(?!b)|ab)(?:cd){0,3}b)
36	27181	47691	20510	3928	662	6	0	0	13	0	2	12	2	vm	0x1u	hybrid	premultiplied	2	0.013		((?:a(?!q)|aq)(?:xy){0,2}q)
37	27515	48215	20700	4262	742	6	0	0	13	0	2	12	2	vm	0x1u	hybrid	premultiplied	2	0.008		((?:a(?!q)|aq)(?:xy){0,4}q)
38	27559	48104	20545	4262	742	6	0	0	13	0	2	13	1	vm	0x1u	hybrid	premultiplied	2	0.008		((?:a(?*!q)|aq)(?:xy){0,4}q)
39	26278	47091	20813	3683	608	6	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	2	0.009		((?:ab){2,2}c)
40	31104	52751	21647	5746	992	6	0	0	26	0	2	37	2	vm	0x8u	hybrid	premultiplied	2	0.009		((?:ab)|(?:cd)){0,12}e
41	31874	53048	21174	5340	906	7	0	0	29	0	2	33	8	vm	0x3u	hybrid	premultiplied	2	0.012		((?:ab?){0,4}b)
42	29603	50555	20952	5340	906	7	0	0	33	0	2	37	8	vm	0x2u	hybrid	premultiplied	2	0.014		((?:ab|a){0,4}b)
43	29413	52767	23354	3542	576	6	0	0	17	0	2	18	3	vm	0x5u	hybrid	premultiplied	2	0.009		((?:a{0,2}?b)+c)
44	29470	52587	23117	3404	548	6	0	0	16	0	2	17	3	vm	0x5u	hybrid	premultiplied	2	0.017		((?:a{0,2}a)+c)
45	29839	53197	23358	3542	576	6	0	0	17	0	2	18	3	vm	0x5u	hybrid	premultiplied	2	0.008		((?:a{0,2}b)+c)
46	27191	47571	20380	3488	560	6	0	0	29	0	2	33	8	vm	0x2u	hybrid	premultiplied	2	0.006		((?:a|){0,4}c)
47	27033	47284	20251	4262	742	6	0	0	10	0	2	10	1	vm	0x1u	hybrid	premultiplied	2	0.011		((?:a|aq)(?:xy){0,4}q)
48	27233	49606	22373	3304	524	6	0	0	15	0	2	16	4	vm	0x7u	hybrid	premultiplied	2	0.013		((?:a|b*)?)*
49	27064	49436	22372	3308	524	6	0	0	15	0	2	16	4	vm	0x7u	hybrid	premultiplied	2	0.015		((?:a|b*?)?)*
50	27153	47408	20255	3852	632	6	0	0	15	0	2	17	2	vm	0x8u	hybrid	premultiplied	2	0.015		((?:a|bc){0,4}d)
51	27068	49440	22372	3312	524	6	0	0	15	0	2	16	4	vm	0x7u	hybrid	premultiplied	2	0.004		((?:b*?|a)?)*
52	27237	49610	22373	3308	524	6	0	0	15	0	2	16	4	vm	0x7u	hybrid	premultiplied	2	0.010		((?:b*|a)?)*
53	25634	46306	20672	3328	528	6	0	0	12	0	2	11	1	vm	0x0u	hybrid	premultiplied	3	0.011		((?<!(a))z)
54	25186	45826	20640	3328	528	6	0	0	10	0	2	9	1	vm	0x0u	hybrid	premultiplied	2	0.010		((?<!)z)
55	25358	45997	20639	3328	528	6	0	0	10	0	2	9	1	vm	0x0u	hybrid	premultiplied	2	0.008		((?<![ab])z)
56	25874	46965	21091	3328	528	6	0	0	14	0	2	12	2	vm	0x0u	hybrid	premultiplied	2	0.010		((?<!a(?!b))z)
57	25337	45970	20633	3328	528	6	0	0	10	0	2	9	1	vm	0x0u	hybrid	premultiplied	2	0.011		((?<!a)z)
58	25658	46295	20637	3328	528	6	0	0	12	0	2	11	1	vm	0x0u	hybrid	premultiplied	2	0.013		((?<!abc)z)
59	26242	47181	20939	3328	528	6	0	0	15	0	2	15	2	vm	0x0u	hybrid	premultiplied	2	0.008		((?<!ab|cd)z)
60	26081	47018	20937	3328	528	6	0	0	14	0	2	14	2	vm	0x0u	hybrid	premultiplied	2	0.016		((?<!a|bc)z)
61	25415	45873	20458	3328	528	6	0	0	11	0	2	11	0	vm	0x0u	hybrid	premultiplied	3	0.009		((?<*(a))z)
62	24969	45395	20426	3328	528	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	2	0.010		((?<*)z)
63	25141	45566	20425	3328	528	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	2	0.011		((?<*[ab])z)
64	25655	46532	20877	3328	528	6	0	0	13	0	2	12	1	vm	0x0u	hybrid	premultiplied	2	0.005		((?<*a(?!b))z)
65	25120	45539	20419	3328	528	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	2	0.009		((?<*a)z)
66	25439	45862	20423	3328	528	6	0	0	11	0	2	11	0	vm	0x0u	hybrid	premultiplied	2	0.009		((?<*abc)z)
67	26014	46683	20669	3328	528	6	0	0	14	0	2	15	1	vm	0x0u	hybrid	premultiplied	2	0.009		((?<*ab|cd)z)
68	25853	46520	20667	3328	528	6	0	0	13	0	2	14	1	vm	0x0u	hybrid	premultiplied	2	0.008		((?<*a|bc)z)
69	25597	45981	20384	3328	528	6	0	0	11	0	2	11	0	vm	0x0u	hybrid	premultiplied	3	0.007		((?<=(a))z)
70	25151	45503	20352	3328	528	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	2	0.009		((?<=)z)
71	25323	45674	20351	3328	528	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	2	0.006		((?<=[ab])z)
72	25837	46640	20803	3328	528	6	0	0	13	0	2	12	1	vm	0x0u	hybrid	premultiplied	2	0.010		((?<=a(?!b))z)
73	29722	54331	24609	3320	528	6	0	0	21	0	2	22	1	vm	0x4u	hybrid	premultiplied	2	0.005		((?<=a)b)+
74	25302	45647	20345	3328	528	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	2	0.008		((?<=a)z)
75	25621	45970	20349	3328	528	6	0	0	11	0	2	11	0	vm	0x0u	hybrid	premultiplied	2	0.008		((?<=abc)z)
76	26196	46791	20595	3328	528	6	0	0	14	0	2	15	1	vm	0x0u	hybrid	premultiplied	2	0.010		((?<=ab|cd)z)
77	26035	46628	20593	3328	528	6	0	0	13	0	2	14	1	vm	0x0u	hybrid	premultiplied	2	0.005		((?<=a|bc)z)
78	28909	49309	20400	3304	524	6	0	0	29	0	2	37	2	vm	0x8u	hybrid	premultiplied	4	0.004		((?<a1>a)|(?<b1>b))*
79	24952	44262	19310	3328	528	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	3	0.007		((?=(a))z)
80	30484	54044	23560	3320	528	6	0	0	25	0	2	26	3	vm	0x5u	hybrid	premultiplied	3	0.007		((?=(a+))a)+
81	24549	43827	19278	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	2	0.007		((?=)z)
82	24680	43957	19277	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	2	0.006		((?=[ab])z)
83	25190	44919	19729	3328	528	6	0	0	11	0	2	10	1	vm	0x0u	hybrid	premultiplied	2	0.008		((?=a(?!b))z)
84	27783	50729	22946	3328	528	6	0	0	10	0	2	12	1	vm	0x4u	hybrid	premultiplied	2	0.004		((?=a)*)a
85	24659	43930	19271	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	2	0.008		((?=a)z)
86	24976	44251	19275	3328	528	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	2	0.005		((?=abc)z)
87	25273	44627	19354	3328	528	6	0	0	12	0	2	12	1	vm	0x0u	hybrid	premultiplied	2	0.002		((?=ab|cd)z)
88	25112	44464	19352	3328	528	6	0	0	11	0	2	11	1	vm	0x0u	hybrid	premultiplied	2	0.011		((?=a|bc)z)
89	26359	45967	19608	3523	576	6	0	0	20	0	2	20	2	vm	0x0u	hybrid	premultiplied	4	0.004		((?>(a)|ab))c|(abc)
90	28219	51173	22954	3320	528	6	0	0	11	0	2	12	1	vm	0x5u	hybrid	premultiplied	2	0.006		((?>a+))+
91	30898	52956	22058	5078	848	7	0	0	26	0	2	35	2	vm	0x8u	hybrid	premultiplied	3	0.003		((H)|I){3}J
92	28907	49541	20634	3552	576	6	0	0	26	0	2	35	2	vm	0x8u	hybrid	premultiplied	3	0.006		((H)|b){0,4}c
93	30804	52822	22018	4984	832	7	0	0	26	0	2	35	2	vm	0x8u	hybrid	premultiplied	3	0.006		((I)|J){2}K
94	28976	49638	20662	3552	576	6	0	0	26	0	2	35	2	vm	0x8u	hybrid	premultiplied	3	0.008		(([\x80-\x8f])|b){0,4}c
95	30918	53055	22137	5078	848	7	0	0	26	0	2	35	2	vm	0x8u	hybrid	premultiplied	3	0.007		((\x80)|\x81){3}\x82
96	28914	49554	20640	3552	576	6	0	0	26	0	2	35	2	vm	0x8u	hybrid	premultiplied	3	0.003		((\x80)|b){0,4}c
97	30824	52897	22073	4984	832	7	0	0	26	0	2	35	2	vm	0x8u	hybrid	premultiplied	3	0.006		((\xb0)|\xb1){2}\xb2
98																			0.006	pcrec: missing closing ) for group (pattern offset 0)	((a)
99	25647	45833	20186	3384	544	6	0	0	12	0	2	12	0	vm	0x0u	hybrid	premultiplied	5	0.006		((a)(a))(a)
100	25789	46039	20250	3526	576	6	0	0	12	0	2	12	0	vm	0x0u	hybrid	premultiplied	5	0.003		((a)(b)(c))
101	25404	45540	20136	3428	554	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	4	0.005		((a)(b))+
102	25491	45702	20211	3526	576	6	0	0	10	0	2	10	0	vm	0x0u	hybrid	premultiplied	4	0.004		((a)(b))c
103	24353	43445	19092	3328	528	6	0	0	6	0	2	6	0	vm	0x0u	hybrid	premultiplied	3	0.005		((a))
104	29244	52310	23066	3320	528	6	0	0	15	0	2	16	3	vm	0x5u	hybrid	premultiplied	3	0.005		((a)+)+
105	27289	48231	20942	4925	816	7	0	0	13	0	2	13	1	vm	0x0u	hybrid	premultiplied	4	0.005		((a)\K|(b))c
106	26291	46984	20693	3456	560	6	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	3	0.006		((a){2,2}c)
107	28783	49163	20380	3304	524	6	0	0	29	0	2	37	2	vm	0x8u	hybrid	premultiplied	4	0.007		((a)|(b))*
108	30755	51639	20884	4874	804	7	0	0	29	0	2	38	2	vm	0x8u	hybrid	premultiplied	4	0.004		((a)|(b)){2}
109	30799	51721	20922	4918	816	7	0	0	29	0	2	38	2	vm	0x8u	hybrid	premultiplied	4	0.006		((a)|(b)){3}
110	49969	75308	25339	11567	2144	6	0	0	132	0	2	145	17	vm	0x10u	hybrid	premultiplied	3	0.006		((a)|ab){0,100}c
111	40790	63791	23001	4351	736	6	0	0	132	0	2	145	24	vm	0x10u	hybrid	premultiplied	3	0.006		((a)|ab){0,12}?c
112	40788	63789	23001	4351	736	6	0	0	132	0	2	145	17	vm	0x10u	hybrid	premultiplied	3	0.007		((a)|ab){0,12}c
113	44833	68689	23856	4589	784	6	0	0	165	0	2	181	23	vm	0x10u	hybrid	premultiplied	3	0.008		((a)|ab){0,15}c
114	36065	58522	22457	4679	800	6	0	0	88	0	2	97	9	vm	0x10u	hybrid	premultiplied	3	0.012		((a)|ab){0,16}c
115	37387	60141	22754	4753	816	6	0	0	99	0	2	109	18	vm	0x10u	hybrid	premultiplied	3	0.006		((a)|ab){0,17}?c
116	37385	60133	22748	4753	816	6	0	0	99	0	2	109	11	vm	0x10u	hybrid	premultiplied	3	0.006		((a)|ab){0,17}c
117	221597	247576	25979	179380	33296	6	0	0	165	0	2	181	23	vm	0x10u	hybrid	premultiplied	3	0.847		((a)|ab){0,2047}c
118	384611	409113	24502	351252	64544	6	0	0	88	0	2	97	9	vm	0x10u	hybrid	premultiplied	3	3.089		((a)|ab){0,4000}c
119	83904	109246	25342	45497	8544	6	0	0	132	0	2	145	17	vm	0x10u	hybrid	premultiplied	3	0.068		((a)|ab){0,500}c
120	34066	55574	21508	3945	656	6	0	0	80	0	2	87	14	vm	0x2u	hybrid	premultiplied	3	0.002		((a)|ab){0,7}c
121	35416	57302	21886	4032	672	6	0	0	88	0	2	97	9	vm	0x10u	hybrid	premultiplied	3	0.002		((a)|ab){0,8}c
122	36733	58894	22161	4103	688	6	0	0	99	0	2	109	11	vm	0x10u	hybrid	premultiplied	3	0.002		((a)|ab){0,9}c
123	49547	74616	25069	5560	1024	6	0	0	195	0	2	205	20	vm	0x10u	hybrid	premultiplied	3	0.002		((a)|ab){11,19}c
124	40128	63161	23033	5065	928	6	0	0	121	0	2	122	12	vm	0x10u	hybrid	premultiplied	3	0.002		((a)|ab){12}c
125	35967	58657	22690	5642	1056	6	0	0	80	0	2	81	8	vm	0x10u	hybrid	premultiplied	3	0.002		((a)|ab){16}c
126	37306	60364	23058	5770	1088	6	0	0	91	0	2	92	9	vm	0x10u	hybrid	premultiplied	3	0.002		((a)|ab){17}c
127	651412	675586	24174	619112	128544	6	0	0	80	0	2	81	8	vm	0x10u	hybrid	premultiplied	3	3.250		((a)|ab){4000}c
128	46884	71296	24412	5278	960	6	0	0	175	0	2	185	25	vm	0x10u	hybrid	premultiplied	3	0.002		((a)|ab){9,17}?c
129	46882	71286	24404	5278	960	6	0	0	175	0	2	185	18	vm	0x10u	hybrid	premultiplied	3	0.002		((a)|ab){9,17}c
130	28697	49196	20499	3392	544	6	0	0	26	0	2	34	2	vm	0x8u	hybrid	premultiplied	3	0.001		((a)|b)*c
131	30340	51076	20736	4886	810	7	0	0	26	0	2	34	3	vm	0x8u	hybrid	premultiplied	3	0.001		((a)|b)+a
132	28789	49327	20538	3434	552	6	0	0	26	0	2	35	2	vm	0x8u	hybrid	premultiplied	3	0.001		((a)|b){0,1}c
133	34744	56685	21941	4784	848	6	0	0	53	0	2	72	4	vm	0x8u	hybrid	premultiplied	5	0.002		((a)|b){0,3}c(?:(p)q|(r)){0,3}d
134	29954	50775	20821	3474	560	6	0	0	36	0	2	45	4	vm	0x8u	hybrid	premultiplied	3	0.001		((a)|b){0,4}?a
135	30651	51725	21074	5234	882	7	0	0	26	0	2	35	3	vm	0x8u	hybrid	premultiplied	3	0.001		((a)|b){0,4}a
136	28907	49541	20634	3552	576	6	0	0	26	0	2	35	2	vm	0x8u	hybrid	premultiplied	3	0.001		((a)|b){0,4}c
137	31273	51801	20528	5916	1056	6	0	0	26	0	2	35	2	vm	0x8u	hybrid	premultiplied	3	0.002		((a)|b){0,64}c
138	30384	51219	20835	5018	832	7	0	0	26	0	2	35	2	vm	0x8u	hybrid	premultiplied	3	0.001		((a)|b){1,3}?c
139	30745	52725	21980	4925	816	7	0	0	26	0	2	35	2	vm	0x8u	hybrid	premultiplied	3	0.001		((a)|b){1}c
140	30441	51316	20875	5077	848	7	0	0	26	0	2	35	2	vm	0x8u	hybrid	premultiplied	3	0.001		((a)|b){2,4}c
141	30898	52956	22058	5078	848	7	0	0	26	0	2	35	2	vm	0x8u	hybrid	premultiplied	3	0.001		((a)|b){3}c
142	30360	51615	21255	4671	792	6	0	0	28	0	2	38	2	vm	0x8u	hybrid	premultiplied	3	0.002		((a)|bc){0,12}d
143	465818	486393	20575	440125	80552	6	0	0	28	0	2	38	2	vm	0x8u	hybrid	premultiplied	3	3.227		((a)|bc){0,4000}d
144	32751	54639	21888	7054	1288	7	0	0	28	0	2	38	2	vm	0x8u	hybrid	premultiplied	3	0.002		((a)|bc){12}d
145	33349	55743	22394	7652	1388	7	0	0	28	0	2	38	2	vm	0x8u	hybrid	premultiplied	3	0.002		((a)|bc){9,20}d
146	25276	45443	20167	3428	554	6	0	0	4	0	2	4	0	vm	0x1u	hybrid	premultiplied	3	0.001		((ab)+)
147	30727	55060	24333	3602	592	6	0	0	18	0	2	19	3	vm	0x5u	hybrid	premultiplied	3	0.001		((ab)+c)+
148	36474	59122	22648	7556	1328	7	0	0	37	0	2	39	11	vm	0x3u	hybrid	premultiplied	4	0.002		((ab){1,3}|(cd){1,2}){1,3}
149	41436	65505	24069	4999	884	6	0	0	132	0	2	145	17	vm	0x10u	hybrid	premultiplied	3	0.002		((ab)|b){0,12}b
150	38371	61364	22993	5739	1034	6	0	0	99	0	2	109	11	vm	0x10u	hybrid	premultiplied	3	0.004		((ab)|b){0,17}b
151	30344	51642	21298	3596	584	6	0	0	37	0	2	40	7	vm	0x3u	hybrid	premultiplied	3	0.003		((a{1,2}){1,2}){1,2}
152	30262	51422	21160	3512	568	6	0	0	37	0	2	40	7	vm	0x3u	hybrid	premultiplied	3	0.003		((a{1,2}){1,2}){1,2}?
153	30566	51716	21150	3512	568	6	0	0	37	0	2	40	7	vm	0x3u	hybrid	premultiplied	3	0.003		((a{1,2}?){1,2}){1,2}
154	25871	46295	20424	3568	584	6	0	0	4	0	2	4	1	vm	0x1u	hybrid	premultiplied	3	0.003		((a{2,2}){2,2}){2,2}
155	29978	51686	21708	3732	614	6	0	0	28	0	2	29	4	vm	0x3u	hybrid	premultiplied	3	0.003		((a{2,3})){2,3}c
156	29005	49636	20631	3716	608	6	0	0	41	0	2	45	8	vm	0x2u	hybrid	premultiplied	3	0.003		((a|ab){0,4}c)
157	26092	45535	19443	4834	792	7	0	0	9	0	2	9	1	vm	0x0u	hybrid	premultiplied	3	0.003		((a|b)|c)
158	29547	50295	20748	3852	632	6	0	0	28	0	2	38	2	vm	0x8u	hybrid	premultiplied	3	0.003		((x)y|z){0,4}w
159	27969	48467	20498	3488	560	6	0	0	35	0	2	37	6	vm	0x2u	hybrid	premultiplied	3	0.003		((|a){2,4}c)
160	23557	42350	18793	3280	516	6	0	0	4	0	2	4	0	vm	0x0u	hybrid	premultiplied	2	0.003		()
161	24109	43171	19062	3328	528	6	0	0	5	0	2	5	0	vm	0x0u	hybrid	premultiplied	2	0.003		()a
162																			0.002	pcrec: quantifier does not follow a repeatable item (pattern offset 1)	(*)
163																			0.002	pcrec: (*alpha_assertion) not recognized (pattern offset 0)	(*nanla:a)b
164																			0.002	pcrec: (*alpha_assertion) not recognized (pattern offset 0)	(*nanlb:a)b
165	19806	35027	15221	0	0	0	0	0	12	0	2	12	1	vm	0x0u	none		2	0.002		(*napla:(a|ab))\1$
166	24182	43504	19322	3328	528	6	0	0	5	0	2	5	0	vm	0x0u	hybrid	premultiplied	1	0.003		(*napla:a)b
167	21003	37492	16489	0	0	0	0	0	16	0	2	17	1	vm	0x0u	none		3	0.002		(*naplb:(a)|(ba))c\2
168																			0.002	pcrec: variable-length lookbehind is not implemented: every alternative of a lookbehind must have a fixed length (this o	(*naplb:(a|ba))c
169	24824	45208	20384	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	1	0.003		(*naplb:a)b
170	25755	45521	19766	4802	784	7	0	0	6	0	2	5	1	vm	0x0u	hybrid	premultiplied	1	0.003		(*negative_lookahead:a)(?:a|b)
171	24335	43853	19518	3328	528	6	0	0	6	0	2	5	1	vm	0x0u	hybrid	premultiplied	1	0.003		(*negative_lookahead:a)b
172	26503	47391	20888	4802	784	7	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	1	0.003		(*negative_lookbehind:a)(?:a|b)
173	25083	45723	20640	3328	528	6	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	1	0.003		(*negative_lookbehind:a)b
174	25083	45723	20640	3328	528	6	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	1	0.003		(*negative_lookbehind:a)c
175	25710	45431	19721	4802	784	7	0	0	6	0	2	5	1	vm	0x0u	hybrid	premultiplied	1	0.003		(*nla:a)(?:a|b)
176	24289	43762	19473	3328	528	6	0	0	6	0	2	5	1	vm	0x0u	hybrid	premultiplied	1	0.003		(*nla:a)b
177																			0.002	pcrec: \K is not allowed inside a lookaround (pattern offset 0)	(*nlb:\Ka)x
178	26455	47295	20840	4802	784	7	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	1	0.003		(*nlb:a)(?:a|b)
179	25034	45626	20592	3328	528	6	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	1	0.003		(*nlb:a)b
180	25034	45626	20592	3328	528	6	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	1	0.003		(*nlb:a)c
181	19832	35102	15270	0	0	0	0	0	12	0	2	12	1	vm	0x0u	none		2	0.002		(*non_atomic_positive_lookahead:(a|ab))\1$
182	24254	43648	19394	3328	528	6	0	0	5	0	2	5	0	vm	0x0u	hybrid	premultiplied	1	0.003		(*non_atomic_positive_lookahead:a)b
183	21030	37570	16540	0	0	0	0	0	16	0	2	17	1	vm	0x0u	none		3	0.002		(*non_atomic_positive_lookbehind:(a)|(ba))c\2
184																			0.002	pcrec: variable-length lookbehind is not implemented: every alternative of a lookbehind must have a fixed length (this o	(*non_atomic_positive_lookbehind:(a|ba))c
185	24899	45358	20459	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	1	0.003		(*non_atomic_positive_lookbehind:a)b
186	19986	35119	15133	0	0	0	0	0	12	0	2	12	1	vm	0x0u	none		2	0.002		(*pla:(a|ab))\1$
187	23805	42768	18963	3280	516	6	0	0	4	0	2	4	0	vm	0x0u	hybrid	premultiplied	1	0.003		(*pla:a)
188	24357	43589	19232	3328	528	6	0	0	5	0	2	5	0	vm	0x0u	hybrid	premultiplied	1	0.003		(*pla:a)b
189																			0.002	pcrec: \K is not allowed inside a lookaround (pattern offset 0)	(*pla:a\K)x
190	21183	37594	16411	0	0	0	0	0	16	0	2	17	1	vm	0x0u	none		3	0.002		(*plb:(a)|(ba))c\2
191																			0.002	pcrec: variable-length lookbehind is not implemented: every alternative of a lookbehind must have a fixed length (this o	(*plb:(a|ba))c
192																			0.002	pcrec: variable-length lookbehind is not implemented: every alternative of a lookbehind must have a fixed length (this o	(*plb:(a|bc))x
193	24999	45303	20304	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	1	0.003		(*plb:a)b
194	24999	45303	20304	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	1	0.003		(*plb:a)c
195	20003	35167	15164	0	0	0	0	0	12	0	2	12	1	vm	0x0u	none		2	0.003		(*positive_lookahead:(a|ab))\1$
196	23851	42859	19008	3280	516	6	0	0	4	0	2	4	0	vm	0x0u	hybrid	premultiplied	1	0.003		(*positive_lookahead:a)
197	24403	43680	19277	3328	528	6	0	0	5	0	2	5	0	vm	0x0u	hybrid	premultiplied	1	0.003		(*positive_lookahead:a)b
198																			0.002	pcrec: \K is not allowed inside a lookaround (pattern offset 0)	(*positive_lookahead:a\K)b
199	21201	37645	16444	0	0	0	0	0	16	0	2	17	1	vm	0x0u	none		3	0.002		(*positive_lookbehind:(a)|(ba))c\2
200	25048	45400	20352	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	1	0.003		(*positive_lookbehind:a)b
201	25048	45400	20352	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	1	0.003		(*positive_lookbehind:a)c
