idx	bytes	total	prose	tables	table_entries	table_arrays	jump_entries	jump_arrays	labels	slabels	olabels	gotos	addr_taken	engine	rungs	prefilter	dfa_table	ncaps	emit_s	err	pattern
465	26103	45681	19578	4834	792	7	0	0	8	0	2	8	1	vm	0x0u	hybrid	premultiplied	1	0.003		(?:(?=[ab])z|w)
466	26615	46645	20030	4834	792	7	0	0	12	0	2	11	2	vm	0x0u	hybrid	premultiplied	1	0.004		(?:(?=a(?!b))z|w)
467	28178	51312	23134	3320	528	6	0	0	13	0	2	14	1	vm	0x4u	hybrid	premultiplied	1	0.007		(?:(?=a)a)+
468	26083	45655	19572	4834	792	7	0	0	8	0	2	8	1	vm	0x0u	hybrid	premultiplied	1	0.004		(?:(?=a)z|w)
469	26399	45975	19576	4834	792	7	0	0	10	0	2	10	1	vm	0x0u	hybrid	premultiplied	1	0.006		(?:(?=abc)z|w)
470	26698	46353	19655	4834	792	7	0	0	13	0	2	13	2	vm	0x0u	hybrid	premultiplied	1	0.010		(?:(?=ab|cd)z|w)
471	26537	46190	19653	4834	792	7	0	0	12	0	2	12	2	vm	0x0u	hybrid	premultiplied	1	0.007		(?:(?=a|bc)z|w)
472	28425	48670	20245	3655	600	6	0	0	17	0	2	17	1	vm	0x1u	hybrid	premultiplied	5	0.009		(?:(?>(a)(a)?)bb|(a)(a)?cc)
473	27766	50700	22934	3304	524	6	0	0	15	0	2	16	2	vm	0x4u	hybrid	premultiplied	3	0.004		(?:(?>(a)|(b)))*
474	29246	53502	24256	3452	560	6	0	0	21	0	2	22	3	vm	0x4u	hybrid	premultiplied	1	0.007		(?:(?>aa|a))+ab
475	28818	52164	23346	3516	576	6	0	0	20	0	2	21	3	vm	0x4u	hybrid	premultiplied	1	0.004		(?:(?>ab|a))+c
476	28818	52164	23346	3516	576	6	0	0	20	0	2	21	3	vm	0x4u	hybrid	premultiplied	1	0.006		(?:(?>a|ab))+c
477	12554	21937	9383	1937	256	1	20	5	0	4	1	0	0	dfa			none	1	0.008		(?:(?m:^a)|^b)
478	20241	33377	13136	5687	878	13	0	0	0	0	0	0	0	dfa			premultiplied	1	0.008		(?:(?m:a$)|b$)
479	33476	57750	24274	4818	792	7	0	0	41	0	2	42	3	vm	0x4u	hybrid	premultiplied	5	0.007		(?:(a)(?=(b))|(c)(?=(d)))+
480	30015	53338	23323	3542	576	6	0	0	15	0	2	16	3	vm	0x5u	hybrid	premultiplied	2	0.006		(?:(a){0,2}b)+c
481	28292	48797	20505	3552	576	6	0	0	22	0	2	31	2	vm	0x8u	hybrid	premultiplied	2	0.009		(?:(a)|b|c){0,4}d
482	27064	49436	22372	3308	524	6	0	0	15	0	2	16	4	vm	0x7u	hybrid	premultiplied	2	0.011		(?:(a|b*?)?)*
483	23093	39150	16057	0	0	0	0	0	26	0	2	36	3	vm	0x8u	none		2	0.012		(?:(a|bb)x)+\1
484	23254	39313	16059	0	0	0	0	0	27	0	2	37	3	vm	0x8u	none		2	0.010		(?:(a|bb)x)+\1y
485	27068	49440	22372	3312	524	6	0	0	15	0	2	16	4	vm	0x7u	hybrid	premultiplied	2	0.012		(?:(b*?|a)?)*
486	29551	50307	20756	3852	632	6	0	0	28	0	2	38	2	vm	0x8u	hybrid	premultiplied	3	0.005		(?:(p)q|(r)){0,4}d
487	25923	45787	19864	3639	592	6	0	0	3	0	2	3	0	vm	0x1u	hybrid	premultiplied	2	0.005		(?:(x)(?:y|z)){0,3}w
488	15709	29339	13630	3526	576	6	0	0	0	0	0	0	0	dfa			premultiplied	2	0.008		(?:(x)){0}a(?1)b
489	15710	29342	13632	3526	576	6	0	0	0	0	0	0	0	dfa			premultiplied	2	0.010		(?:(x)){0}a\g<1>b
490	27825	48008	20183	5093	848	7	0	0	10	0	2	10	1	vm	0x1u	hybrid	premultiplied	3	0.006		(?:(x{2,3})|(y))z
491	14583	26651	12068	3280	516	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.008		(?:)
492																			0.005	pcrec: multiple quantifiers on the same item (pattern offset 5)	(?:)?*
493	20150	32537	12387	6456	1052	10	0	0	0	0	0	0	0	dfa			premultiplied	1	0.004		(?:=|$)(?:.|$)*
494	17106	30362	13256	5508	948	7	0	0	0	0	0	0	0	dfa			premultiplied	1	0.005		(?:[0-9]{1,3}\.){3}[0-9]{1,3}
495	25283	44993	19710	3316	528	6	0	0	11	0	2	12	2	vm	0x4u	hybrid	premultiplied	1	0.006		(?:[a-c]|abc)*+
496	71145	85429	14284	59088	12432	7	0	0	0	0	0	0	0	dfa			premultiplied	1	0.029		(?:[a-z0-9!#$%&'*+/=?^_`{|}~-]+(?:\.[a-z0-9!#$%&'*+/=?^_`{|}~-]+)*|"(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21\x23-\x5b\x5d-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])*")@(?:(?:[a-z0-9](?:[a-z0-9-]*[a-z0-9])?\.)+[a-z0-9](?:[a-z0-9-]*[a-z0-9])?|\[(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?|[a-z0-9-]*[a-z0-9]:(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21-\x5a\x53-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])+)\])
497	15204	27734	12530	3542	576	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.005		(?:[ab]{0,2}c)+d
498	22282	39923	17641	1613	256	1	4	2	14	2	3	13	2	vm	0x0u	hybrid	none	1	0.006		(?:\A|(?<=\n)(?!\z))x
499	11660	20792	9132	1613	256	1	4	2	0	2	1	0	0	dfa			none	1	0.005		(?:\G)a
500	11926	21096	9170	1717	256	1	9	3	0	3	1	0	0	dfa			none	1	0.003		(?:\Gab)+
501	25488	45489	20001	3390	542	6	0	0	8	0	2	9	1	vm	0x2u	hybrid	premultiplied	1	0.002		(?:\Ka)?b
502	12511	21868	9357	2026	256	1	24	6	0	5	1	0	0	dfa			none	1	0.003		(?:^|\b)foo
503																			0.003	pcrec: missing closing ) for group (pattern offset 0)	(?:a
504	27209	47864	20655	4262	742	6	0	0	11	0	2	10	2	vm	0x1u	hybrid	premultiplied	1	0.002		(?:a(?!q)|aq)(?:xy){0,4}q
505	26595	46976	20381	3694	616	6	0	0	11	0	2	10	2	vm	0x1u	hybrid	premultiplied	1	0.003		(?:a(?!q)|aq)x{0,3}q
506	15521	28954	13433	3526	576	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.005		(?:a(?:b(?:c)))
507	14647	26816	12169	3330	530	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.005		(?:a(?:b*?)?)*
508	25495	45023	19528	3501	568	6	0	0	9	0	2	9	1	vm	0x1u	hybrid	premultiplied	1	0.005		(?:a(?=c)|ab)c?
509	14978	27315	12337	3328	528	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.004		(?:a)
510	27309	49861	22552	3360	536	6	0	0	10	0	2	11	2	vm	0x5u	hybrid	premultiplied	1	0.004		(?:a*)*+b
511	28004	50695	22691	3360	536	6	0	0	13	0	2	14	3	vm	0x5u	hybrid	premultiplied	1	0.008		(?:a*)++b
512	14784	27112	12328	3472	560	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.006		(?:a*|b*){3}
513	27361	49914	22553	3360	536	6	0	0	10	0	2	11	2	vm	0x5u	hybrid	premultiplied	1	0.007		(?:a?)*+b
514	27326	50236	22910	3404	548	6	0	0	8	0	2	9	1	vm	0x4u	hybrid	premultiplied	1	0.006		(?:a\K)*ab
515	27352	50370	23018	3360	536	6	0	0	8	0	2	9	1	vm	0x4u	hybrid	premultiplied	1	0.007		(?:a\K)*b
516	25488	45489	20001	3390	542	6	0	0	8	0	2	9	1	vm	0x2u	hybrid	premultiplied	1	0.009		(?:a\K)?b
517	29848	50803	20955	3711	608	6	0	0	41	0	2	52	3	vm	0x10u	hybrid	premultiplied	1	0.005		(?:a\K){0,10}ab
518	25984	46370	20386	3666	596	6	0	0	9	0	2	11	1	vm	0x10u	hybrid	premultiplied	1	0.005		(?:a\K){0,10}b
519	26434	46613	20179	3463	560	6	0	0	14	0	2	16	1	vm	0x2u	hybrid	premultiplied	1	0.006		(?:a\K){1,3}b
520	28533	52683	24150	3452	560	6	0	0	14	0	2	15	1	vm	0x4u	hybrid	premultiplied	1	0.007		(?:a\K){2,}b
521	27585	50655	23070	3434	552	6	0	0	9	0	2	10	1	vm	0x4u	hybrid	premultiplied	1	0.009		(?:a\Kb)*c
522	26531	47107	20576	4057	672	6	0	0	10	0	2	12	1	vm	0x10u	hybrid	premultiplied	1	0.006		(?:a\Kb){0,8}c
523	25551	45988	20437	3704	612	6	0	0	10	0	2	10	1	vm	0x0u	hybrid	premultiplied	1	0.006		(?:a\Kb|ab\Kc)d
524	24611	44031	19420	3522	576	6	0	0	7	0	2	7	1	vm	0x0u	hybrid	premultiplied	1	0.009		(?:a\K|ax)c
525	29811	53336	23525	4926	816	7	0	0	17	0	2	18	3	vm	0x4u	hybrid	premultiplied	1	0.012		(?:a\K|b)+c
526	26392	47214	20822	4925	816	7	0	0	7	0	2	7	1	vm	0x0u	hybrid	premultiplied	1	0.005		(?:a\K|b)c
527	25854	45796	19942	3404	548	6	0	0	12	0	2	13	2	vm	0x4u	hybrid	premultiplied	1	0.004		(?:aa|a)*+ab
528	25650	45554	19904	3360	536	6	0	0	11	0	2	12	2	vm	0x4u	hybrid	premultiplied	1	0.009		(?:aa|a)*+b
529	26960	48010	21050	3452	560	6	0	0	18	0	2	19	3	vm	0x4u	hybrid	premultiplied	1	0.010		(?:aa|a)++ab
530	26420	46492	20072	3404	548	6	0	0	17	0	2	18	3	vm	0x4u	hybrid	premultiplied	1	0.008		(?:aa|a)++b
531	15441	28834	13393	3452	560	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.004		(?:aa|a)+ab
532	28045	49372	21327	3607	590	6	0	0	24	0	2	26	4	vm	0x2u	hybrid	premultiplied	1	0.007		(?:aa|a){1,3}+ab
533	27506	47850	20344	3560	578	6	0	0	23	0	2	25	4	vm	0x2u	hybrid	premultiplied	1	0.011		(?:aa|a){1,3}+b
534	35113	58245	23132	4323	740	6	0	0	74	0	2	79	13	vm	0x10u	hybrid	premultiplied	1	0.006		(?:aa|a){8,12}+ab
535	34875	57937	23062	4245	728	6	0	0	73	0	2	78	13	vm	0x10u	hybrid	premultiplied	1	0.015		(?:aa|a){8,12}+b
536	16974	29678	12704	3668	568	8	0	0	0	0	0	0	0	dfa			premultiplied	1	0.007		(?:ab$|a)
537	14671	26845	12174	3364	536	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.010		(?:ab)*+
538	15088	27515	12427	3434	552	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.005		(?:ab)*+c
539	15412	28778	13366	3428	554	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.009		(?:ab)+
540	25960	46822	20862	3522	576	6	0	0	4	0	2	4	0	vm	0x1u	hybrid	premultiplied	1	0.008		(?:ab)+\Kc
541	14732	26966	12234	3424	548	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.003		(?:ab)?+
542	15222	27737	12515	3565	576	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.007		(?:ab){,2}c
543	15673	29182	13509	3683	608	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.004		(?:ab){2,2}c
544	15739	29400	13661	3750	620	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.004		(?:ab){2,4}
545	15971	29870	13899	3982	668	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.004		(?:ab){3,6}
546	16051	29846	13795	4061	688	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.004		(?:ab){3,6}c
547	15613	29132	13519	3623	596	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.006		(?:ab){3,}?
548	15804	29411	13607	3811	640	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.003		(?:ab){3,}?c?
549	16922	30001	13079	5340	906	7	0	0	0	0	0	0	0	dfa			premultiplied	1	0.002		(?:ab?){0,4}b
550	24928	45276	20348	3460	560	6	0	0	8	0	2	8	1	vm	0x0u	hybrid	premultiplied	1	0.004		(?:ab\K|a)b
551	16464	30577	14113	4474	768	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.007		(?:abc){2,5}
552	15574	28212	12638	3910	656	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.005		(?:abcd|abc|ab|a)z
553	16671	29501	12830	5087	846	7	0	0	0	0	0	0	0	dfa			premultiplied	1	0.003		(?:ab|a){0,2}?b
554	16669	29497	12828	5087	846	7	0	0	0	0	0	0	0	dfa			premultiplied	1	0.006		(?:ab|a){0,2}b
555	16922	30003	13081	5340	906	7	0	0	0	0	0	0	0	dfa			premultiplied	1	0.003		(?:ab|a){0,4}b
556	15276	27868	12592	3614	590	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.008		(?:ab|a){1,2}?b
557	16947	29824	12877	5365	908	7	0	0	0	0	0	0	0	dfa			premultiplied	1	0.006		(?:ab|c){2,3}d
558	15203	27721	12518	3542	576	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.004		(?:a{0,2}?b)+c
559	15063	27484	12421	3404	548	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.007		(?:a{0,2}a)+c
560	15201	27717	12516	3542	576	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.004		(?:a{0,2}b)+c
561	14637	26799	12162	3332	528	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.005		(?:a|)
562	14598	26704	12106	3292	520	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.004		(?:a|)*
563	15042	27445	12403	3390	542	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.005		(?:a|)b
564	15146	27655	12509	3488	560	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.007		(?:a|){0,4}c
565	26960	48010	21050	3452	560	6	0	0	18	0	2	19	3	vm	0x4u	hybrid	premultiplied	1	0.005		(?:a|aa)++ab
566	26420	46492	20072	3404	548	6	0	0	17	0	2	18	3	vm	0x4u	hybrid	premultiplied	1	0.006		(?:a|aa)++b
567	25118	44802	19684	3334	530	6	0	0	10	0	2	11	2	vm	0x4u	hybrid	premultiplied	1	0.005		(?:a|ab)*+
568	25720	45674	19954	3430	552	6	0	0	11	0	2	12	2	vm	0x4u	hybrid	premultiplied	1	0.008		(?:a|ab)*+c
569	26230	46281	20051	3374	542	6	0	0	16	0	2	17	3	vm	0x4u	hybrid	premultiplied	1	0.003		(?:a|ab)++
570	26532	46672	20140	3516	576	6	0	0	17	0	2	18	3	vm	0x4u	hybrid	premultiplied	1	0.004		(?:a|ab)++c
571	25844	45807	19963	3471	560	6	0	0	11	0	2	12	2	vm	0x2u	hybrid	premultiplied	1	0.006		(?:a|ab)?+c
572	27236	47560	20324	3569	584	6	0	0	22	0	2	23	4	vm	0x2u	hybrid	premultiplied	1	0.006		(?:a|ab){2,3}+
573	27049	47311	20262	3464	566	6	0	0	22	0	2	23	4	vm	0x4u	hybrid	premultiplied	1	0.006		(?:a|ab){2,}+
574	26297	46385	20088	3475	566	6	0	0	16	0	2	16	2	vm	0x2u	hybrid	premultiplied	1	0.007		(?:a|ab){2}+
575	26659	46840	20181	3676	608	6	0	0	17	0	2	17	2	vm	0x2u	hybrid	premultiplied	1	0.008		(?:a|ab){2}+c
576	27144	47440	20296	3597	590	6	0	0	22	0	2	22	3	vm	0x2u	hybrid	premultiplied	1	0.008		(?:a|ab){3}+
577	16369	28948	12579	4794	784	7	0	0	0	0	0	0	0	dfa			premultiplied	1	0.009		(?:a|b)+
578	26736	46831	20095	3610	592	6	0	0	14	0	2	15	2	vm	0x8u	hybrid	premultiplied	1	0.016		(?:a|bc)*+ab
579	26388	46385	19997	3422	552	6	0	0	13	0	2	14	2	vm	0x8u	hybrid	premultiplied	1	0.006		(?:a|bc)*+b
580	15513	28170	12657	3852	632	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.008		(?:a|bc){0,4}d
581	15094	27558	12464	3434	552	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.005		(?:a|b||c|d)x
582	14675	26873	12198	3368	536	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.008		(?:a||b)
583	15088	27527	12439	3434	552	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.008		(?:a||b)c
584	14631	26795	12164	3308	524	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.008		(?:b*?(?:(?:a*)*)*)*
585	14625	26779	12154	3308	524	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.007		(?:b*?(?:a*)*)*
586	15661	28316	12655	3999	668	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.004		(?:foo|foobar)+
587	32692	54308	21616	4222	704	6	0	0	50	0	2	66	3	vm	0xau	hybrid	premultiplied	3	0.009		(?:x((a)|b){2}y){0,3}?z
588	32690	54306	21616	4222	704	6	0	0	50	0	2	66	3	vm	0xau	hybrid	premultiplied	3	0.005		(?:x((a)|b){2}y){0,3}z
589	25219	44544	19325	3706	612	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	3	0.012		(?:x)(a)(?:y)(b)
590	16822	29674	12852	5242	888	7	0	0	0	0	0	0	0	dfa			premultiplied	1	0.008		(?:xxxxx|y)z
591	18262	32090	13828	6677	1224	7	0	0	0	0	0	0	0	dfa			premultiplied	1	0.007		(?:xxxxx|y){3,4}z
592	14639	26813	12174	3332	528	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.006		(?:x|y|)
593	16822	29674	12852	5242	888	7	0	0	0	0	0	0	0	dfa			premultiplied	1	0.007		(?:y|xxxxx)z
594	15443	28103	12660	3778	632	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.011		(?:z|)(?:ab){3,}?
595	15696	28444	12748	4028	682	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.005		(?:z|)(?:ab){3,}?c?
596																			0.003	pcrec: quantifier does not follow a repeatable item (pattern offset 5)	(?:{1})
597	16309	28421	12112	4768	776	7	0	0	0	0	0	0	0	dfa			premultiplied	1	0.012		(?:|[^a])*
598	14602	26708	12106	3296	520	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.005		(?:|a)*
599	26763	49260	22497	3360	536	6	0	0	11	0	2	12	2	vm	0x4u	hybrid	premultiplied	1	0.006		(?:|a)*+b
600	14602	26708	12106	3296	520	6	0	0	0	0	0	0	0	dfa			premultiplied	1	0.009		(?:|a)+
601	28469	52778	24309	3328	528	6	0	0	13	0	2	14	2	vm	0x4u	hybrid	premultiplied	2	0.008		(?<!(a))*z
602	25337	45970	20633	3328	528	6	0	0	10	0	2	9	1	vm	0x0u	hybrid	premultiplied	2	0.010		(?<!(a))z
603																			0.007	pcrec: variable-length lookbehind is not implemented: every alternative of a lookbehind must have a fixed length (this o	(?<!(a|bc))x
604	28013	52285	24272	3328	528	6	0	0	11	0	2	12	2	vm	0x4u	hybrid	premultiplied	1	0.011		(?<!)*z
605	24886	45482	20596	3328	528	6	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	1	0.006		(?<!)x
606	24886	45482	20596	3328	528	6	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	1	0.011		(?<!)z
607																			0.003	pcrec: quantifier does not follow a repeatable item (pattern offset 4)	(?<!*a)b
608	28185	52456	24271	3328	528	6	0	0	11	0	2	12	2	vm	0x4u	hybrid	premultiplied	1	0.008		(?<![ab])*z
609	25058	45653	20595	3328	528	6	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	1	0.011		(?<![ab])z
610																			0.004	pcrec: \K is not allowed inside a lookaround (pattern offset 0)	(?<!\Ka)x
611	25330	45921	20591	3559	560	7	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	1	0.008		(?<!\w)x
612																			0.007	pcrec: missing closing ) for group (pattern offset 0)	(?<!a
613	28701	53424	24723	3328	528	6	0	0	15	0	2	15	3	vm	0x4u	hybrid	premultiplied	1	0.005		(?<!a(?!b))*z
614	25570	46617	21047	3328	528	6	0	0	12	0	2	10	2	vm	0x0u	hybrid	premultiplied	1	0.006		(?<!a(?!b))z
615	28164	52429	24265	3328	528	6	0	0	11	0	2	12	2	vm	0x4u	hybrid	premultiplied	1	0.009		(?<!a)*z
616	25035	45623	20588	3328	528	6	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	1	0.006		(?<!a)b
617	25035	45623	20588	3328	528	6	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	1	0.011		(?<!a)c
618	25037	45626	20589	3328	528	6	0	0	8	0	2	7	1	vm	0x0u	hybrid	premultiplied	1	0.010		(?<!a)z
619																			0.008	pcrec: variable-length lookbehind is not implemented: every alternative of a lookbehind must have a fixed length (this o	(?<!a*)x
620	28485	52754	24269	3328	528	6	0	0	13	0	2	14	2	vm	0x4u	hybrid	premultiplied	1	0.007		(?<!abc)*z
621	25353	45946	20593	3328	528	6	0	0	10	0	2	9	1	vm	0x0u	hybrid	premultiplied	1	0.008		(?<!abc)z
622	29069	53640	24571	3328	528	6	0	0	16	0	2	18	3	vm	0x4u	hybrid	premultiplied	1	0.011		(?<!ab|cd)*z
623	25937	46832	20895	3328	528	6	0	0	13	0	2	13	2	vm	0x0u	hybrid	premultiplied	1	0.015		(?<!ab|cd)x
624	25937	46832	20895	3328	528	6	0	0	13	0	2	13	2	vm	0x0u	hybrid	premultiplied	1	0.009		(?<!ab|cd)z
625	27427	48930	21503	3328	528	6	0	0	21	0	2	23	4	vm	0x0u	hybrid	premultiplied	1	0.010		(?<!ab|cd|ef|gh)x
626	25819	46553	20734	3328	528	6	0	0	10	0	2	9	2	vm	0x1u	hybrid	premultiplied	1	0.008		(?<!a{2})b
627	25464	46362	20898	3328	528	6	0	0	11	0	2	11	2	vm	0x0u	hybrid	premultiplied	1	0.014		(?<!a|)x
628	28908	53477	24569	3328	528	6	0	0	15	0	2	17	3	vm	0x4u	hybrid	premultiplied	1	0.007		(?<!a|bc)*z
629	25776	46669	20893	3328	528	6	0	0	12	0	2	12	2	vm	0x0u	hybrid	premultiplied	1	0.003		(?<!a|bc)x
630	25776	46669	20893	3328	528	6	0	0	12	0	2	12	2	vm	0x0u	hybrid	premultiplied	1	0.005		(?<!a|bc)z
631	25790	46710	20920	3328	528	6	0	0	12	0	2	12	0	vm	0x0u	hybrid	premultiplied	1	0.006		(?<*(?<=a)b)c
632	28250	52345	24095	3328	528	6	0	0	12	0	2	14	1	vm	0x4u	hybrid	premultiplied	2	0.013		(?<*(a))*z
633	25118	45536	20418	3328	528	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	2	0.004		(?<*(a))a
634	25120	45539	20419	3328	528	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	2	0.007		(?<*(a))z
635	26147	46852	20705	3328	528	6	0	0	15	0	2	16	1	vm	0x0u	hybrid	premultiplied	3	0.010		(?<*(a)|(ba))c
636	21000	37481	16481	0	0	0	0	0	16	0	2	17	1	vm	0x0u	none		3	0.011		(?<*(a)|(ba))c\2
637																			0.001	pcrec: variable-length lookbehind is not implemented: every alternative of a lookbehind must have a fixed length (this o	(?<*(a|ba))c
638																			0.008	pcrec: variable-length lookbehind is not implemented: every alternative of a lookbehind must have a fixed length (this o	(?<*(a|bc))x
639	21000	37481	16481	0	0	0	0	0	16	0	2	17	1	vm	0x0u	none		3	0.007		(?<*(ba)|(a))c\2
640	27790	51846	24056	3328	528	6	0	0	10	0	2	12	1	vm	0x4u	hybrid	premultiplied	1	0.007		(?<*)*z
641	24665	45045	20380	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	1	0.003		(?<*)z
642	27962	52017	24055	3328	528	6	0	0	10	0	2	12	1	vm	0x4u	hybrid	premultiplied	1	0.010		(?<*[ab])*z
643	24837	45216	20379	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	1	0.007		(?<*[ab])z
644																			0.005	pcrec: \K is not allowed inside a lookaround (pattern offset 0)	(?<*\Ka)x
645																			0.005	pcrec: missing closing ) for group (pattern offset 0)	(?<*a
646	28478	52985	24507	3328	528	6	0	0	14	0	2	15	2	vm	0x4u	hybrid	premultiplied	1	0.011		(?<*a(?!b))*z
647	25347	46178	20831	3328	528	6	0	0	11	0	2	10	1	vm	0x0u	hybrid	premultiplied	1	0.004		(?<*a(?!b))z
648	27939	51987	24048	3328	528	6	0	0	10	0	2	12	1	vm	0x4u	hybrid	premultiplied	1	0.004		(?<*a)*b
649	27941	51990	24049	3328	528	6	0	0	10	0	2	12	1	vm	0x4u	hybrid	premultiplied	1	0.008		(?<*a)*z
650	24814	45186	20372	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	1	0.012		(?<*a)b
651	24816	45189	20373	3328	528	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	1	0.010		(?<*a)z
652																			0.006	pcrec: variable-length lookbehind is not implemented: every alternative of a lookbehind must have a fixed length (this o	(?<*a*)x
653	24972	45346	20374	3328	528	6	0	0	8	0	2	8	0	vm	0x0u	hybrid	premultiplied	1	0.008		(?<*ab)c
654	28262	52315	24053	3328	528	6	0	0	12	0	2	14	1	vm	0x4u	hybrid	premultiplied	1	0.005		(?<*abc)*z
655	25132	45509	20377	3328	528	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	1	0.008		(?<*abc)z
656	28838	53137	24299	3328	528	6	0	0	15	0	2	18	2	vm	0x4u	hybrid	premultiplied	1	0.008		(?<*ab|cd)*z
657	25706	46329	20623	3328	528	6	0	0	12	0	2	13	1	vm	0x0u	hybrid	premultiplied	1	0.010		(?<*ab|cd)z
658	28677	52974	24297	3328	528	6	0	0	14	0	2	17	2	vm	0x4u	hybrid	premultiplied	1	0.011		(?<*a|bc)*z
659	25545	46166	20621	3328	528	6	0	0	11	0	2	12	1	vm	0x0u	hybrid	premultiplied	1	0.007		(?<*a|bc)x
660	25545	46166	20621	3328	528	6	0	0	11	0	2	12	1	vm	0x0u	hybrid	premultiplied	1	0.006		(?<*a|bc)z
661																			0.006	pcrec: subpattern name expected (a name starts with a letter or '_', never a digit) (pattern offset 3)	(?<1n>a)
662																			0.005	pcrec: variable-length lookbehind is not implemented: every alternative of a lookbehind must have a fixed length (this o	(?<=((a|bc)d))x
663	25831	46288	20457	3328	528	6	0	0	9	0	2	9	1	vm	0x1u	hybrid	premultiplied	1	0.003		(?<=(?:ab){2})x
664	26958	47813	20855	3328	528	6	0	0	14	0	2	15	3	vm	0x1u	hybrid	premultiplied	1	0.003		(?<=(?:a{2})|(?:a{3}))x
665																			0.003	pcrec: variable-length lookbehind is not implemented: every alternative of a lookbehind must have a fixed length (this o	(?<=(?:a|bc)d)x
666	25794	46716	20922	3328	528	6	0	0	12	0	2	12	0	vm	0x0u	hybrid	premultiplied	1	0.005		(?<=(?<*a)b)c
667	25976	46824	20848	3328	528	6	0	0	12	0	2	12	0	vm	0x0u	hybrid	premultiplied	1	0.006		(?<=(?<=a)b)c
668																			0.002	pcrec: variable-length lookbehind is not implemented: every alternative of a lookbehind must have a fixed length (this o	(?<=(?>a*))x
669	25441	45918	20477	3328	528	6	0	0	10	0	2	10	0	vm	0x0u	hybrid	premultiplied	1	0.007		(?<=(?>ab))c
670	26929	48401	21472	3408	548	6	0	0	17	0	2	17	0	vm	0x0u	hybrid	premultiplied	5	0.008		(?<=(a)(b))(c)(d)
