pattern	n	base_steps	prune_steps	base_caps	prune_caps	oracle_caps	verdict
((?:abc){5,6}){4,36}	79	1	1	(1, 73, 55, 73)	(1, 73, 55, 73)	(1, 73, 55, 73)	AGREE
([ab]{5,11}){8,21}	0	0	0	()	()	()	AGREE
([ab]{5,11}){8,21}	38	0	0	()	()	()	AGREE
([ab]{5,11}){8,21}	39	0	0	()	()	()	AGREE
([ab]{5,11}){8,21}	40	20184	1	(0, 40, 35, 40)	(0, 40, 35, 40)	(0, 40, 35, 40)	AGREE
([ab]{5,11}){8,21}	41	19023	1	(0, 41, 36, 41)	(0, 41, 36, 41)	(0, 41, 36, 41)	AGREE
([ab]{5,11}){8,21}	42	17519	1	(0, 42, 37, 42)	(0, 42, 37, 42)	(0, 42, 37, 42)	AGREE
([ab]{5,11}){8,21}	64	107	1	(0, 64, 59, 64)	(0, 64, 59, 64)	(0, 64, 59, 64)	AGREE
([ab]{5,11}){8,21}	88	1	1	(0, 88, 77, 88)	(0, 88, 77, 88)	(0, 88, 77, 88)	AGREE
([ab]{5,11}){8,21}	95	1	1	(0, 95, 88, 95)	(0, 95, 88, 95)	(0, 95, 88, 95)	AGREE
([ab]{8,16}){4,25}	0	0	0	()	()	()	AGREE
([ab]{8,16}){4,25}	30	0	0	()	()	()	AGREE
([ab]{8,16}){4,25}	31	0	0	()	()	()	AGREE
([ab]{8,16}){4,25}	32	253	1	(0, 32, 24, 32)	(0, 32, 24, 32)	(0, 32, 24, 32)	AGREE
([ab]{8,16}){4,25}	33	242	1	(0, 33, 25, 33)	(0, 33, 25, 33)	(0, 33, 25, 33)	AGREE
([ab]{8,16}){4,25}	34	229	1	(0, 34, 26, 34)	(0, 34, 26, 34)	(0, 34, 26, 34)	AGREE
([ab]{8,16}){4,25}	48	9	1	(0, 48, 40, 48)	(0, 48, 40, 48)	(0, 48, 40, 48)	AGREE
([ab]{8,16}){4,25}	64	1	1	(0, 64, 48, 64)	(0, 64, 48, 64)	(0, 64, 48, 64)	AGREE
([ab]{8,16}){4,25}	71	1	1	(0, 64, 48, 64)	(0, 64, 48, 64)	(0, 64, 48, 64)	AGREE
(a{9,10}){3,12}	0	0	0	()	()	()	AGREE
(a{9,10}){3,12}	25	0	0	()	()	()	AGREE
(a{9,10}){3,12}	26	0	0	()	()	()	AGREE
(a{9,10}){3,12}	27	5	1	(0, 27, 18, 27)	(0, 27, 18, 27)	(0, 27, 18, 27)	AGREE
(a{9,10}){3,12}	28	2	1	(0, 28, 19, 28)	(0, 28, 19, 28)	(0, 28, 19, 28)	AGREE
(a{9,10}){3,12}	29	1	1	(0, 29, 20, 29)	(0, 29, 20, 29)	(0, 29, 20, 29)	AGREE
(a{9,10}){3,12}	30	1	1	(0, 30, 20, 30)	(0, 30, 20, 30)	(0, 30, 20, 30)	AGREE
(a{9,10}){3,12}	37	1	1	(0, 30, 20, 30)	(0, 30, 20, 30)	(0, 30, 20, 30)	AGREE
(a{7,7}){3,19}	-	-	-	-	-	-	declined: prune_proto: DECLINED -- 1 scan sites, expected 19 replicas; this is not the two-level replicated shape the prototype patches
((?:ab){1,7}){8,14}	0	0	0	()	()	()	AGREE
((?:ab){1,7}){8,14}	14	0	0	()	()	()	AGREE
((?:ab){1,7}){8,14}	15	0	0	()	()	()	AGREE
((?:ab){1,7}){8,14}	16	247	1	(1, 17, 15, 17)	(1, 17, 15, 17)	(1, 17, 15, 17)	AGREE
((?:ab){1,7}){8,14}	17	247	1	(1, 17, 15, 17)	(1, 17, 15, 17)	(1, 17, 15, 17)	AGREE
((?:ab){1,7}){8,14}	18	245	1	(1, 19, 17, 19)	(1, 19, 17, 19)	(1, 19, 17, 19)	AGREE
((?:ab){1,7}){8,14}	19	245	1	(1, 19, 17, 19)	(1, 19, 17, 19)	(1, 19, 17, 19)	AGREE
((?:ab){1,7}){8,14}	64	12	1	(1, 65, 63, 65)	(1, 65, 63, 65)	(1, 65, 63, 65)	AGREE
((?:ab){1,7}){8,14}	112	1	1	(1, 113, 99, 113)	(1, 113, 99, 113)	(1, 113, 99, 113)	AGREE
((?:ab){1,7}){8,14}	119	1	1	(1, 119, 113, 119)	(1, 119, 113, 119)	(1, 119, 113, 119)	AGREE
((?:abc){6,6}){3,39}	-	-	-	-	-	-	declined: prune_proto: DECLINED -- 1 scan sites, expected 39 replicas; this is not the two-level replicated shape the prototype patches
([ab]{6,10}){3,36}	0	0	0	()	()	()	AGREE
([ab]{6,10}){3,36}	16	0	0	()	()	()	AGREE
([ab]{6,10}){3,36}	17	0	0	()	()	()	AGREE
([ab]{6,10}){3,36}	18	26	1	(0, 18, 12, 18)	(0, 18, 12, 18)	(0, 18, 12, 18)	AGREE
([ab]{6,10}){3,36}	19	22	1	(0, 19, 13, 19)	(0, 19, 13, 19)	(0, 19, 13, 19)	AGREE
([ab]{6,10}){3,36}	20	17	1	(0, 20, 14, 20)	(0, 20, 14, 20)	(0, 20, 14, 20)	AGREE
([ab]{6,10}){3,36}	24	3	1	(0, 24, 18, 24)	(0, 24, 18, 24)	(0, 24, 18, 24)	AGREE
([ab]{6,10}){3,36}	30	1	1	(0, 30, 20, 30)	(0, 30, 20, 30)	(0, 30, 20, 30)	AGREE
([ab]{6,10}){3,36}	37	1	1	(0, 37, 30, 37)	(0, 37, 30, 37)	(0, 37, 30, 37)	AGREE
(a{5,9}){9,14}	0	0	0	()	()	()	AGREE
(a{5,9}){9,14}	43	0	0	()	()	()	AGREE
(a{5,9}){9,14}	44	0	0	()	()	()	AGREE
(a{5,9}){9,14}	45	32228	1	(0, 45, 40, 45)	(0, 45, 40, 45)	(0, 45, 40, 45)	AGREE
(a{5,9}){9,14}	46	28439	1	(0, 46, 41, 46)	(0, 46, 41, 46)	(0, 46, 41, 46)	AGREE
(a{5,9}){9,14}	47	23636	1	(0, 47, 42, 47)	(0, 47, 42, 47)	(0, 47, 42, 47)	AGREE
(a{5,9}){9,14}	63	198	1	(0, 63, 58, 63)	(0, 63, 58, 63)	(0, 63, 58, 63)	AGREE
(a{5,9}){9,14}	81	1	1	(0, 81, 72, 81)	(0, 81, 72, 81)	(0, 81, 72, 81)	AGREE
(a{5,9}){9,14}	88	1	1	(0, 88, 81, 88)	(0, 88, 81, 88)	(0, 88, 81, 88)	AGREE
((?:abc){10,11}){5,16}	0	0	0	()	()	()	AGREE
((?:abc){10,11}){5,16}	148	0	0	()	()	()	AGREE
((?:abc){10,11}){5,16}	149	0	0	()	()	()	AGREE
((?:abc){10,11}){5,16}	150	27	1	(0, 150, 120, 150)	(0, 150, 120, 150)	(0, 150, 120, 150)	AGREE
((?:abc){10,11}){5,16}	151	27	1	(0, 150, 120, 150)	(0, 150, 120, 150)	(0, 150, 120, 150)	AGREE
((?:abc){10,11}){5,16}	152	27	1	(0, 150, 120, 150)	(0, 150, 120, 150)	(0, 150, 120, 150)	AGREE
((?:abc){10,11}){5,16}	153	12	1	(0, 153, 123, 153)	(0, 153, 123, 153)	(0, 153, 123, 153)	AGREE
((?:abc){10,11}){5,16}	154	12	1	(0, 153, 123, 153)	(0, 153, 123, 153)	(0, 153, 123, 153)	AGREE
((?:abc){10,11}){5,16}	155	12	1	(0, 153, 123, 153)	(0, 153, 123, 153)	(0, 153, 123, 153)	AGREE
((?:abc){10,11}){5,16}	157	5	1	(0, 156, 126, 156)	(0, 156, 126, 156)	(0, 156, 126, 156)	AGREE
((?:abc){10,11}){5,16}	165	1	1	(0, 165, 132, 165)	(0, 165, 132, 165)	(0, 165, 132, 165)	AGREE
((?:abc){10,11}){5,16}	172	1	1	(0, 165, 132, 165)	(0, 165, 132, 165)	(0, 165, 132, 165)	AGREE
(a{9,12}){6,33}	0	0	0	()	()	()	AGREE
(a{9,12}){6,33}	52	0	0	()	()	()	AGREE
(a{9,12}){6,33}	53	0	0	()	()	()	AGREE
(a{9,12}){6,33}	54	1138	1	(0, 54, 45, 54)	(0, 54, 45, 54)	(0, 54, 45, 54)	AGREE
(a{9,12}){6,33}	55	903	1	(0, 55, 46, 55)	(0, 55, 46, 55)	(0, 55, 46, 55)	AGREE
(a{9,12}){6,33}	56	628	1	(0, 56, 47, 56)	(0, 56, 47, 56)	(0, 56, 47, 56)	AGREE
(a{9,12}){6,33}	63	19	1	(0, 63, 54, 63)	(0, 63, 54, 63)	(0, 63, 54, 63)	AGREE
(a{9,12}){6,33}	72	1	1	(0, 72, 60, 72)	(0, 72, 60, 72)	(0, 72, 60, 72)	AGREE
(a{9,12}){6,33}	79	1	1	(0, 72, 60, 72)	(0, 72, 60, 72)	(0, 72, 60, 72)	AGREE
((?:ab){4,7}){4,15}	0	0	0	()	()	()	AGREE
((?:ab){4,7}){4,15}	30	0	0	()	()	()	AGREE
((?:ab){4,7}){4,15}	31	0	0	()	()	()	AGREE
((?:ab){4,7}){4,15}	32	50	1	(0, 32, 24, 32)	(0, 32, 24, 32)	(0, 32, 24, 32)	AGREE
((?:ab){4,7}){4,15}	33	50	1	(0, 32, 24, 32)	(0, 32, 24, 32)	(0, 32, 24, 32)	AGREE
((?:ab){4,7}){4,15}	34	42	1	(0, 34, 26, 34)	(0, 34, 26, 34)	(0, 34, 26, 34)	AGREE
((?:ab){4,7}){4,15}	35	42	1	(0, 34, 26, 34)	(0, 34, 26, 34)	(0, 34, 26, 34)	AGREE
((?:ab){4,7}){4,15}	44	4	1	(0, 44, 36, 44)	(0, 44, 36, 44)	(0, 44, 36, 44)	AGREE
((?:ab){4,7}){4,15}	56	1	1	(0, 56, 42, 56)	(0, 56, 42, 56)	(0, 56, 42, 56)	AGREE
((?:ab){4,7}){4,15}	63	1	1	(0, 56, 42, 56)	(0, 56, 42, 56)	(0, 56, 42, 56)	AGREE
((?:ab){5,13}){4,41}	0	0	0	()	()	()	AGREE
((?:ab){5,13}){4,41}	38	0	0	()	()	()	AGREE
((?:ab){5,13}){4,41}	39	0	0	()	()	()	AGREE
((?:ab){5,13}){4,41}	40	123	1	(1, 41, 31, 41)	(1, 41, 31, 41)	(1, 41, 31, 41)	AGREE
((?:ab){5,13}){4,41}	41	123	1	(1, 41, 31, 41)	(1, 41, 31, 41)	(1, 41, 31, 41)	AGREE
((?:ab){5,13}){4,41}	42	119	1	(1, 43, 33, 43)	(1, 43, 33, 43)	(1, 43, 33, 43)	AGREE
((?:ab){5,13}){4,41}	43	119	1	(1, 43, 33, 43)	(1, 43, 33, 43)	(1, 43, 33, 43)	AGREE
((?:ab){5,13}){4,41}	72	6	1	(1, 73, 63, 73)	(1, 73, 63, 73)	(1, 73, 63, 73)	AGREE
((?:ab){5,13}){4,41}	104	1	1	(1, 105, 79, 105)	(1, 105, 79, 105)	(1, 105, 79, 105)	AGREE
((?:ab){5,13}){4,41}	111	1	1	(1, 105, 79, 105)	(1, 105, 79, 105)	(1, 105, 79, 105)	AGREE
(a{1,1}){3,10}	-	-	-	-	-	-	prune-fail: prune_proto: no span-loop scan sites found
([ab]{1,7}){5,13}	0	0	0	()	()	()	AGREE
([ab]{1,7}){5,13}	3	0	0	()	()	()	AGREE
([ab]{1,7}){5,13}	4	0	0	()	()	()	AGREE
([ab]{1,7}){5,13}	5	27	1	(0, 5, 4, 5)	(0, 5, 4, 5)	(0, 5, 4, 5)	AGREE
([ab]{1,7}){5,13}	6	27	1	(0, 6, 5, 6)	(0, 6, 5, 6)	(0, 6, 5, 6)	AGREE
([ab]{1,7}){5,13}	7	27	1	(0, 7, 6, 7)	(0, 7, 6, 7)	(0, 7, 6, 7)	AGREE
([ab]{1,7}){5,13}	20	5	1	(0, 20, 19, 20)	(0, 20, 19, 20)	(0, 20, 19, 20)	AGREE
([ab]{1,7}){5,13}	35	1	1	(0, 35, 28, 35)	(0, 35, 28, 35)	(0, 35, 28, 35)	AGREE
([ab]{1,7}){5,13}	42	1	1	(0, 42, 35, 42)	(0, 42, 35, 42)	(0, 42, 35, 42)	AGREE
((?:ab){2,3}){11,34}	0	0	0	()	()	()	AGREE
((?:ab){2,3}){11,34}	42	0	0	()	()	()	AGREE
((?:ab){2,3}){11,34}	43	0	0	()	()	()	AGREE
((?:ab){2,3}){11,34}	44	804	1	(1, 45, 41, 45)	(1, 45, 41, 45)	(1, 45, 41, 45)	AGREE
((?:ab){2,3}){11,34}	45	804	1	(1, 45, 41, 45)	(1, 45, 41, 45)	(1, 45, 41, 45)	AGREE
((?:ab){2,3}){11,34}	46	454	1	(1, 47, 43, 47)	(1, 47, 43, 47)	(1, 47, 43, 47)	AGREE
((?:ab){2,3}){11,34}	47	454	1	(1, 47, 43, 47)	(1, 47, 43, 47)	(1, 47, 43, 47)	AGREE
((?:ab){2,3}){11,34}	55	42	1	(1, 55, 51, 55)	(1, 55, 51, 55)	(1, 55, 51, 55)	AGREE
((?:ab){2,3}){11,34}	66	1	1	(1, 67, 61, 67)	(1, 67, 61, 67)	(1, 67, 61, 67)	AGREE
((?:ab){2,3}){11,34}	73	1	1	(1, 73, 67, 73)	(1, 73, 67, 73)	(1, 73, 67, 73)	AGREE
(a{7,15}){7,47}	0	0	0	()	()	()	AGREE
(a{7,15}){7,47}	47	0	0	()	()	()	AGREE
(a{7,15}){7,47}	48	0	0	()	()	()	AGREE
(a{7,15}){7,47}	49	18478	1	(0, 49, 42, 49)	(0, 49, 42, 49)	(0, 49, 42, 49)	AGREE
(a{7,15}){7,47}	50	17722	1	(0, 50, 43, 50)	(0, 50, 43, 50)	(0, 50, 43, 50)	AGREE
(a{7,15}){7,47}	51	16788	1	(0, 51, 44, 51)	(0, 51, 44, 51)	(0, 51, 44, 51)	AGREE
(a{7,15}){7,47}	74	197	1	(0, 74, 67, 74)	(0, 74, 67, 74)	(0, 74, 67, 74)	AGREE
(a{7,15}){7,47}	100	1	1	(0, 100, 90, 100)	(0, 100, 90, 100)	(0, 100, 90, 100)	AGREE
(a{7,15}){7,47}	107	1	1	(0, 105, 90, 105)	(0, 105, 90, 105)	(0, 105, 90, 105)	AGREE
(a{2,9}){1,24}	-	-	-	-	-	-	prune-fail: prune_proto: 24 scan sites, 0 clamps inserted (slot base 4)
([ab]{11,11}){5,41}	-	-	-	-	-	-	declined: prune_proto: DECLINED -- 1 scan sites, expected 41 replicas; this is not the two-level replicated shape the prototype patches
([ab]{1,5}){8,45}	0	0	0	()	()	()	AGREE
([ab]{1,5}){8,45}	6	0	0	()	()	()	AGREE
([ab]{1,5}){8,45}	7	0	0	()	()	()	AGREE
([ab]{1,5}){8,45}	8	236	1	(0, 8, 7, 8)	(0, 8, 7, 8)	(0, 8, 7, 8)	AGREE
([ab]{1,5}){8,45}	9	228	1	(0, 9, 8, 9)	(0, 9, 8, 9)	(0, 9, 8, 9)	AGREE
([ab]{1,5}){8,45}	10	212	1	(0, 10, 9, 10)	(0, 10, 9, 10)	(0, 10, 9, 10)	AGREE
([ab]{1,5}){8,45}	24	12	1	(0, 24, 23, 24)	(0, 24, 23, 24)	(0, 24, 23, 24)	AGREE
([ab]{1,5}){8,45}	40	1	1	(0, 40, 35, 40)	(0, 40, 35, 40)	(0, 40, 35, 40)	AGREE
([ab]{1,5}){8,45}	47	1	1	(0, 47, 45, 47)	(0, 47, 45, 47)	(0, 47, 45, 47)	AGREE
(a{12,16}){5,36}	0	0	0	()	()	()	AGREE
(a{12,16}){5,36}	58	0	0	()	()	()	AGREE
(a{12,16}){5,36}	59	0	0	()	()	()	AGREE
(a{12,16}){5,36}	60	742	1	(0, 60, 48, 60)	(0, 60, 48, 60)	(0, 60, 48, 60)	AGREE
(a{12,16}){5,36}	61	606	1	(0, 61, 49, 61)	(0, 61, 49, 61)	(0, 61, 49, 61)	AGREE
(a{12,16}){5,36}	62	460	1	(0, 62, 50, 62)	(0, 62, 50, 62)	(0, 62, 50, 62)	AGREE
(a{12,16}){5,36}	70	17	1	(0, 70, 58, 70)	(0, 70, 58, 70)	(0, 70, 58, 70)	AGREE
(a{12,16}){5,36}	80	1	1	(0, 80, 64, 80)	(0, 80, 64, 80)	(0, 80, 64, 80)	AGREE
(a{12,16}){5,36}	87	1	1	(0, 80, 64, 80)	(0, 80, 64, 80)	(0, 80, 64, 80)	AGREE
((?:[ab][cd]){2,8}){7,19}	0	0	0	()	()	()	AGREE
((?:[ab][cd]){2,8}){7,19}	26	0	0	()	()	()	AGREE
((?:[ab][cd]){2,8}){7,19}	27	0	0	()	()	()	AGREE
((?:[ab][cd]){2,8}){7,19}	28	565	1	(0, 28, 24, 28)	(0, 28, 24, 28)	(0, 28, 24, 28)	AGREE
((?:[ab][cd]){2,8}){7,19}	29	565	1	(0, 28, 24, 28)	(0, 28, 24, 28)	(0, 28, 24, 28)	AGREE
((?:[ab][cd]){2,8}){7,19}	30	552	1	(0, 30, 26, 30)	(0, 30, 26, 30)	(0, 30, 26, 30)	AGREE
((?:[ab][cd]){2,8}){7,19}	31	552	1	(0, 30, 26, 30)	(0, 30, 26, 30)	(0, 30, 26, 30)	AGREE
((?:[ab][cd]){2,8}){7,19}	70	26	1	(0, 70, 66, 70)	(0, 70, 66, 70)	(0, 70, 66, 70)	AGREE
((?:[ab][cd]){2,8}){7,19}	112	1	1	(0, 112, 96, 112)	(0, 112, 96, 112)	(0, 112, 96, 112)	AGREE
((?:[ab][cd]){2,8}){7,19}	119	1	1	(0, 118, 112, 118)	(0, 118, 112, 118)	(0, 118, 112, 118)	AGREE
([ab]{6,6}){7,14}	-	-	-	-	-	-	declined: prune_proto: DECLINED -- 1 scan sites, expected 14 replicas; this is not the two-level replicated shape the prototype patches
((?:ab){2,6}){4,17}	0	0	0	()	()	()	AGREE
((?:ab){2,6}){4,17}	14	0	0	()	()	()	AGREE
((?:ab){2,6}){4,17}	15	0	0	()	()	()	AGREE
((?:ab){2,6}){4,17}	16	28	1	(0, 16, 12, 16)	(0, 16, 12, 16)	(0, 16, 12, 16)	AGREE
((?:ab){2,6}){4,17}	17	28	1	(0, 16, 12, 16)	(0, 16, 12, 16)	(0, 16, 12, 16)	AGREE
((?:ab){2,6}){4,17}	18	26	1	(0, 18, 14, 18)	(0, 18, 14, 18)	(0, 18, 14, 18)	AGREE
((?:ab){2,6}){4,17}	19	26	1	(0, 18, 14, 18)	(0, 18, 14, 18)	(0, 18, 14, 18)	AGREE
((?:ab){2,6}){4,17}	32	3	1	(0, 32, 28, 32)	(0, 32, 28, 32)	(0, 32, 28, 32)	AGREE
((?:ab){2,6}){4,17}	48	1	1	(0, 48, 36, 48)	(0, 48, 36, 48)	(0, 48, 36, 48)	AGREE
((?:ab){2,6}){4,17}	55	1	1	(0, 54, 48, 54)	(0, 54, 48, 54)	(0, 54, 48, 54)	AGREE
((?:abc){1,3}){7,19}	0	0	0	()	()	()	AGREE
((?:abc){1,3}){7,19}	19	0	0	()	()	()	AGREE
((?:abc){1,3}){7,19}	20	0	0	()	()	()	AGREE
((?:abc){1,3}){7,19}	21	89	1	(0, 21, 18, 21)	(0, 21, 18, 21)	(0, 21, 18, 21)	AGREE
((?:abc){1,3}){7,19}	22	89	1	(0, 21, 18, 21)	(0, 21, 18, 21)	(0, 21, 18, 21)	AGREE
((?:abc){1,3}){7,19}	23	89	1	(0, 21, 18, 21)	(0, 21, 18, 21)	(0, 21, 18, 21)	AGREE
((?:abc){1,3}){7,19}	24	74	1	(0, 24, 21, 24)	(0, 24, 21, 24)	(0, 24, 21, 24)	AGREE
((?:abc){1,3}){7,19}	25	74	1	(0, 24, 21, 24)	(0, 24, 21, 24)	(0, 24, 21, 24)	AGREE
((?:abc){1,3}){7,19}	26	74	1	(0, 24, 21, 24)	(0, 24, 21, 24)	(0, 24, 21, 24)	AGREE
((?:abc){1,3}){7,19}	42	9	1	(0, 42, 39, 42)	(0, 42, 39, 42)	(0, 42, 39, 42)	AGREE
((?:abc){1,3}){7,19}	63	1	1	(0, 63, 54, 63)	(0, 63, 54, 63)	(0, 63, 54, 63)	AGREE
((?:abc){1,3}){7,19}	70	1	1	(0, 69, 63, 69)	(0, 69, 63, 69)	(0, 69, 63, 69)	AGREE
(a{12,20}){4,8}	0	0	0	()	()	()	AGREE
(a{12,20}){4,8}	46	0	0	()	()	()	AGREE
(a{12,20}){4,8}	47	0	0	()	()	()	AGREE
(a{12,20}){4,8}	48	483	1	(0, 48, 36, 48)	(0, 48, 36, 48)	(0, 48, 36, 48)	AGREE
(a{12,20}){4,8}	49	458	1	(0, 49, 37, 49)	(0, 49, 37, 49)	(0, 49, 37, 49)	AGREE
(a{12,20}){4,8}	50	427	1	(0, 50, 38, 50)	(0, 50, 38, 50)	(0, 50, 38, 50)	AGREE
(a{12,20}){4,8}	64	9	1	(0, 64, 52, 64)	(0, 64, 52, 64)	(0, 64, 52, 64)	AGREE
(a{12,20}){4,8}	80	1	1	(0, 80, 60, 80)	(0, 80, 60, 80)	(0, 80, 60, 80)	AGREE
(a{12,20}){4,8}	87	1	1	(0, 80, 60, 80)	(0, 80, 60, 80)	(0, 80, 60, 80)	AGREE
(a{0,2}){6,8}	-	-	-	-	-	-	prune-fail: prune_proto: 8 scan sites, 0 clamps inserted (slot base 4)
((?:[ab][cd]){10,11}){4,21}	0	0	0	()	()	()	AGREE
((?:[ab][cd]){10,11}){4,21}	78	0	0	()	()	()	AGREE
((?:[ab][cd]){10,11}){4,21}	79	0	0	()	()	()	AGREE
((?:[ab][cd]){10,11}){4,21}	80	12	1	(0, 80, 60, 80)	(0, 80, 60, 80)	(0, 80, 60, 80)	AGREE
((?:[ab][cd]){10,11}){4,21}	81	12	1	(0, 80, 60, 80)	(0, 80, 60, 80)	(0, 80, 60, 80)	AGREE
((?:[ab][cd]){10,11}){4,21}	82	5	1	(0, 82, 62, 82)	(0, 82, 62, 82)	(0, 82, 62, 82)	AGREE
((?:[ab][cd]){10,11}){4,21}	83	5	1	(0, 82, 62, 82)	(0, 82, 62, 82)	(0, 82, 62, 82)	AGREE
((?:[ab][cd]){10,11}){4,21}	84	2	1	(0, 84, 64, 84)	(0, 84, 64, 84)	(0, 84, 64, 84)	AGREE
((?:[ab][cd]){10,11}){4,21}	88	1	1	(0, 88, 66, 88)	(0, 88, 66, 88)	(0, 88, 66, 88)	AGREE
((?:[ab][cd]){10,11}){4,21}	95	1	1	(0, 88, 66, 88)	(0, 88, 66, 88)	(0, 88, 66, 88)	AGREE
([ab]{0,1}){1,13}	-	-	-	-	-	-	prune-fail: prune_proto: 13 scan sites, 0 clamps inserted (slot base 4)
(a{1,4}){3,8}	0	0	0	()	()	()	AGREE
(a{1,4}){3,8}	1	0	0	()	()	()	AGREE
(a{1,4}){3,8}	2	0	0	()	()	()	AGREE
(a{1,4}){3,8}	3	5	1	(0, 3, 2, 3)	(0, 3, 2, 3)	(0, 3, 2, 3)	AGREE
(a{1,4}){3,8}	4	5	1	(0, 4, 3, 4)	(0, 4, 3, 4)	(0, 4, 3, 4)	AGREE
(a{1,4}){3,8}	5	4	1	(0, 5, 4, 5)	(0, 5, 4, 5)	(0, 5, 4, 5)	AGREE
(a{1,4}){3,8}	7	2	1	(0, 7, 6, 7)	(0, 7, 6, 7)	(0, 7, 6, 7)	AGREE
(a{1,4}){3,8}	12	1	1	(0, 12, 8, 12)	(0, 12, 8, 12)	(0, 12, 8, 12)	AGREE
(a{1,4}){3,8}	19	1	1	(0, 19, 16, 19)	(0, 19, 16, 19)	(0, 19, 16, 19)	AGREE
(a{0,8}){11,21}	-	-	-	-	-	-	prune-fail: prune_proto: 21 scan sites, 0 clamps inserted (slot base 4)
(a{5,13}){10,40}	0	0	0	()	()	()	AGREE
(a{5,13}){10,40}	48	0	0	()	()	()	AGREE
(a{5,13}){10,40}	49	0	0	()	()	()	AGREE
(a{5,13}){10,40}	50	416662	1	(0, 50, 45, 50)	(0, 50, 45, 50)	(0, 50, 45, 50)	AGREE
(a{5,13}){10,40}	51	404181	1	(0, 51, 46, 51)	(0, 51, 46, 51)	(0, 51, 46, 51)	AGREE
(a{5,13}){10,40}	52	387840	1	(0, 52, 47, 52)	(0, 52, 47, 52)	(0, 52, 47, 52)	AGREE
(a{5,13}){10,40}	75	7049	1	(0, 75, 70, 75)	(0, 75, 70, 75)	(0, 75, 70, 75)	AGREE
(a{5,13}){10,40}	100	114	1	(0, 100, 95, 100)	(0, 100, 95, 100)	(0, 100, 95, 100)	AGREE
(a{5,13}){10,40}	107	28	1	(0, 107, 102, 107)	(0, 107, 102, 107)	(0, 107, 102, 107)	AGREE
(a{9,15}){4,24}	0	0	0	()	()	()	AGREE
(a{9,15}){4,24}	34	0	0	()	()	()	AGREE
(a{9,15}){4,24}	35	0	0	()	()	()	AGREE
(a{9,15}){4,24}	36	244	1	(0, 36, 27, 36)	(0, 36, 27, 36)	(0, 36, 27, 36)	AGREE
(a{9,15}){4,24}	37	226	1	(0, 37, 28, 37)	(0, 37, 28, 37)	(0, 37, 28, 37)	AGREE
(a{9,15}){4,24}	38	203	1	(0, 38, 29, 38)	(0, 38, 29, 38)	(0, 38, 29, 38)	AGREE
(a{9,15}){4,24}	48	7	1	(0, 48, 39, 48)	(0, 48, 39, 48)	(0, 48, 39, 48)	AGREE
(a{9,15}){4,24}	60	1	1	(0, 60, 45, 60)	(0, 60, 45, 60)	(0, 60, 45, 60)	AGREE
(a{9,15}){4,24}	67	1	1	(0, 60, 45, 60)	(0, 60, 45, 60)	(0, 60, 45, 60)	AGREE
(a{5,13}){9,41}	0	0	0	()	()	()	AGREE
(a{5,13}){9,41}	43	0	0	()	()	()	AGREE
(a{5,13}){9,41}	44	0	0	()	()	()	AGREE
(a{5,13}){9,41}	45	108062	1	(0, 45, 40, 45)	(0, 45, 40, 45)	(0, 45, 40, 45)	AGREE
(a{5,13}){9,41}	46	104826	1	(0, 46, 41, 46)	(0, 46, 41, 46)	(0, 46, 41, 46)	AGREE
(a{5,13}){9,41}	47	100591	1	(0, 47, 42, 47)	(0, 47, 42, 47)	(0, 47, 42, 47)	AGREE
(a{5,13}){9,41}	72	1654	1	(0, 72, 67, 72)	(0, 72, 67, 72)	(0, 72, 67, 72)	AGREE
(a{5,13}){9,41}	100	12	1	(0, 100, 95, 100)	(0, 100, 95, 100)	(0, 100, 95, 100)	AGREE
(a{5,13}){9,41}	107	3	1	(0, 107, 102, 107)	(0, 107, 102, 107)	(0, 107, 102, 107)	AGREE
([ab]{7,12}){2,15}	0	0	0	()	()	()	AGREE
([ab]{7,12}){2,15}	12	0	0	()	()	()	AGREE
([ab]{7,12}){2,15}	13	0	0	()	()	()	AGREE
([ab]{7,12}){2,15}	14	6	1	(0, 14, 7, 14)	(0, 14, 7, 14)	(0, 14, 7, 14)	AGREE
([ab]{7,12}){2,15}	15	5	1	(0, 15, 8, 15)	(0, 15, 8, 15)	(0, 15, 8, 15)	AGREE
([ab]{7,12}){2,15}	16	4	1	(0, 16, 9, 16)	(0, 16, 9, 16)	(0, 16, 9, 16)	AGREE
([ab]{7,12}){2,15}	19	1	1	(0, 19, 12, 19)	(0, 19, 12, 19)	(0, 19, 12, 19)	AGREE
([ab]{7,12}){2,15}	24	1	1	(0, 24, 12, 24)	(0, 24, 12, 24)	(0, 24, 12, 24)	AGREE
([ab]{7,12}){2,15}	31	1	1	(0, 31, 24, 31)	(0, 31, 24, 31)	(0, 31, 24, 31)	AGREE
((?:ab){4,7}){7,22}	0	0	0	()	()	()	AGREE
((?:ab){4,7}){7,22}	54	0	0	()	()	()	AGREE
((?:ab){4,7}){7,22}	55	0	0	()	()	()	AGREE
((?:ab){4,7}){7,22}	56	1206	1	(0, 56, 48, 56)	(0, 56, 48, 56)	(0, 56, 48, 56)	AGREE
((?:ab){4,7}){7,22}	57	1206	1	(0, 56, 48, 56)	(0, 56, 48, 56)	(0, 56, 48, 56)	AGREE
((?:ab){4,7}){7,22}	58	1009	1	(0, 58, 50, 58)	(0, 58, 50, 58)	(0, 58, 50, 58)	AGREE
