pattern	n	base_steps	prune_steps	base_caps	prune_caps	oracle_caps	verdict
([ab]{9,14}){4,34}	63	1	1	(0, 56, 42, 56)	(0, 56, 42, 56)	(0, 56, 42, 56)	AGREE
((?:ab){5,7}){4,27}	0	0	0	()	()	()	AGREE
((?:ab){5,7}){4,27}	38	0	0	()	()	()	AGREE
((?:ab){5,7}){4,27}	39	0	0	()	()	()	AGREE
((?:ab){5,7}){4,27}	40	36	1	(0, 40, 30, 40)	(0, 40, 30, 40)	(0, 40, 30, 40)	AGREE
((?:ab){5,7}){4,27}	41	36	1	(0, 40, 30, 40)	(0, 40, 30, 40)	(0, 40, 30, 40)	AGREE
((?:ab){5,7}){4,27}	42	24	1	(0, 42, 32, 42)	(0, 42, 32, 42)	(0, 42, 32, 42)	AGREE
((?:ab){5,7}){4,27}	43	24	1	(0, 42, 32, 42)	(0, 42, 32, 42)	(0, 42, 32, 42)	AGREE
((?:ab){5,7}){4,27}	48	3	1	(0, 48, 38, 48)	(0, 48, 38, 48)	(0, 48, 38, 48)	AGREE
((?:ab){5,7}){4,27}	56	1	1	(0, 56, 42, 56)	(0, 56, 42, 56)	(0, 56, 42, 56)	AGREE
((?:ab){5,7}){4,27}	63	1	1	(0, 56, 42, 56)	(0, 56, 42, 56)	(0, 56, 42, 56)	AGREE
([ab]{4,10}){1,29}	-	-	-	-	-	-	prune-fail: prune_proto: 29 scan sites, 0 clamps inserted (slot base 4)
([ab]{2,2}){11,18}	-	-	-	-	-	-	declined: prune_proto: DECLINED -- 1 scan sites, expected 18 replicas; this is not the two-level replicated shape the prototype patches
(a{5,8}){10,13}	0	0	0	()	()	()	AGREE
(a{5,8}){10,13}	48	0	0	()	()	()	AGREE
(a{5,8}){10,13}	49	0	0	()	()	()	AGREE
(a{5,8}){10,13}	50	44006	1	(0, 50, 45, 50)	(0, 50, 45, 50)	(0, 50, 45, 50)	AGREE
(a{5,8}){10,13}	51	36328	1	(0, 51, 46, 51)	(0, 51, 46, 51)	(0, 51, 46, 51)	AGREE
(a{5,8}){10,13}	52	26760	1	(0, 52, 47, 52)	(0, 52, 47, 52)	(0, 52, 47, 52)	AGREE
(a{5,8}){10,13}	65	187	1	(0, 65, 60, 65)	(0, 65, 60, 65)	(0, 65, 60, 65)	AGREE
(a{5,8}){10,13}	80	1	1	(0, 80, 72, 80)	(0, 80, 72, 80)	(0, 80, 72, 80)	AGREE
(a{5,8}){10,13}	87	1	1	(0, 87, 80, 87)	(0, 87, 80, 87)	(0, 87, 80, 87)	AGREE
(a{8,13}){2,26}	0	0	0	()	()	()	AGREE
(a{8,13}){2,26}	14	0	0	()	()	()	AGREE
(a{8,13}){2,26}	15	0	0	()	()	()	AGREE
(a{8,13}){2,26}	16	6	1	(0, 16, 8, 16)	(0, 16, 8, 16)	(0, 16, 8, 16)	AGREE
(a{8,13}){2,26}	17	5	1	(0, 17, 9, 17)	(0, 17, 9, 17)	(0, 17, 9, 17)	AGREE
(a{8,13}){2,26}	18	4	1	(0, 18, 10, 18)	(0, 18, 10, 18)	(0, 18, 10, 18)	AGREE
(a{8,13}){2,26}	21	1	1	(0, 21, 13, 21)	(0, 21, 13, 21)	(0, 21, 13, 21)	AGREE
(a{8,13}){2,26}	26	1	1	(0, 26, 13, 26)	(0, 26, 13, 26)	(0, 26, 13, 26)	AGREE
(a{8,13}){2,26}	33	1	1	(0, 26, 13, 26)	(0, 26, 13, 26)	(0, 26, 13, 26)	AGREE
((?:[ab][cd]){3,6}){3,17}	0	0	0	()	()	()	AGREE
((?:[ab][cd]){3,6}){3,17}	16	0	0	()	()	()	AGREE
((?:[ab][cd]){3,6}){3,17}	17	0	0	()	()	()	AGREE
((?:[ab][cd]){3,6}){3,17}	18	13	1	(0, 18, 12, 18)	(0, 18, 12, 18)	(0, 18, 12, 18)	AGREE
((?:[ab][cd]){3,6}){3,17}	19	13	1	(0, 18, 12, 18)	(0, 18, 12, 18)	(0, 18, 12, 18)	AGREE
((?:[ab][cd]){3,6}){3,17}	20	11	1	(0, 20, 14, 20)	(0, 20, 14, 20)	(0, 20, 14, 20)	AGREE
((?:[ab][cd]){3,6}){3,17}	21	11	1	(0, 20, 14, 20)	(0, 20, 14, 20)	(0, 20, 14, 20)	AGREE
((?:[ab][cd]){3,6}){3,17}	27	3	1	(0, 26, 20, 26)	(0, 26, 20, 26)	(0, 26, 20, 26)	AGREE
((?:[ab][cd]){3,6}){3,17}	36	1	1	(0, 36, 24, 36)	(0, 36, 24, 36)	(0, 36, 24, 36)	AGREE
((?:[ab][cd]){3,6}){3,17}	43	1	1	(0, 42, 36, 42)	(0, 42, 36, 42)	(0, 42, 36, 42)	AGREE
((?:[ab][cd]){1,5}){9,25}	0	0	0	()	()	()	AGREE
((?:[ab][cd]){1,5}){9,25}	16	0	0	()	()	()	AGREE
((?:[ab][cd]){1,5}){9,25}	17	0	0	()	()	()	AGREE
((?:[ab][cd]){1,5}){9,25}	18	471	1	(1, 19, 17, 19)	(1, 19, 17, 19)	(1, 19, 17, 19)	AGREE
((?:[ab][cd]){1,5}){9,25}	19	471	1	(1, 19, 17, 19)	(1, 19, 17, 19)	(1, 19, 17, 19)	AGREE
((?:[ab][cd]){1,5}){9,25}	20	455	1	(1, 21, 19, 21)	(1, 21, 19, 21)	(1, 21, 19, 21)	AGREE
((?:[ab][cd]){1,5}){9,25}	21	455	1	(1, 21, 19, 21)	(1, 21, 19, 21)	(1, 21, 19, 21)	AGREE
((?:[ab][cd]){1,5}){9,25}	54	24	1	(1, 55, 53, 55)	(1, 55, 53, 55)	(1, 55, 53, 55)	AGREE
((?:[ab][cd]){1,5}){9,25}	90	1	1	(1, 91, 81, 91)	(1, 91, 81, 91)	(1, 91, 81, 91)	AGREE
((?:[ab][cd]){1,5}){9,25}	97	1	1	(1, 97, 91, 97)	(1, 97, 91, 97)	(1, 97, 91, 97)	AGREE
((?:[ab][cd]){12,12}){2,2}	-	-	-	-	-	-	declined: prune_proto: DECLINED -- 1 scan sites, expected 2 replicas; this is not the two-level replicated shape the prototype patches
((?:ab){7,12}){6,44}	0	0	0	()	()	()	AGREE
((?:ab){7,12}){6,44}	82	0	0	()	()	()	AGREE
((?:ab){7,12}){6,44}	83	0	0	()	()	()	AGREE
((?:ab){7,12}){6,44}	84	2186	1	(0, 84, 70, 84)	(0, 84, 70, 84)	(0, 84, 70, 84)	AGREE
((?:ab){7,12}){6,44}	85	2186	1	(0, 84, 70, 84)	(0, 84, 70, 84)	(0, 84, 70, 84)	AGREE
((?:ab){7,12}){6,44}	86	1968	1	(0, 86, 72, 86)	(0, 86, 72, 86)	(0, 86, 72, 86)	AGREE
((?:ab){7,12}){6,44}	87	1968	1	(0, 86, 72, 86)	(0, 86, 72, 86)	(0, 86, 72, 86)	AGREE
((?:ab){7,12}){6,44}	114	35	1	(0, 114, 100, 114)	(0, 114, 100, 114)	(0, 114, 100, 114)	AGREE
((?:ab){7,12}){6,44}	144	1	1	(0, 144, 120, 144)	(0, 144, 120, 144)	(0, 144, 120, 144)	AGREE
((?:ab){7,12}){6,44}	151	1	1	(0, 144, 120, 144)	(0, 144, 120, 144)	(0, 144, 120, 144)	AGREE
((?:ab){0,3}){9,34}	-	-	-	-	-	-	prune-fail: prune_proto: 34 scan sites, 0 clamps inserted (slot base 4)
(a{0,6}){7,9}	-	-	-	-	-	-	prune-fail: prune_proto: 9 scan sites, 0 clamps inserted (slot base 4)
# agree=904 differ=0
