# oracle_name=libpcre2 oracle_version=10.46 utf=0 caseless=0 match_limit=10000000 depth_limit=10000000 heap_limit=20000000 store_format_version=1 rows=387 captured_at=2026-09-10T23:46:23Z captured_by=duxevents@100.69.121.107 command=python3 tests/oracle/build_uprops_store.py remote --chunk 60
# question_hash	question	intervals
03581f8b367bdd84	sc=Carian	utf8	102A0-102D0
0471e0eefcfacf71	Dives_Akuru	utf8	11900-11906 11909-11909 1190C-11913 11915-11916 11918-11935 11937-11938 1193B-11946 11950-11959
0475e64cf46c4243	sc=Caucasian_Albanian	utf8	10530-10563 1056F-1056F
053c84789da514e5	sc=Duployan	utf8	1BC00-1BC6A 1BC70-1BC7C 1BC80-1BC88 1BC90-1BC99 1BC9C-1BC9F
053df59059292259	sc=Cherokee	utf8	13A0-13F5 13F8-13FD AB70-ABBF
069d4f2d91bd1c0b	sc=Kaithi	utf8	11080-110C2 110CD-110CD
07d85ef93ee88d24	sc=Tai_Le	utf8	1950-196D 1970-1974
07e650c36e3baa79	sc=Old_South_Arabian	utf8	10A60-10A7F
07f8493a75c50c43	Kaithi	utf8	966-96F 2E31-2E31 A830-A839 11080-110C2 110CD-110CD
0834081aa182763e	sc=Osmanya	utf8	10480-1049D 104A0-104A9
089c9584cdf49958	Saurashtra	utf8	A880-A8C5 A8CE-A8D9
09102803b2d74c5c	Lepcha	utf8	1C00-1C37 1C3B-1C49 1C4D-1C4F
0a906066b9666d44	Pc	utf8	5F-5F 203F-2040 2054-2054 FE33-FE34 FE4D-FE4F FF3F-FF3F
0ab2b2ef4ca0903e	Linear_A	utf8	10107-10133 10600-10736 10740-10755 10760-10767
0bcfcd99431b8098	Inscriptional_Parthian	utf8	10B40-10B55 10B58-10B5F
0bd28077ea4cbecb	Sogdian	utf8	640-640 10F30-10F59
0cc18a20ae4c068e	sc=Sundanese	utf8	1B80-1BBF 1CC0-1CC7
0cebe34ac351d396	sc=Meroitic_Hieroglyphs	utf8	10980-1099F
0d1b2075c17c7fa3	Sora_Sompeng	utf8	110D0-110E8 110F0-110F9
0d8c2702db61c2bc	sc=Old_Persian	utf8	103A0-103C3 103C8-103D5
0f930360335798ce	sc=Cham	utf8	AA00-AA36 AA40-AA4D AA50-AA59 AA5C-AA5F
0fd211fcad0ed05f	Lao	utf8	E81-E82 E84-E84 E86-E8A E8C-EA3 EA5-EA5 EA7-EBD EC0-EC4 EC6-EC6 EC8-ECE ED0-ED9 EDC-EDF
10102e536a60ca33	Lisu	utf8	2BC-2BC 2CD-2CD 300A-300B A4D0-A4FF 11FB0-11FB0
10c6576a1aec3a68	N	utf8	30-39 B2-B3 B9-B9 BC-BE 660-669 6F0-6F9 7C0-7C9 966-96F 9E6-9EF 9F4-9F9 A66-A6F AE6-AEF B66-B6F B72-B77 BE6-BF2 C66-C6F C78-C7E CE6-CEF D58-D5E D66-D78 DE6-DEF E50-E59 ED0-ED9 F20-F33 1040-1049 1090-1099 1369-137C 16EE-16F0 17E0-17E9 17F0-17F9 1810-1819 1946-194F 19D0-19DA 1A80-1A89 1A90-1A99 1B50-1B59 1BB0-1BB9 1C40-1C49 1C50-1C59 2070-2070 2074-2079 2080-2089 2150-2182 2185-2189 2460-249B 24EA-24FF 2776-2793 2CFD-2CFD 3007-3007 3021-3029 3038-303A 3192-3195 3220-3229 3248-324F 3251-325F 3280-3289 32B1-32BF A620-A629 A6E6-A6EF A830-A835 A8D0-A8D9 A900-A909 A9D0-A9D9 A9F0-A9F9 AA50-AA59 ABF0-ABF9 FF10-FF19 10107-10133 10140-10178 1018A-1018B 102E1-102FB 10320-10323 10341-10341 1034A-1034A 103D1-103D5 104A0-104A9 10858-1085F 10879-1087F 108A7-108AF 108FB-108FF 10916-1091B 109BC-109BD 109C0-109CF 109D2-109FF 10A40-10A48 10A7D-10A7E 10A9D-10A9F 10AEB-10AEF 10B58-10B5F 10B78-10B7F 10BA9-10BAF 10CFA-10CFF 10D30-10D39 10D40-10D49 10E60-10E7E 10F1D-10F26 10F51-10F54 10FC5-10FCB 11052-1106F 110F0-110F9 11136-1113F 111D0-111D9 111E1-111F4 112F0-112F9 11450-11459 114D0-114D9 11650-11659 116C0-116C9 116D0-116E3 11730-1173B 118E0-118F2 11950-11959 11BF0-11BF9 11C50-11C6C 11D50-11D59 11DA0-11DA9 11F50-11F59 11FC0-11FD4 12400-1246E 16130-16139 16A60-16A69 16AC0-16AC9 16B50-16B59 16B5B-16B61 16D70-16D79 16E80-16E96 1CCF0-1CCF9 1D2C0-1D2D3 1D2E0-1D2F3 1D360-1D378 1D7CE-1D7FF 1E140-1E149 1E2F0-1E2F9 1E4F0-1E4F9 1E5F1-1E5FA 1E8C7-1E8CF 1E950-1E959 1EC71-1ECAB 1ECAD-1ECAF 1ECB1-1ECB4 1ED01-1ED2D 1ED2F-1ED3D 1F100-1F10C 1FBF0-1FBF9
11e4a632d00eb198	Elymaic	utf8	10FE0-10FF6
120142e45acdbba6	Ol_Chiki	utf8	1C50-1C7F
12375cd28a9ddc19	sc=Kirat_Rai	utf8	16D40-16D79
12637952d32953ba	Javanese	utf8	A980-A9CD A9CF-A9D9 A9DE-A9DF
12745d79abe95afc	Yi	utf8	3001-3002 3008-3011 3014-301B 30FB-30FB A000-A48C A490-A4C6 FF61-FF65
12c49b557eac6d3b	Lo	utf8	AA-AA BA-BA 1BB-1BB 1C0-1C3 294-294 5D0-5EA 5EF-5F2 620-63F 641-64A 66E-66F 671-6D3 6D5-6D5 6EE-6EF 6FA-6FC 6FF-6FF 710-710 712-72F 74D-7A5 7B1-7B1 7CA-7EA 800-815 840-858 860-86A 870-887 889-88E 8A0-8C8 904-939 93D-93D 950-950 958-961 972-980 985-98C 98F-990 993-9A8 9AA-9B0 9B2-9B2 9B6-9B9 9BD-9BD 9CE-9CE 9DC-9DD 9DF-9E1 9F0-9F1 9FC-9FC A05-A0A A0F-A10 A13-A28 A2A-A30 A32-A33 A35-A36 A38-A39 A59-A5C A5E-A5E A72-A74 A85-A8D A8F-A91 A93-AA8 AAA-AB0 AB2-AB3 AB5-AB9 ABD-ABD AD0-AD0 AE0-AE1 AF9-AF9 B05-B0C B0F-B10 B13-B28 B2A-B30 B32-B33 B35-B39 B3D-B3D B5C-B5D B5F-B61 B71-B71 B83-B83 B85-B8A B8E-B90 B92-B95 B99-B9A B9C-B9C B9E-B9F BA3-BA4 BA8-BAA BAE-BB9 BD0-BD0 C05-C0C C0E-C10 C12-C28 C2A-C39 C3D-C3D C58-C5A C5D-C5D C60-C61 C80-C80 C85-C8C C8E-C90 C92-CA8 CAA-CB3 CB5-CB9 CBD-CBD CDD-CDE CE0-CE1 CF1-CF2 D04-D0C D0E-D10 D12-D3A D3D-D3D D4E-D4E D54-D56 D5F-D61 D7A-D7F D85-D96 D9A-DB1 DB3-DBB DBD-DBD DC0-DC6 E01-E30 E32-E33 E40-E45 E81-E82 E84-E84 E86-E8A E8C-EA3 EA5-EA5 EA7-EB0 EB2-EB3 EBD-EBD EC0-EC4 EDC-EDF F00-F00 F40-F47 F49-F6C F88-F8C 1000-102A 103F-103F 1050-1055 105A-105D 1061-1061 1065-1066 106E-1070 1075-1081 108E-108E 1100-1248 124A-124D 1250-1256 1258-1258 125A-125D 1260-1288 128A-128D 1290-12B0 12B2-12B5 12B8-12BE 12C0-12C0 12C2-12C5 12C8-12D6 12D8-1310 1312-1315 1318-135A 1380-138F 1401-166C 166F-167F 1681-169A 16A0-16EA 16F1-16F8 1700-1711 171F-1731 1740-1751 1760-176C 176E-1770 1780-17B3 17DC-17DC 1820-1842 1844-1878 1880-1884 1887-18A8 18AA-18AA 18B0-18F5 1900-191E 1950-196D 1970-1974 1980-19AB 19B0-19C9 1A00-1A16 1A20-1A54 1B05-1B33 1B45-1B4C 1B83-1BA0 1BAE-1BAF 1BBA-1BE5 1C00-1C23 1C4D-1C4F 1C5A-1C77 1CE9-1CEC 1CEE-1CF3 1CF5-1CF6 1CFA-1CFA 2135-2138 2D30-2D67 2D80-2D96 2DA0-2DA6 2DA8-2DAE 2DB0-2DB6 2DB8-2DBE 2DC0-2DC6 2DC8-2DCE 2DD0-2DD6 2DD8-2DDE 3006-3006 303C-303C 3041-3096 309F-309F 30A1-30FA 30FF-30FF 3105-312F 3131-318E 31A0-31BF 31F0-31FF 3400-4DBF 4E00-A014 A016-A48C A4D0-A4F7 A500-A60B A610-A61F A62A-A62B A66E-A66E A6A0-A6E5 A78F-A78F A7F7-A7F7 A7FB-A801 A803-A805 A807-A80A A80C-A822 A840-A873 A882-A8B3 A8F2-A8F7 A8FB-A8FB A8FD-A8FE A90A-A925 A930-A946 A960-A97C A984-A9B2 A9E0-A9E4 A9E7-A9EF A9FA-A9FE AA00-AA28 AA40-AA42 AA44-AA4B AA60-AA6F AA71-AA76 AA7A-AA7A AA7E-AAAF AAB1-AAB1 AAB5-AAB6 AAB9-AABD AAC0-AAC0 AAC2-AAC2 AADB-AADC AAE0-AAEA AAF2-AAF2 AB01-AB06 AB09-AB0E AB11-AB16 AB20-AB26 AB28-AB2E ABC0-ABE2 AC00-D7A3 D7B0-D7C6 D7CB-D7FB F900-FA6D FA70-FAD9 FB1D-FB1D FB1F-FB28 FB2A-FB36 FB38-FB3C FB3E-FB3E FB40-FB41 FB43-FB44 FB46-FBB1 FBD3-FD3D FD50-FD8F FD92-FDC7 FDF0-FDFB FE70-FE74 FE76-FEFC FF66-FF6F FF71-FF9D FFA0-FFBE FFC2-FFC7 FFCA-FFCF FFD2-FFD7 FFDA-FFDC 10000-1000B 1000D-10026 10028-1003A 1003C-1003D 1003F-1004D 10050-1005D 10080-100FA 10280-1029C 102A0-102D0 10300-1031F 1032D-10340 10342-10349 10350-10375 10380-1039D 103A0-103C3 103C8-103CF 10450-1049D 10500-10527 10530-10563 105C0-105F3 10600-10736 10740-10755 10760-10767 10800-10805 10808-10808 1080A-10835 10837-10838 1083C-1083C 1083F-10855 10860-10876 10880-1089E 108E0-108F2 108F4-108F5 10900-10915 10920-10939 10980-109B7 109BE-109BF 10A00-10A00 10A10-10A13 10A15-10A17 10A19-10A35 10A60-10A7C 10A80-10A9C 10AC0-10AC7 10AC9-10AE4 10B00-10B35 10B40-10B55 10B60-10B72 10B80-10B91 10C00-10C48 10D00-10D23 10D4A-10D4D 10D4F-10D4F 10E80-10EA9 10EB0-10EB1 10EC2-10EC4 10F00-10F1C 10F27-10F27 10F30-10F45 10F70-10F81 10FB0-10FC4 10FE0-10FF6 11003-11037 11071-11072 11075-11075 11083-110AF 110D0-110E8 11103-11126 11144-11144 11147-11147 11150-11172 11176-11176 11183-111B2 111C1-111C4 111DA-111DA 111DC-111DC 11200-11211 11213-1122B 1123F-11240 11280-11286 11288-11288 1128A-1128D 1128F-1129D 1129F-112A8 112B0-112DE 11305-1130C 1130F-11310 11313-11328 1132A-11330 11332-11333 11335-11339 1133D-1133D 11350-11350 1135D-11361 11380-11389 1138B-1138B 1138E-1138E 11390-113B5 113B7-113B7 113D1-113D1 113D3-113D3 11400-11434 11447-1144A 1145F-11461 11480-114AF 114C4-114C5 114C7-114C7 11580-115AE 115D8-115DB 11600-1162F 11644-11644 11680-116AA 116B8-116B8 11700-1171A 11740-11746 11800-1182B 118FF-11906 11909-11909 1190C-11913 11915-11916 11918-1192F 1193F-1193F 11941-11941 119A0-119A7 119AA-119D0 119E1-119E1 119E3-119E3 11A00-11A00 11A0B-11A32 11A3A-11A3A 11A50-11A50 11A5C-11A89 11A9D-11A9D 11AB0-11AF8 11BC0-11BE0 11C00-11C08 11C0A-11C2E 11C40-11C40 11C72-11C8F 11D00-11D06 11D08-11D09 11D0B-11D30 11D46-11D46 11D60-11D65 11D67-11D68 11D6A-11D89 11D98-11D98 11EE0-11EF2 11F02-11F02 11F04-11F10 11F12-11F33 11FB0-11FB0 12000-12399 12480-12543 12F90-12FF0 13000-1342F 13441-13446 13460-143FA 14400-14646 16100-1611D 16800-16A38 16A40-16A5E 16A70-16ABE 16AD0-16AED 16B00-16B2F 16B63-16B77 16B7D-16B8F 16D43-16D6A 16F00-16F4A 16F50-16F50 17000-187F7 18800-18CD5 18CFF-18D08 1B000-1B122 1B132-1B132 1B150-1B152 1B155-1B155 1B164-1B167 1B170-1B2FB 1BC00-1BC6A 1BC70-1BC7C 1BC80-1BC88 1BC90-1BC99 1DF0A-1DF0A 1E100-1E12C 1E14E-1E14E 1E290-1E2AD 1E2C0-1E2EB 1E4D0-1E4EA 1E5D0-1E5ED 1E5F0-1E5F0 1E7E0-1E7E6 1E7E8-1E7EB 1E7ED-1E7EE 1E7F0-1E7FE 1E800-1E8C4 1EE00-1EE03 1EE05-1EE1F 1EE21-1EE22 1EE24-1EE24 1EE27-1EE27 1EE29-1EE32 1EE34-1EE37 1EE39-1EE39 1EE3B-1EE3B 1EE42-1EE42 1EE47-1EE47 1EE49-1EE49 1EE4B-1EE4B 1EE4D-1EE4F 1EE51-1EE52 1EE54-1EE54 1EE57-1EE57 1EE59-1EE59 1EE5B-1EE5B 1EE5D-1EE5D 1EE5F-1EE5F 1EE61-1EE62 1EE64-1EE64 1EE67-1EE6A 1EE6C-1EE72 1EE74-1EE77 1EE79-1EE7C 1EE7E-1EE7E 1EE80-1EE89 1EE8B-1EE9B 1EEA1-1EEA3 1EEA5-1EEA9 1EEAB-1EEBB 20000-2A6DF 2A700-2B739 2B740-2B81D 2B820-2CEA1 2CEB0-2EBE0 2EBF0-2EE5D 2F800-2FA1D 30000-3134A 31350-323AF
140cd5ef2b669091	Lu	utf8	41-5A C0-D6 D8-DE 100-100 102-102 104-104 106-106 108-108 10A-10A 10C-10C 10E-10E 110-110 112-112 114-114 116-116 118-118 11A-11A 11C-11C 11E-11E 120-120 122-122 124-124 126-126 128-128 12A-12A 12C-12C 12E-12E 130-130 132-132 134-134 136-136 139-139 13B-13B 13D-13D 13F-13F 141-141 143-143 145-145 147-147 14A-14A 14C-14C 14E-14E 150-150 152-152 154-154 156-156 158-158 15A-15A 15C-15C 15E-15E 160-160 162-162 164-164 166-166 168-168 16A-16A 16C-16C 16E-16E 170-170 172-172 174-174 176-176 178-179 17B-17B 17D-17D 181-182 184-184 186-187 189-18B 18E-191 193-194 196-198 19C-19D 19F-1A0 1A2-1A2 1A4-1A4 1A6-1A7 1A9-1A9 1AC-1AC 1AE-1AF 1B1-1B3 1B5-1B5 1B7-1B8 1BC-1BC 1C4-1C4 1C7-1C7 1CA-1CA 1CD-1CD 1CF-1CF 1D1-1D1 1D3-1D3 1D5-1D5 1D7-1D7 1D9-1D9 1DB-1DB 1DE-1DE 1E0-1E0 1E2-1E2 1E4-1E4 1E6-1E6 1E8-1E8 1EA-1EA 1EC-1EC 1EE-1EE 1F1-1F1 1F4-1F4 1F6-1F8 1FA-1FA 1FC-1FC 1FE-1FE 200-200 202-202 204-204 206-206 208-208 20A-20A 20C-20C 20E-20E 210-210 212-212 214-214 216-216 218-218 21A-21A 21C-21C 21E-21E 220-220 222-222 224-224 226-226 228-228 22A-22A 22C-22C 22E-22E 230-230 232-232 23A-23B 23D-23E 241-241 243-246 248-248 24A-24A 24C-24C 24E-24E 370-370 372-372 376-376 37F-37F 386-386 388-38A 38C-38C 38E-38F 391-3A1 3A3-3AB 3CF-3CF 3D2-3D4 3D8-3D8 3DA-3DA 3DC-3DC 3DE-3DE 3E0-3E0 3E2-3E2 3E4-3E4 3E6-3E6 3E8-3E8 3EA-3EA 3EC-3EC 3EE-3EE 3F4-3F4 3F7-3F7 3F9-3FA 3FD-42F 460-460 462-462 464-464 466-466 468-468 46A-46A 46C-46C 46E-46E 470-470 472-472 474-474 476-476 478-478 47A-47A 47C-47C 47E-47E 480-480 48A-48A 48C-48C 48E-48E 490-490 492-492 494-494 496-496 498-498 49A-49A 49C-49C 49E-49E 4A0-4A0 4A2-4A2 4A4-4A4 4A6-4A6 4A8-4A8 4AA-4AA 4AC-4AC 4AE-4AE 4B0-4B0 4B2-4B2 4B4-4B4 4B6-4B6 4B8-4B8 4BA-4BA 4BC-4BC 4BE-4BE 4C0-4C1 4C3-4C3 4C5-4C5 4C7-4C7 4C9-4C9 4CB-4CB 4CD-4CD 4D0-4D0 4D2-4D2 4D4-4D4 4D6-4D6 4D8-4D8 4DA-4DA 4DC-4DC 4DE-4DE 4E0-4E0 4E2-4E2 4E4-4E4 4E6-4E6 4E8-4E8 4EA-4EA 4EC-4EC 4EE-4EE 4F0-4F0 4F2-4F2 4F4-4F4 4F6-4F6 4F8-4F8 4FA-4FA 4FC-4FC 4FE-4FE 500-500 502-502 504-504 506-506 508-508 50A-50A 50C-50C 50E-50E 510-510 512-512 514-514 516-516 518-518 51A-51A 51C-51C 51E-51E 520-520 522-522 524-524 526-526 528-528 52A-52A 52C-52C 52E-52E 531-556 10A0-10C5 10C7-10C7 10CD-10CD 13A0-13F5 1C89-1C89 1C90-1CBA 1CBD-1CBF 1E00-1E00 1E02-1E02 1E04-1E04 1E06-1E06 1E08-1E08 1E0A-1E0A 1E0C-1E0C 1E0E-1E0E 1E10-1E10 1E12-1E12 1E14-1E14 1E16-1E16 1E18-1E18 1E1A-1E1A 1E1C-1E1C 1E1E-1E1E 1E20-1E20 1E22-1E22 1E24-1E24 1E26-1E26 1E28-1E28 1E2A-1E2A 1E2C-1E2C 1E2E-1E2E 1E30-1E30 1E32-1E32 1E34-1E34 1E36-1E36 1E38-1E38 1E3A-1E3A 1E3C-1E3C 1E3E-1E3E 1E40-1E40 1E42-1E42 1E44-1E44 1E46-1E46 1E48-1E48 1E4A-1E4A 1E4C-1E4C 1E4E-1E4E 1E50-1E50 1E52-1E52 1E54-1E54 1E56-1E56 1E58-1E58 1E5A-1E5A 1E5C-1E5C 1E5E-1E5E 1E60-1E60 1E62-1E62 1E64-1E64 1E66-1E66 1E68-1E68 1E6A-1E6A 1E6C-1E6C 1E6E-1E6E 1E70-1E70 1E72-1E72 1E74-1E74 1E76-1E76 1E78-1E78 1E7A-1E7A 1E7C-1E7C 1E7E-1E7E 1E80-1E80 1E82-1E82 1E84-1E84 1E86-1E86 1E88-1E88 1E8A-1E8A 1E8C-1E8C 1E8E-1E8E 1E90-1E90 1E92-1E92 1E94-1E94 1E9E-1E9E 1EA0-1EA0 1EA2-1EA2 1EA4-1EA4 1EA6-1EA6 1EA8-1EA8 1EAA-1EAA 1EAC-1EAC 1EAE-1EAE 1EB0-1EB0 1EB2-1EB2 1EB4-1EB4 1EB6-1EB6 1EB8-1EB8 1EBA-1EBA 1EBC-1EBC 1EBE-1EBE 1EC0-1EC0 1EC2-1EC2 1EC4-1EC4 1EC6-1EC6 1EC8-1EC8 1ECA-1ECA 1ECC-1ECC 1ECE-1ECE 1ED0-1ED0 1ED2-1ED2 1ED4-1ED4 1ED6-1ED6 1ED8-1ED8 1EDA-1EDA 1EDC-1EDC 1EDE-1EDE 1EE0-1EE0 1EE2-1EE2 1EE4-1EE4 1EE6-1EE6 1EE8-1EE8 1EEA-1EEA 1EEC-1EEC 1EEE-1EEE 1EF0-1EF0 1EF2-1EF2 1EF4-1EF4 1EF6-1EF6 1EF8-1EF8 1EFA-1EFA 1EFC-1EFC 1EFE-1EFE 1F08-1F0F 1F18-1F1D 1F28-1F2F 1F38-1F3F 1F48-1F4D 1F59-1F59 1F5B-1F5B 1F5D-1F5D 1F5F-1F5F 1F68-1F6F 1FB8-1FBB 1FC8-1FCB 1FD8-1FDB 1FE8-1FEC 1FF8-1FFB 2102-2102 2107-2107 210B-210D 2110-2112 2115-2115 2119-211D 2124-2124 2126-2126 2128-2128 212A-212D 2130-2133 213E-213F 2145-2145 2183-2183 2C00-2C2F 2C60-2C60 2C62-2C64 2C67-2C67 2C69-2C69 2C6B-2C6B 2C6D-2C70 2C72-2C72 2C75-2C75 2C7E-2C80 2C82-2C82 2C84-2C84 2C86-2C86 2C88-2C88 2C8A-2C8A 2C8C-2C8C 2C8E-2C8E 2C90-2C90 2C92-2C92 2C94-2C94 2C96-2C96 2C98-2C98 2C9A-2C9A 2C9C-2C9C 2C9E-2C9E 2CA0-2CA0 2CA2-2CA2 2CA4-2CA4 2CA6-2CA6 2CA8-2CA8 2CAA-2CAA 2CAC-2CAC 2CAE-2CAE 2CB0-2CB0 2CB2-2CB2 2CB4-2CB4 2CB6-2CB6 2CB8-2CB8 2CBA-2CBA 2CBC-2CBC 2CBE-2CBE 2CC0-2CC0 2CC2-2CC2 2CC4-2CC4 2CC6-2CC6 2CC8-2CC8 2CCA-2CCA 2CCC-2CCC 2CCE-2CCE 2CD0-2CD0 2CD2-2CD2 2CD4-2CD4 2CD6-2CD6 2CD8-2CD8 2CDA-2CDA 2CDC-2CDC 2CDE-2CDE 2CE0-2CE0 2CE2-2CE2 2CEB-2CEB 2CED-2CED 2CF2-2CF2 A640-A640 A642-A642 A644-A644 A646-A646 A648-A648 A64A-A64A A64C-A64C A64E-A64E A650-A650 A652-A652 A654-A654 A656-A656 A658-A658 A65A-A65A A65C-A65C A65E-A65E A660-A660 A662-A662 A664-A664 A666-A666 A668-A668 A66A-A66A A66C-A66C A680-A680 A682-A682 A684-A684 A686-A686 A688-A688 A68A-A68A A68C-A68C A68E-A68E A690-A690 A692-A692 A694-A694 A696-A696 A698-A698 A69A-A69A A722-A722 A724-A724 A726-A726 A728-A728 A72A-A72A A72C-A72C A72E-A72E A732-A732 A734-A734 A736-A736 A738-A738 A73A-A73A A73C-A73C A73E-A73E A740-A740 A742-A742 A744-A744 A746-A746 A748-A748 A74A-A74A A74C-A74C A74E-A74E A750-A750 A752-A752 A754-A754 A756-A756 A758-A758 A75A-A75A A75C-A75C A75E-A75E A760-A760 A762-A762 A764-A764 A766-A766 A768-A768 A76A-A76A A76C-A76C A76E-A76E A779-A779 A77B-A77B A77D-A77E A780-A780 A782-A782 A784-A784 A786-A786 A78B-A78B A78D-A78D A790-A790 A792-A792 A796-A796 A798-A798 A79A-A79A A79C-A79C A79E-A79E A7A0-A7A0 A7A2-A7A2 A7A4-A7A4 A7A6-A7A6 A7A8-A7A8 A7AA-A7AE A7B0-A7B4 A7B6-A7B6 A7B8-A7B8 A7BA-A7BA A7BC-A7BC A7BE-A7BE A7C0-A7C0 A7C2-A7C2 A7C4-A7C7 A7C9-A7C9 A7CB-A7CC A7D0-A7D0 A7D6-A7D6 A7D8-A7D8 A7DA-A7DA A7DC-A7DC A7F5-A7F5 FF21-FF3A 10400-10427 104B0-104D3 10570-1057A 1057C-1058A 1058C-10592 10594-10595 10C80-10CB2 10D50-10D65 118A0-118BF 16E40-16E5F 1D400-1D419 1D434-1D44D 1D468-1D481 1D49C-1D49C 1D49E-1D49F 1D4A2-1D4A2 1D4A5-1D4A6 1D4A9-1D4AC 1D4AE-1D4B5 1D4D0-1D4E9 1D504-1D505 1D507-1D50A 1D50D-1D514 1D516-1D51C 1D538-1D539 1D53B-1D53E 1D540-1D544 1D546-1D546 1D54A-1D550 1D56C-1D585 1D5A0-1D5B9 1D5D4-1D5ED 1D608-1D621 1D63C-1D655 1D670-1D689 1D6A8-1D6C0 1D6E2-1D6FA 1D71C-1D734 1D756-1D76E 1D790-1D7A8 1D7CA-1D7CA 1E900-1E921
148d68903320f831	Kharoshthi	utf8	10A00-10A03 10A05-10A06 10A0C-10A13 10A15-10A17 10A19-10A35 10A38-10A3A 10A3F-10A48 10A50-10A58
149a2461a0885543	Tai_Viet	utf8	AA80-AAC2 AADB-AADF
