# cc=gcc rounds=11 load1_at_start=0.10 date=2026-09-11T15:29:14
set	regime	arm	round	ns_per_char	hits	chk
C	mixed	refbs	10	13.7464	975084	511206967053
C	mixed	bitmap1	10	1.7541	975084	511206967053
C	mixed	lam0	10	5.3968	975084	511206967053
C	mixed	lam16	10	6.5461	975084	511206967053
C	mixed	lam256	10	4.8568	975084	511206967053
C	ascii	refbs	0	11.4635	270548	141818730646
C	ascii	bitmap1	0	1.4813	270548	141818730646
C	ascii	lam0	0	4.8949	270548	141818730646
C	ascii	lam16	0	3.5815	270548	141818730646
C	ascii	lam256	0	3.3381	270548	141818730646
C	ascii	refbs	1	11.2186	270548	141818730646
C	ascii	bitmap1	1	1.4758	270548	141818730646
C	ascii	lam0	1	4.8708	270548	141818730646
C	ascii	lam16	1	3.5544	270548	141818730646
C	ascii	lam256	1	3.2998	270548	141818730646
C	ascii	refbs	2	10.9673	270548	141818730646
C	ascii	bitmap1	2	1.4802	270548	141818730646
C	ascii	lam0	2	4.8817	270548	141818730646
C	ascii	lam16	2	3.6680	270548	141818730646
C	ascii	lam256	2	3.2481	270548	141818730646
C	ascii	refbs	3	10.9599	270548	141818730646
C	ascii	bitmap1	3	1.4756	270548	141818730646
C	ascii	lam0	3	4.8854	270548	141818730646
C	ascii	lam16	3	3.5865	270548	141818730646
C	ascii	lam256	3	3.2705	270548	141818730646
C	ascii	refbs	4	10.9945	270548	141818730646
C	ascii	bitmap1	4	1.4922	270548	141818730646
C	ascii	lam0	4	4.8816	270548	141818730646
C	ascii	lam16	4	3.5442	270548	141818730646
C	ascii	lam256	4	3.2566	270548	141818730646
C	ascii	refbs	5	10.9845	270548	141818730646
C	ascii	bitmap1	5	1.4802	270548	141818730646
C	ascii	lam0	5	4.8742	270548	141818730646
C	ascii	lam16	5	3.5812	270548	141818730646
C	ascii	lam256	5	3.2965	270548	141818730646
C	ascii	refbs	6	11.0145	270548	141818730646
C	ascii	bitmap1	6	1.4785	270548	141818730646
C	ascii	lam0	6	4.8883	270548	141818730646
C	ascii	lam16	6	3.5534	270548	141818730646
C	ascii	lam256	6	3.2800	270548	141818730646
C	ascii	refbs	7	10.9895	270548	141818730646
C	ascii	bitmap1	7	1.4800	270548	141818730646
C	ascii	lam0	7	4.8666	270548	141818730646
C	ascii	lam16	7	3.6060	270548	141818730646
C	ascii	lam256	7	3.2904	270548	141818730646
C	ascii	refbs	8	10.8817	270548	141818730646
C	ascii	bitmap1	8	1.4810	270548	141818730646
C	ascii	lam0	8	4.8813	270548	141818730646
C	ascii	lam16	8	3.5579	270548	141818730646
C	ascii	lam256	8	3.2497	270548	141818730646
C	ascii	refbs	9	11.1305	270548	141818730646
C	ascii	bitmap1	9	1.4756	270548	141818730646
C	ascii	lam0	9	4.8719	270548	141818730646
C	ascii	lam16	9	3.5432	270548	141818730646
C	ascii	lam256	9	3.2531	270548	141818730646
C	ascii	refbs	10	11.0579	270548	141818730646
C	ascii	bitmap1	10	1.4810	270548	141818730646
C	ascii	lam0	10	4.8685	270548	141818730646
C	ascii	lam16	10	3.5566	270548	141818730646
C	ascii	lam256	10	3.3189	270548	141818730646
C	full	refbs	0	14.9409	902855	473355448682
C	full	bitmap1	0	1.7991	902855	473355448682
C	full	lam0	0	6.0861	902855	473355448682
C	full	lam16	0	7.2993	902855	473355448682
C	full	lam256	0	5.5092	902855	473355448682
C	full	refbs	1	15.0072	902855	473355448682
C	full	bitmap1	1	1.7561	902855	473355448682
C	full	lam0	1	6.0748	902855	473355448682
C	full	lam16	1	7.2868	902855	473355448682
C	full	lam256	1	5.5426	902855	473355448682
C	full	refbs	2	14.9786	902855	473355448682
C	full	bitmap1	2	1.7505	902855	473355448682
C	full	lam0	2	6.1134	902855	473355448682
C	full	lam16	2	7.2913	902855	473355448682
C	full	lam256	2	5.5424	902855	473355448682
C	full	refbs	3	14.9751	902855	473355448682
C	full	bitmap1	3	1.7493	902855	473355448682
C	full	lam0	3	6.0701	902855	473355448682
C	full	lam16	3	7.2829	902855	473355448682
C	full	lam256	3	5.5963	902855	473355448682
C	full	refbs	4	14.9473	902855	473355448682
C	full	bitmap1	4	1.7494	902855	473355448682
C	full	lam0	4	6.0759	902855	473355448682
C	full	lam16	4	7.3319	902855	473355448682
C	full	lam256	4	5.4974	902855	473355448682
C	full	refbs	5	15.0399	902855	473355448682
C	full	bitmap1	5	1.7454	902855	473355448682
C	full	lam0	5	6.0810	902855	473355448682
C	full	lam16	5	7.3004	902855	473355448682
C	full	lam256	5	5.6199	902855	473355448682
C	full	refbs	6	14.9713	902855	473355448682
C	full	bitmap1	6	1.7490	902855	473355448682
C	full	lam0	6	6.0926	902855	473355448682
C	full	lam16	6	7.2952	902855	473355448682
C	full	lam256	6	5.6183	902855	473355448682
C	full	refbs	7	14.9282	902855	473355448682
C	full	bitmap1	7	1.7487	902855	473355448682
C	full	lam0	7	6.0852	902855	473355448682
C	full	lam16	7	7.3297	902855	473355448682
C	full	lam256	7	5.6091	902855	473355448682
C	full	refbs	8	14.9139	902855	473355448682
C	full	bitmap1	8	1.7491	902855	473355448682
C	full	lam0	8	6.0810	902855	473355448682
C	full	lam16	8	7.2917	902855	473355448682
C	full	lam256	8	5.5923	902855	473355448682
C	full	refbs	9	14.9917	902855	473355448682
C	full	bitmap1	9	1.7502	902855	473355448682
C	full	lam0	9	6.0821	902855	473355448682
C	full	lam16	9	7.3181	902855	473355448682
C	full	lam256	9	5.6252	902855	473355448682
C	full	refbs	10	14.9722	902855	473355448682
C	full	bitmap1	10	1.7547	902855	473355448682
C	full	lam0	10	6.0810	902855	473355448682
C	full	lam16	10	7.2956	902855	473355448682
C	full	lam256	10	5.5296	902855	473355448682
^C	member	refbs	0	36.5441	1048576	549756338176
^C	member	bitmap1	0	13.2982	1048576	549756338176
^C	member	lam0	0	22.6298	1048576	549756338176
^C	member	lam16	0	24.1081	1048576	549756338176
^C	member	lam256	0	18.7263	1048576	549756338176
^C	member	refbs	1	22.7522	1048576	549756338176
^C	member	bitmap1	1	1.6016	1048576	549756338176
^C	member	lam0	1	11.0780	1048576	549756338176
^C	member	lam16	1	12.2097	1048576	549756338176
^C	member	lam256	1	9.8442	1048576	549756338176
^C	member	refbs	2	22.9017	1048576	549756338176
^C	member	bitmap1	2	1.5971	1048576	549756338176
^C	member	lam0	2	11.0516	1048576	549756338176
^C	member	lam16	2	23.7820	1048576	549756338176
^C	member	lam256	2	17.0481	1048576	549756338176
^C	member	refbs	3	22.7211	1048576	549756338176
^C	member	bitmap1	3	1.5959	1048576	549756338176
^C	member	lam0	3	11.0654	1048576	549756338176
^C	member	lam16	3	12.2365	1048576	549756338176
^C	member	lam256	3	9.8335	1048576	549756338176
^C	member	refbs	4	22.8587	1048576	549756338176
^C	member	bitmap1	4	1.6010	1048576	549756338176
^C	member	lam0	4	11.0528	1048576	549756338176
^C	member	lam16	4	12.2676	1048576	549756338176
^C	member	lam256	4	9.8571	1048576	549756338176
^C	member	refbs	5	22.9326	1048576	549756338176
^C	member	bitmap1	5	1.5963	1048576	549756338176
^C	member	lam0	5	19.3477	1048576	549756338176
^C	member	lam16	5	24.0863	1048576	549756338176
^C	member	lam256	5	22.1485	1048576	549756338176
^C	member	refbs	6	36.8804	1048576	549756338176
^C	member	bitmap1	6	13.2993	1048576	549756338176
^C	member	lam0	6	22.6589	1048576	549756338176
^C	member	lam16	6	24.0736	1048576	549756338176
^C	member	lam256	6	22.0876	1048576	549756338176
^C	member	refbs	7	36.5561	1048576	549756338176
^C	member	bitmap1	7	13.2943	1048576	549756338176
^C	member	lam0	7	11.2506	1048576	549756338176
^C	member	lam16	7	22.5889	1048576	549756338176
^C	member	lam256	7	22.1369	1048576	549756338176
^C	member	refbs	8	36.5069	1048576	549756338176
^C	member	bitmap1	8	13.3034	1048576	549756338176
^C	member	lam0	8	22.6120	1048576	549756338176
^C	member	lam16	8	24.1062	1048576	549756338176
^C	member	lam256	8	22.0789	1048576	549756338176
^C	member	refbs	9	36.5401	1048576	549756338176
^C	member	bitmap1	9	13.2964	1048576	549756338176
^C	member	lam0	9	22.6198	1048576	549756338176
^C	member	lam16	9	23.9777	1048576	549756338176
^C	member	lam256	9	22.0773	1048576	549756338176
^C	member	refbs	10	22.7213	1048576	549756338176
^C	member	bitmap1	10	1.6011	1048576	549756338176
^C	member	lam0	10	11.0661	1048576	549756338176
^C	member	lam16	10	12.2143	1048576	549756338176
^C	member	lam256	10	9.8828	1048576	549756338176
^C	mixed	refbs	0	21.6527	597329	313328860826
^C	mixed	bitmap1	0	2.4004	597329	313328860826
^C	mixed	lam0	0	10.5298	597329	313328860826
^C	mixed	lam16	0	11.2099	597329	313328860826
^C	mixed	lam256	0	9.7624	597329	313328860826
^C	mixed	refbs	1	21.6770	597329	313328860826
^C	mixed	bitmap1	1	2.3587	597329	313328860826
^C	mixed	lam0	1	10.5427	597329	313328860826
^C	mixed	lam16	1	11.2212	597329	313328860826
^C	mixed	lam256	1	9.7861	597329	313328860826
^C	mixed	refbs	2	21.6430	597329	313328860826
^C	mixed	bitmap1	2	2.3622	597329	313328860826
^C	mixed	lam0	2	10.5457	597329	313328860826
^C	mixed	lam16	2	11.2104	597329	313328860826
^C	mixed	lam256	2	9.7871	597329	313328860826
^C	mixed	refbs	3	21.6172	597329	313328860826
^C	mixed	bitmap1	3	2.3613	597329	313328860826
^C	mixed	lam0	3	10.5302	597329	313328860826
^C	mixed	lam16	3	11.2125	597329	313328860826
^C	mixed	lam256	3	9.7723	597329	313328860826
^C	mixed	refbs	4	21.6784	597329	313328860826
^C	mixed	bitmap1	4	2.3691	597329	313328860826
^C	mixed	lam0	4	10.5400	597329	313328860826
^C	mixed	lam16	4	11.2150	597329	313328860826
^C	mixed	lam256	4	9.7794	597329	313328860826
^C	mixed	refbs	5	21.6211	597329	313328860826
^C	mixed	bitmap1	5	2.3567	597329	313328860826
^C	mixed	lam0	5	10.5418	597329	313328860826
^C	mixed	lam16	5	11.2190	597329	313328860826
^C	mixed	lam256	5	9.7779	597329	313328860826
^C	mixed	refbs	6	21.6510	597329	313328860826
^C	mixed	bitmap1	6	2.3602	597329	313328860826
^C	mixed	lam0	6	10.5324	597329	313328860826
^C	mixed	lam16	6	11.2578	597329	313328860826
^C	mixed	lam256	6	9.7691	597329	313328860826
^C	mixed	refbs	7	21.6205	597329	313328860826
^C	mixed	bitmap1	7	2.3636	597329	313328860826
^C	mixed	lam0	7	10.5541	597329	313328860826
^C	mixed	lam16	7	11.2207	597329	313328860826
^C	mixed	lam256	7	9.7612	597329	313328860826
^C	mixed	refbs	8	21.6278	597329	313328860826
^C	mixed	bitmap1	8	2.3564	597329	313328860826
^C	mixed	lam0	8	10.5386	597329	313328860826
^C	mixed	lam16	8	11.2422	597329	313328860826
^C	mixed	lam256	8	9.7824	597329	313328860826
^C	mixed	refbs	9	21.6374	597329	313328860826
^C	mixed	bitmap1	9	2.3559	597329	313328860826
^C	mixed	lam0	9	10.5382	597329	313328860826
^C	mixed	lam16	9	11.2667	597329	313328860826
^C	mixed	lam256	9	9.7851	597329	313328860826
^C	mixed	refbs	10	21.6136	597329	313328860826
^C	mixed	bitmap1	10	2.3611	597329	313328860826
^C	mixed	lam0	10	10.5409	597329	313328860826
^C	mixed	lam16	10	11.2112	597329	313328860826
^C	mixed	lam256	10	9.7913	597329	313328860826
^C	ascii	refbs	0	10.8488	778028	407937607530
^C	ascii	bitmap1	0	3.5654	778028	407937607530
^C	ascii	lam0	0	4.6959	778028	407937607530
^C	ascii	lam16	0	4.4215	778028	407937607530
^C	ascii	lam256	0	4.9997	778028	407937607530
^C	ascii	refbs	1	10.7235	778028	407937607530
^C	ascii	bitmap1	1	3.5597	778028	407937607530
^C	ascii	lam0	1	4.6949	778028	407937607530
^C	ascii	lam16	1	4.3604	778028	407937607530
^C	ascii	lam256	1	4.9733	778028	407937607530
^C	ascii	refbs	2	10.7219	778028	407937607530
^C	ascii	bitmap1	2	3.5646	778028	407937607530
^C	ascii	lam0	2	4.6971	778028	407937607530
^C	ascii	lam16	2	4.3493	778028	407937607530
^C	ascii	lam256	2	4.9716	778028	407937607530
^C	ascii	refbs	3	10.7192	778028	407937607530
^C	ascii	bitmap1	3	3.5629	778028	407937607530
^C	ascii	lam0	3	4.6954	778028	407937607530
^C	ascii	lam16	3	4.3217	778028	407937607530
^C	ascii	lam256	3	4.9755	778028	407937607530
^C	ascii	refbs	4	10.7161	778028	407937607530
^C	ascii	bitmap1	4	3.5604	778028	407937607530
^C	ascii	lam0	4	4.6949	778028	407937607530
^C	ascii	lam16	4	4.3491	778028	407937607530
^C	ascii	lam256	4	4.9711	778028	407937607530
^C	ascii	refbs	5	10.7796	778028	407937607530
^C	ascii	bitmap1	5	3.5598	778028	407937607530
^C	ascii	lam0	5	4.6965	778028	407937607530
^C	ascii	lam16	5	4.3327	778028	407937607530
^C	ascii	lam256	5	4.9637	778028	407937607530
^C	ascii	refbs	6	10.7022	778028	407937607530
^C	ascii	bitmap1	6	3.5659	778028	407937607530
^C	ascii	lam0	6	4.6954	778028	407937607530
^C	ascii	lam16	6	4.3561	778028	407937607530
^C	ascii	lam256	6	4.9692	778028	407937607530
^C	ascii	refbs	7	10.6996	778028	407937607530
^C	ascii	bitmap1	7	3.5655	778028	407937607530
^C	ascii	lam0	7	4.6912	778028	407937607530
^C	ascii	lam16	7	4.3709	778028	407937607530
^C	ascii	lam256	7	4.9706	778028	407937607530
^C	ascii	refbs	8	10.8142	778028	407937607530
^C	ascii	bitmap1	8	3.5617	778028	407937607530
^C	ascii	lam0	8	4.6970	778028	407937607530
^C	ascii	lam16	8	4.3265	778028	407937607530
^C	ascii	lam256	8	4.9722	778028	407937607530
^C	ascii	refbs	9	10.7239	778028	407937607530
^C	ascii	bitmap1	9	3.5617	778028	407937607530
^C	ascii	lam0	9	5.0494	778028	407937607530
^C	ascii	lam16	9	4.3309	778028	407937607530
^C	ascii	lam256	9	4.9723	778028	407937607530
^C	ascii	refbs	10	10.7432	778028	407937607530
^C	ascii	bitmap1	10	3.5677	778028	407937607530
^C	ascii	lam0	10	4.6965	778028	407937607530
^C	ascii	lam16	10	4.3758	778028	407937607530
^C	ascii	lam256	10	4.9722	778028	407937607530
^C	full	refbs	0	16.1699	145721	76400889494
^C	full	bitmap1	0	3.0051	145721	76400889494
^C	full	lam0	0	6.8961	145721	76400889494
^C	full	lam16	0	6.8320	145721	76400889494
^C	full	lam256	0	6.1711	145721	76400889494
^C	full	refbs	1	16.1712	145721	76400889494
^C	full	bitmap1	1	2.9857	145721	76400889494
^C	full	lam0	1	6.9012	145721	76400889494
^C	full	lam16	1	6.8254	145721	76400889494
^C	full	lam256	1	6.1585	145721	76400889494
^C	full	refbs	2	16.1221	145721	76400889494
^C	full	bitmap1	2	2.9788	145721	76400889494
^C	full	lam0	2	6.9253	145721	76400889494
^C	full	lam16	2	6.8295	145721	76400889494
^C	full	lam256	2	6.2016	145721	76400889494
^C	full	refbs	3	16.1275	145721	76400889494
^C	full	bitmap1	3	2.9791	145721	76400889494
^C	full	lam0	3	6.9240	145721	76400889494
^C	full	lam16	3	6.8263	145721	76400889494
^C	full	lam256	3	6.1871	145721	76400889494
^C	full	refbs	4	16.1462	145721	76400889494
^C	full	bitmap1	4	3.0201	145721	76400889494
^C	full	lam0	4	6.9016	145721	76400889494
^C	full	lam16	4	6.8273	145721	76400889494
^C	full	lam256	4	6.1551	145721	76400889494
^C	full	refbs	5	16.1741	145721	76400889494
^C	full	bitmap1	5	3.2925	145721	76400889494
^C	full	lam0	5	6.8899	145721	76400889494
^C	full	lam16	5	6.8282	145721	76400889494
^C	full	lam256	5	6.2165	145721	76400889494
^C	full	refbs	6	16.1314	145721	76400889494
^C	full	bitmap1	6	2.9798	145721	76400889494
^C	full	lam0	6	6.9202	145721	76400889494
^C	full	lam16	6	6.8281	145721	76400889494
^C	full	lam256	6	6.1927	145721	76400889494
^C	full	refbs	7	16.1350	145721	76400889494
^C	full	bitmap1	7	2.9829	145721	76400889494
^C	full	lam0	7	6.9347	145721	76400889494
^C	full	lam16	7	6.8221	145721	76400889494
^C	full	lam256	7	6.1906	145721	76400889494
^C	full	refbs	8	16.1731	145721	76400889494
^C	full	bitmap1	8	2.9802	145721	76400889494
^C	full	lam0	8	6.9202	145721	76400889494
^C	full	lam16	8	6.8284	145721	76400889494
^C	full	lam256	8	6.2091	145721	76400889494
^C	full	refbs	9	16.1249	145721	76400889494
^C	full	bitmap1	9	2.9847	145721	76400889494
^C	full	lam0	9	6.9129	145721	76400889494
^C	full	lam16	9	6.8270	145721	76400889494
^C	full	lam256	9	6.1896	145721	76400889494
^C	full	refbs	10	16.1417	145721	76400889494
^C	full	bitmap1	10	2.9842	145721	76400889494
^C	full	lam0	10	6.9191	145721	76400889494
^C	full	lam16	10	6.8263	145721	76400889494
^C	full	lam256	10	6.1847	145721	76400889494
Cn	member	refbs	0	9.4445	1048576	549756338176
Cn	member	bitmap1	0	1.9093	1048576	549756338176
Cn	member	lam0	0	4.8921	1048576	549756338176
Cn	member	lam16	0	7.2394	1048576	549756338176
Cn	member	lam256	0	3.5870	1048576	549756338176
Cn	member	refbs	1	9.4386	1048576	549756338176
Cn	member	bitmap1	1	1.8519	1048576	549756338176
Cn	member	lam0	1	4.8895	1048576	549756338176
Cn	member	lam16	1	6.9943	1048576	549756338176
Cn	member	lam256	1	3.5599	1048576	549756338176
Cn	member	refbs	2	9.4672	1048576	549756338176
Cn	member	bitmap1	2	1.8659	1048576	549756338176
Cn	member	lam0	2	4.9023	1048576	549756338176
Cn	member	lam16	2	7.2682	1048576	549756338176
Cn	member	lam256	2	3.5665	1048576	549756338176
Cn	member	refbs	3	9.4524	1048576	549756338176
Cn	member	bitmap1	3	1.8722	1048576	549756338176
Cn	member	lam0	3	4.8915	1048576	549756338176
Cn	member	lam16	3	7.2770	1048576	549756338176
Cn	member	lam256	3	3.5620	1048576	549756338176
Cn	member	refbs	4	9.4449	1048576	549756338176
Cn	member	bitmap1	4	1.8504	1048576	549756338176
Cn	member	lam0	4	4.8904	1048576	549756338176
Cn	member	lam16	4	7.2570	1048576	549756338176
Cn	member	lam256	4	3.5646	1048576	549756338176
Cn	member	refbs	5	9.4329	1048576	549756338176
Cn	member	bitmap1	5	1.8483	1048576	549756338176
Cn	member	lam0	5	4.8920	1048576	549756338176
Cn	member	lam16	5	7.2559	1048576	549756338176
Cn	member	lam256	5	3.5676	1048576	549756338176
Cn	member	refbs	6	9.4306	1048576	549756338176
Cn	member	bitmap1	6	1.8510	1048576	549756338176
Cn	member	lam0	6	4.8914	1048576	549756338176
Cn	member	lam16	6	7.3503	1048576	549756338176
Cn	member	lam256	6	3.5604	1048576	549756338176
Cn	member	refbs	7	9.4546	1048576	549756338176
Cn	member	bitmap1	7	1.8496	1048576	549756338176
Cn	member	lam0	7	4.8853	1048576	549756338176
Cn	member	lam16	7	7.2838	1048576	549756338176
Cn	member	lam256	7	3.5648	1048576	549756338176
Cn	member	refbs	8	9.4383	1048576	549756338176
Cn	member	bitmap1	8	1.8447	1048576	549756338176
Cn	member	lam0	8	4.8967	1048576	549756338176
Cn	member	lam16	8	7.2547	1048576	549756338176
Cn	member	lam256	8	3.5660	1048576	549756338176
Cn	member	refbs	9	9.4232	1048576	549756338176
Cn	member	bitmap1	9	2.3242	1048576	549756338176
Cn	member	lam0	9	4.8945	1048576	549756338176
Cn	member	lam16	9	7.2611	1048576	549756338176
Cn	member	lam256	9	3.5628	1048576	549756338176
Cn	member	refbs	10	9.4537	1048576	549756338176
Cn	member	bitmap1	10	1.8505	1048576	549756338176
Cn	member	lam0	10	4.8915	1048576	549756338176
Cn	member	lam16	10	7.2551	1048576	549756338176
Cn	member	lam256	10	3.5657	1048576	549756338176
Cn	mixed	refbs	0	12.5542	909599	476932101786
Cn	mixed	bitmap1	0	1.9043	909599	476932101786
Cn	mixed	lam0	0	5.9332	909599	476932101786
Cn	mixed	lam16	0	9.6587	909599	476932101786
Cn	mixed	lam256	0	5.5836	909599	476932101786
Cn	mixed	refbs	1	12.6018	909599	476932101786
Cn	mixed	bitmap1	1	1.8715	909599	476932101786
Cn	mixed	lam0	1	5.9633	909599	476932101786
Cn	mixed	lam16	1	9.6394	909599	476932101786
Cn	mixed	lam256	1	5.5715	909599	476932101786
Cn	mixed	refbs	2	12.5523	909599	476932101786
Cn	mixed	bitmap1	2	1.8677	909599	476932101786
Cn	mixed	lam0	2	5.9659	909599	476932101786
Cn	mixed	lam16	2	9.6349	909599	476932101786
Cn	mixed	lam256	2	5.5831	909599	476932101786
Cn	mixed	refbs	3	12.5428	909599	476932101786
Cn	mixed	bitmap1	3	1.8628	909599	476932101786
Cn	mixed	lam0	3	5.9708	909599	476932101786
Cn	mixed	lam16	3	9.6445	909599	476932101786
Cn	mixed	lam256	3	5.5957	909599	476932101786
Cn	mixed	refbs	4	12.5303	909599	476932101786
Cn	mixed	bitmap1	4	1.8718	909599	476932101786
Cn	mixed	lam0	4	5.9632	909599	476932101786
Cn	mixed	lam16	4	9.6747	909599	476932101786
Cn	mixed	lam256	4	5.5801	909599	476932101786
Cn	mixed	refbs	5	12.5627	909599	476932101786
Cn	mixed	bitmap1	5	1.8616	909599	476932101786
Cn	mixed	lam0	5	5.9629	909599	476932101786
Cn	mixed	lam16	5	9.6593	909599	476932101786
Cn	mixed	lam256	5	5.5822	909599	476932101786
Cn	mixed	refbs	6	12.5520	909599	476932101786
Cn	mixed	bitmap1	6	1.8623	909599	476932101786
Cn	mixed	lam0	6	5.9648	909599	476932101786
Cn	mixed	lam16	6	9.6392	909599	476932101786
Cn	mixed	lam256	6	5.5856	909599	476932101786
Cn	mixed	refbs	7	12.5287	909599	476932101786
Cn	mixed	bitmap1	7	1.8621	909599	476932101786
Cn	mixed	lam0	7	5.9630	909599	476932101786
Cn	mixed	lam16	7	9.6501	909599	476932101786
Cn	mixed	lam256	7	5.7999	909599	476932101786
Cn	mixed	refbs	8	12.5393	909599	476932101786
Cn	mixed	bitmap1	8	1.8771	909599	476932101786
Cn	mixed	lam0	8	5.9321	909599	476932101786
Cn	mixed	lam16	8	9.6458	909599	476932101786
Cn	mixed	lam256	8	5.6119	909599	476932101786
Cn	mixed	refbs	9	12.5484	909599	476932101786
Cn	mixed	bitmap1	9	1.8622	909599	476932101786
Cn	mixed	lam0	9	5.9618	909599	476932101786
Cn	mixed	lam16	9	9.6564	909599	476932101786
Cn	mixed	lam256	9	5.5671	909599	476932101786
Cn	mixed	refbs	10	12.5198	909599	476932101786
Cn	mixed	bitmap1	10	1.8571	909599	476932101786
Cn	mixed	lam0	10	5.9679	909599	476932101786
Cn	mixed	lam16	10	9.6585	909599	476932101786
Cn	mixed	lam256	10	5.5748	909599	476932101786
Cn	ascii	refbs	0	7.5409	0	0
Cn	ascii	bitmap1	0	1.7756	0	0
Cn	ascii	lam0	0	2.0692	0	0
Cn	ascii	lam16	0	2.0694	0	0
Cn	ascii	lam256	0	2.0684	0	0
Cn	ascii	refbs	1	7.5346	0	0
Cn	ascii	bitmap1	1	1.7734	0	0
Cn	ascii	lam0	1	2.0951	0	0
Cn	ascii	lam16	1	2.0722	0	0
Cn	ascii	lam256	1	2.0670	0	0
Cn	ascii	refbs	2	7.5371	0	0
Cn	ascii	bitmap1	2	1.7740	0	0
Cn	ascii	lam0	2	2.0675	0	0
Cn	ascii	lam16	2	2.0673	0	0
Cn	ascii	lam256	2	2.0674	0	0
Cn	ascii	refbs	3	7.5314	0	0
Cn	ascii	bitmap1	3	1.7737	0	0
Cn	ascii	lam0	3	2.0678	0	0
Cn	ascii	lam16	3	2.0684	0	0
Cn	ascii	lam256	3	2.0672	0	0
Cn	ascii	refbs	4	7.5313	0	0
Cn	ascii	bitmap1	4	1.7735	0	0
Cn	ascii	lam0	4	2.0678	0	0
Cn	ascii	lam16	4	2.0670	0	0
Cn	ascii	lam256	4	2.0718	0	0
Cn	ascii	refbs	5	7.5309	0	0
Cn	ascii	bitmap1	5	1.7762	0	0
Cn	ascii	lam0	5	2.0752	0	0
Cn	ascii	lam16	5	2.0676	0	0
Cn	ascii	lam256	5	2.0711	0	0
Cn	ascii	refbs	6	7.5312	0	0
Cn	ascii	bitmap1	6	1.7737	0	0
Cn	ascii	lam0	6	2.0676	0	0
Cn	ascii	lam16	6	2.0672	0	0
Cn	ascii	lam256	6	2.0674	0	0
Cn	ascii	refbs	7	7.5320	0	0
Cn	ascii	bitmap1	7	1.7734	0	0
Cn	ascii	lam0	7	2.0683	0	0
Cn	ascii	lam16	7	2.0688	0	0
Cn	ascii	lam256	7	2.0672	0	0
Cn	ascii	refbs	8	7.5332	0	0
Cn	ascii	bitmap1	8	1.7728	0	0
Cn	ascii	lam0	8	2.0675	0	0
Cn	ascii	lam16	8	2.0714	0	0
Cn	ascii	lam256	8	2.0676	0	0
Cn	ascii	refbs	9	7.5482	0	0
Cn	ascii	bitmap1	9	1.7759	0	0
Cn	ascii	lam0	9	2.0704	0	0
Cn	ascii	lam16	9	2.0709	0	0
Cn	ascii	lam256	9	2.0760	0	0
Cn	ascii	refbs	10	7.5346	0	0
Cn	ascii	bitmap1	10	1.7737	0	0
Cn	ascii	lam0	10	2.0673	0	0
Cn	ascii	lam16	10	2.0675	0	0
Cn	ascii	lam256	10	2.0673	0	0
Cn	full	refbs	0	14.8404	771738	404611952336
Cn	full	bitmap1	0	1.8955	771738	404611952336
Cn	full	lam0	0	6.5377	771738	404611952336
Cn	full	lam16	0	11.3154	771738	404611952336
Cn	full	lam256	0	7.0108	771738	404611952336
Cn	full	refbs	1	14.9353	771738	404611952336
Cn	full	bitmap1	1	1.8698	771738	404611952336
Cn	full	lam0	1	6.5927	771738	404611952336
Cn	full	lam16	1	11.3079	771738	404611952336
Cn	full	lam256	1	7.0015	771738	404611952336
Cn	full	refbs	2	14.8137	771738	404611952336
Cn	full	bitmap1	2	1.8675	771738	404611952336
Cn	full	lam0	2	6.5928	771738	404611952336
Cn	full	lam16	2	11.3093	771738	404611952336
Cn	full	lam256	2	7.0141	771738	404611952336
Cn	full	refbs	3	14.8508	771738	404611952336
Cn	full	bitmap1	3	1.8915	771738	404611952336
Cn	full	lam0	3	6.5908	771738	404611952336
Cn	full	lam16	3	11.3052	771738	404611952336
Cn	full	lam256	3	7.0141	771738	404611952336
Cn	full	refbs	4	14.9037	771738	404611952336
Cn	full	bitmap1	4	1.8688	771738	404611952336
Cn	full	lam0	4	6.5916	771738	404611952336
Cn	full	lam16	4	11.3580	771738	404611952336
Cn	full	lam256	4	7.0288	771738	404611952336
Cn	full	refbs	5	14.8420	771738	404611952336
Cn	full	bitmap1	5	1.8671	771738	404611952336
Cn	full	lam0	5	6.5903	771738	404611952336
Cn	full	lam16	5	11.2986	771738	404611952336
Cn	full	lam256	5	7.0060	771738	404611952336
Cn	full	refbs	6	14.8670	771738	404611952336
Cn	full	bitmap1	6	1.8658	771738	404611952336
Cn	full	lam0	6	6.5910	771738	404611952336
Cn	full	lam16	6	11.3269	771738	404611952336
Cn	full	lam256	6	7.0121	771738	404611952336
Cn	full	refbs	7	14.8138	771738	404611952336
Cn	full	bitmap1	7	1.8739	771738	404611952336
Cn	full	lam0	7	6.6203	771738	404611952336
Cn	full	lam16	7	11.3091	771738	404611952336
Cn	full	lam256	7	7.0028	771738	404611952336
Cn	full	refbs	8	14.8844	771738	404611952336
Cn	full	bitmap1	8	1.8691	771738	404611952336
Cn	full	lam0	8	6.5868	771738	404611952336
Cn	full	lam16	8	11.4847	771738	404611952336
Cn	full	lam256	8	7.0004	771738	404611952336
Cn	full	refbs	9	14.8391	771738	404611952336
Cn	full	bitmap1	9	1.8814	771738	404611952336
Cn	full	lam0	9	6.5249	771738	404611952336
