# cc=gcc rounds=11 load1_at_start=0.10 date=2026-09-11T15:29:14
set	regime	arm	round	ns_per_char	hits	chk
Cn	full	lam16	9	11.3989	771738	404611952336
Cn	full	lam256	9	7.2773	771738	404611952336
Cn	full	refbs	10	14.8788	771738	404611952336
Cn	full	bitmap1	10	1.8791	771738	404611952336
Cn	full	lam0	10	6.5281	771738	404611952336
Cn	full	lam16	10	11.3058	771738	404611952336
Cn	full	lam256	10	7.0097	771738	404611952336
^Cn	member	refbs	0	20.1951	1048576	549756338176
^Cn	member	bitmap1	0	1.5864	1048576	549756338176
^Cn	member	lam0	0	9.2118	1048576	549756338176
^Cn	member	lam16	0	10.1514	1048576	549756338176
^Cn	member	lam256	0	10.9006	1048576	549756338176
^Cn	member	refbs	1	20.2233	1048576	549756338176
^Cn	member	bitmap1	1	2.2954	1048576	549756338176
^Cn	member	lam0	1	9.2016	1048576	549756338176
^Cn	member	lam16	1	10.2034	1048576	549756338176
^Cn	member	lam256	1	11.2073	1048576	549756338176
^Cn	member	refbs	2	20.3635	1048576	549756338176
^Cn	member	bitmap1	2	1.5697	1048576	549756338176
^Cn	member	lam0	2	9.2104	1048576	549756338176
^Cn	member	lam16	2	10.1974	1048576	549756338176
^Cn	member	lam256	2	11.1135	1048576	549756338176
^Cn	member	refbs	3	20.2296	1048576	549756338176
^Cn	member	bitmap1	3	1.5743	1048576	549756338176
^Cn	member	lam0	3	9.2050	1048576	549756338176
^Cn	member	lam16	3	10.1942	1048576	549756338176
^Cn	member	lam256	3	11.1067	1048576	549756338176
^Cn	member	refbs	4	20.4140	1048576	549756338176
^Cn	member	bitmap1	4	1.5922	1048576	549756338176
^Cn	member	lam0	4	9.2064	1048576	549756338176
^Cn	member	lam16	4	10.2010	1048576	549756338176
^Cn	member	lam256	4	12.4510	1048576	549756338176
^Cn	member	refbs	5	20.3142	1048576	549756338176
^Cn	member	bitmap1	5	1.5828	1048576	549756338176
^Cn	member	lam0	5	9.2361	1048576	549756338176
^Cn	member	lam16	5	10.1731	1048576	549756338176
^Cn	member	lam256	5	10.8773	1048576	549756338176
^Cn	member	refbs	6	20.2704	1048576	549756338176
^Cn	member	bitmap1	6	1.5681	1048576	549756338176
^Cn	member	lam0	6	9.2134	1048576	549756338176
^Cn	member	lam16	6	10.2328	1048576	549756338176
^Cn	member	lam256	6	10.8675	1048576	549756338176
^Cn	member	refbs	7	20.2736	1048576	549756338176
^Cn	member	bitmap1	7	1.5725	1048576	549756338176
^Cn	member	lam0	7	9.2363	1048576	549756338176
^Cn	member	lam16	7	10.1845	1048576	549756338176
^Cn	member	lam256	7	10.8915	1048576	549756338176
^Cn	member	refbs	8	20.3892	1048576	549756338176
^Cn	member	bitmap1	8	1.5734	1048576	549756338176
^Cn	member	lam0	8	9.2044	1048576	549756338176
^Cn	member	lam16	8	10.1918	1048576	549756338176
^Cn	member	lam256	8	10.8680	1048576	549756338176
^Cn	member	refbs	9	20.4698	1048576	549756338176
^Cn	member	bitmap1	9	1.5724	1048576	549756338176
^Cn	member	lam0	9	9.2065	1048576	549756338176
^Cn	member	lam16	9	10.1732	1048576	549756338176
^Cn	member	lam256	9	10.8711	1048576	549756338176
^Cn	member	refbs	10	20.5089	1048576	549756338176
^Cn	member	bitmap1	10	1.9893	1048576	549756338176
^Cn	member	lam0	10	9.2154	1048576	549756338176
^Cn	member	lam16	10	10.2004	1048576	549756338176
^Cn	member	lam256	10	10.8714	1048576	549756338176
^Cn	mixed	refbs	0	20.9284	662814	347603726093
^Cn	mixed	bitmap1	0	2.2911	662814	347603726093
^Cn	mixed	lam0	0	7.7128	662814	347603726093
^Cn	mixed	lam16	0	10.5734	662814	347603726093
^Cn	mixed	lam256	0	10.6687	662814	347603726093
^Cn	mixed	refbs	1	20.9690	662814	347603726093
^Cn	mixed	bitmap1	1	2.4222	662814	347603726093
^Cn	mixed	lam0	1	7.7026	662814	347603726093
^Cn	mixed	lam16	1	10.5979	662814	347603726093
^Cn	mixed	lam256	1	10.6395	662814	347603726093
^Cn	mixed	refbs	2	21.0202	662814	347603726093
^Cn	mixed	bitmap1	2	2.4295	662814	347603726093
^Cn	mixed	lam0	2	7.7020	662814	347603726093
^Cn	mixed	lam16	2	10.5958	662814	347603726093
^Cn	mixed	lam256	2	10.6589	662814	347603726093
^Cn	mixed	refbs	3	21.0595	662814	347603726093
^Cn	mixed	bitmap1	3	2.9480	662814	347603726093
^Cn	mixed	lam0	3	7.6988	662814	347603726093
^Cn	mixed	lam16	3	10.5894	662814	347603726093
^Cn	mixed	lam256	3	10.6859	662814	347603726093
^Cn	mixed	refbs	4	20.9677	662814	347603726093
^Cn	mixed	bitmap1	4	2.8705	662814	347603726093
^Cn	mixed	lam0	4	7.6619	662814	347603726093
^Cn	mixed	lam16	4	10.5854	662814	347603726093
^Cn	mixed	lam256	4	10.6556	662814	347603726093
^Cn	mixed	refbs	5	20.9706	662814	347603726093
^Cn	mixed	bitmap1	5	2.7962	662814	347603726093
^Cn	mixed	lam0	5	7.7013	662814	347603726093
^Cn	mixed	lam16	5	10.6001	662814	347603726093
^Cn	mixed	lam256	5	10.6643	662814	347603726093
^Cn	mixed	refbs	6	21.0807	662814	347603726093
^Cn	mixed	bitmap1	6	2.4419	662814	347603726093
^Cn	mixed	lam0	6	7.7017	662814	347603726093
^Cn	mixed	lam16	6	10.6005	662814	347603726093
^Cn	mixed	lam256	6	10.6659	662814	347603726093
^Cn	mixed	refbs	7	20.9737	662814	347603726093
^Cn	mixed	bitmap1	7	2.6164	662814	347603726093
^Cn	mixed	lam0	7	7.7292	662814	347603726093
^Cn	mixed	lam16	7	10.5803	662814	347603726093
^Cn	mixed	lam256	7	10.6633	662814	347603726093
^Cn	mixed	refbs	8	21.0832	662814	347603726093
^Cn	mixed	bitmap1	8	2.0355	662814	347603726093
^Cn	mixed	lam0	8	7.6981	662814	347603726093
^Cn	mixed	lam16	8	10.5782	662814	347603726093
^Cn	mixed	lam256	8	10.6605	662814	347603726093
^Cn	mixed	refbs	9	20.9606	662814	347603726093
^Cn	mixed	bitmap1	9	2.6251	662814	347603726093
^Cn	mixed	lam0	9	7.6433	662814	347603726093
^Cn	mixed	lam16	9	10.5818	662814	347603726093
^Cn	mixed	lam256	9	10.6736	662814	347603726093
^Cn	mixed	refbs	10	20.9669	662814	347603726093
^Cn	mixed	bitmap1	10	2.6705	662814	347603726093
^Cn	mixed	lam0	10	7.6559	662814	347603726093
^Cn	mixed	lam16	10	10.5701	662814	347603726093
^Cn	mixed	lam256	10	10.6550	662814	347603726093
^Cn	ascii	refbs	0	7.5394	1048576	549756338176
^Cn	ascii	bitmap1	0	1.4869	1048576	549756338176
^Cn	ascii	lam0	0	2.6665	1048576	549756338176
^Cn	ascii	lam16	0	3.2551	1048576	549756338176
^Cn	ascii	lam256	0	4.1414	1048576	549756338176
^Cn	ascii	refbs	1	7.5327	1048576	549756338176
^Cn	ascii	bitmap1	1	1.4802	1048576	549756338176
^Cn	ascii	lam0	1	2.6661	1048576	549756338176
^Cn	ascii	lam16	1	3.2543	1048576	549756338176
^Cn	ascii	lam256	1	4.1611	1048576	549756338176
^Cn	ascii	refbs	2	7.5781	1048576	549756338176
^Cn	ascii	bitmap1	2	1.4808	1048576	549756338176
^Cn	ascii	lam0	2	2.6604	1048576	549756338176
^Cn	ascii	lam16	2	3.3317	1048576	549756338176
^Cn	ascii	lam256	2	4.2592	1048576	549756338176
^Cn	ascii	refbs	3	7.5220	1048576	549756338176
^Cn	ascii	bitmap1	3	1.4793	1048576	549756338176
^Cn	ascii	lam0	3	2.6599	1048576	549756338176
^Cn	ascii	lam16	3	3.2484	1048576	549756338176
^Cn	ascii	lam256	3	4.2116	1048576	549756338176
^Cn	ascii	refbs	4	7.5159	1048576	549756338176
^Cn	ascii	bitmap1	4	1.4757	1048576	549756338176
^Cn	ascii	lam0	4	2.6604	1048576	549756338176
^Cn	ascii	lam16	4	3.2481	1048576	549756338176
^Cn	ascii	lam256	4	4.2569	1048576	549756338176
^Cn	ascii	refbs	5	7.5187	1048576	549756338176
^Cn	ascii	bitmap1	5	1.4754	1048576	549756338176
^Cn	ascii	lam0	5	2.6788	1048576	549756338176
^Cn	ascii	lam16	5	3.2484	1048576	549756338176
^Cn	ascii	lam256	5	4.3003	1048576	549756338176
^Cn	ascii	refbs	6	7.5167	1048576	549756338176
^Cn	ascii	bitmap1	6	1.4761	1048576	549756338176
^Cn	ascii	lam0	6	2.6595	1048576	549756338176
^Cn	ascii	lam16	6	3.2521	1048576	549756338176
^Cn	ascii	lam256	6	4.2748	1048576	549756338176
^Cn	ascii	refbs	7	7.5161	1048576	549756338176
^Cn	ascii	bitmap1	7	1.4776	1048576	549756338176
^Cn	ascii	lam0	7	2.6599	1048576	549756338176
^Cn	ascii	lam16	7	3.2520	1048576	549756338176
^Cn	ascii	lam256	7	4.2880	1048576	549756338176
^Cn	ascii	refbs	8	7.5237	1048576	549756338176
^Cn	ascii	bitmap1	8	1.4801	1048576	549756338176
^Cn	ascii	lam0	8	2.6586	1048576	549756338176
^Cn	ascii	lam16	8	3.2533	1048576	549756338176
^Cn	ascii	lam256	8	4.2859	1048576	549756338176
^Cn	ascii	refbs	9	7.5210	1048576	549756338176
^Cn	ascii	bitmap1	9	1.4794	1048576	549756338176
^Cn	ascii	lam0	9	2.6611	1048576	549756338176
^Cn	ascii	lam16	9	3.2492	1048576	549756338176
^Cn	ascii	lam256	9	4.1762	1048576	549756338176
^Cn	ascii	refbs	10	7.5388	1048576	549756338176
^Cn	ascii	bitmap1	10	1.4795	1048576	549756338176
^Cn	ascii	lam0	10	2.6606	1048576	549756338176
^Cn	ascii	lam16	10	3.2481	1048576	549756338176
^Cn	ascii	lam256	10	4.2363	1048576	549756338176
^Cn	full	refbs	0	15.8533	276838	145144385840
^Cn	full	bitmap1	0	2.0989	276838	145144385840
^Cn	full	lam0	0	5.9117	276838	145144385840
^Cn	full	lam16	0	7.8391	276838	145144385840
^Cn	full	lam256	0	6.8669	276838	145144385840
^Cn	full	refbs	1	16.1394	276838	145144385840
^Cn	full	bitmap1	1	2.1364	276838	145144385840
^Cn	full	lam0	1	5.9067	276838	145144385840
^Cn	full	lam16	1	7.8385	276838	145144385840
^Cn	full	lam256	1	6.8534	276838	145144385840
^Cn	full	refbs	2	16.1954	276838	145144385840
^Cn	full	bitmap1	2	1.9472	276838	145144385840
^Cn	full	lam0	2	5.9047	276838	145144385840
^Cn	full	lam16	2	7.8693	276838	145144385840
^Cn	full	lam256	2	6.8802	276838	145144385840
^Cn	full	refbs	3	15.8520	276838	145144385840
^Cn	full	bitmap1	3	2.1372	276838	145144385840
^Cn	full	lam0	3	5.9126	276838	145144385840
^Cn	full	lam16	3	7.8400	276838	145144385840
^Cn	full	lam256	3	6.8619	276838	145144385840
^Cn	full	refbs	4	15.8714	276838	145144385840
^Cn	full	bitmap1	4	2.1880	276838	145144385840
^Cn	full	lam0	4	5.9617	276838	145144385840
^Cn	full	lam16	4	7.8404	276838	145144385840
^Cn	full	lam256	4	6.8521	276838	145144385840
^Cn	full	refbs	5	16.0228	276838	145144385840
^Cn	full	bitmap1	5	2.6744	276838	145144385840
^Cn	full	lam0	5	5.8982	276838	145144385840
^Cn	full	lam16	5	7.8382	276838	145144385840
^Cn	full	lam256	5	6.8791	276838	145144385840
^Cn	full	refbs	6	16.0020	276838	145144385840
^Cn	full	bitmap1	6	2.1836	276838	145144385840
^Cn	full	lam0	6	5.9737	276838	145144385840
^Cn	full	lam16	6	7.8461	276838	145144385840
^Cn	full	lam256	6	6.8445	276838	145144385840
^Cn	full	refbs	7	16.5199	276838	145144385840
^Cn	full	bitmap1	7	2.6654	276838	145144385840
^Cn	full	lam0	7	5.9267	276838	145144385840
^Cn	full	lam16	7	7.8430	276838	145144385840
^Cn	full	lam256	7	6.8482	276838	145144385840
^Cn	full	refbs	8	15.9512	276838	145144385840
^Cn	full	bitmap1	8	2.1862	276838	145144385840
^Cn	full	lam0	8	5.9593	276838	145144385840
^Cn	full	lam16	8	7.8426	276838	145144385840
^Cn	full	lam256	8	6.8520	276838	145144385840
^Cn	full	refbs	9	16.0217	276838	145144385840
^Cn	full	bitmap1	9	2.2622	276838	145144385840
^Cn	full	lam0	9	5.9037	276838	145144385840
^Cn	full	lam16	9	7.8412	276838	145144385840
^Cn	full	lam256	9	6.8459	276838	145144385840
^Cn	full	refbs	10	16.0991	276838	145144385840
^Cn	full	bitmap1	10	2.2333	276838	145144385840
^Cn	full	lam0	10	5.9565	276838	145144385840
^Cn	full	lam16	10	7.8493	276838	145144385840
^Cn	full	lam256	10	6.8473	276838	145144385840
Xan	member	refbs	0	21.3665	1048576	549756338176
Xan	member	bitmap1	0	1.5895	1048576	549756338176
Xan	member	lam0	0	10.2769	1048576	549756338176
Xan	member	lam16	0	10.9541	1048576	549756338176
Xan	member	lam256	0	7.2147	1048576	549756338176
Xan	member	refbs	1	21.3091	1048576	549756338176
Xan	member	bitmap1	1	1.5854	1048576	549756338176
Xan	member	lam0	1	10.3134	1048576	549756338176
Xan	member	lam16	1	10.9612	1048576	549756338176
Xan	member	lam256	1	7.2186	1048576	549756338176
Xan	member	refbs	2	21.3174	1048576	549756338176
Xan	member	bitmap1	2	1.5889	1048576	549756338176
Xan	member	lam0	2	10.5591	1048576	549756338176
Xan	member	lam16	2	10.9557	1048576	549756338176
Xan	member	lam256	2	7.2176	1048576	549756338176
Xan	member	refbs	3	21.1814	1048576	549756338176
Xan	member	bitmap1	3	1.5880	1048576	549756338176
Xan	member	lam0	3	10.5936	1048576	549756338176
Xan	member	lam16	3	10.9545	1048576	549756338176
Xan	member	lam256	3	7.2153	1048576	549756338176
Xan	member	refbs	4	21.3471	1048576	549756338176
Xan	member	bitmap1	4	1.5848	1048576	549756338176
Xan	member	lam0	4	10.5642	1048576	549756338176
Xan	member	lam16	4	10.9779	1048576	549756338176
Xan	member	lam256	4	7.2262	1048576	549756338176
Xan	member	refbs	5	21.3439	1048576	549756338176
Xan	member	bitmap1	5	1.5878	1048576	549756338176
Xan	member	lam0	5	10.5607	1048576	549756338176
Xan	member	lam16	5	10.9496	1048576	549756338176
Xan	member	lam256	5	7.2284	1048576	549756338176
Xan	member	refbs	6	21.3310	1048576	549756338176
Xan	member	bitmap1	6	1.5891	1048576	549756338176
Xan	member	lam0	6	10.5650	1048576	549756338176
Xan	member	lam16	6	10.9581	1048576	549756338176
Xan	member	lam256	6	7.2156	1048576	549756338176
Xan	member	refbs	7	21.3223	1048576	549756338176
Xan	member	bitmap1	7	1.5880	1048576	549756338176
Xan	member	lam0	7	10.5792	1048576	549756338176
Xan	member	lam16	7	10.9520	1048576	549756338176
Xan	member	lam256	7	7.2259	1048576	549756338176
Xan	member	refbs	8	21.4116	1048576	549756338176
Xan	member	bitmap1	8	1.5848	1048576	549756338176
Xan	member	lam0	8	10.5627	1048576	549756338176
Xan	member	lam16	8	10.9581	1048576	549756338176
Xan	member	lam256	8	7.5122	1048576	549756338176
Xan	member	refbs	9	21.3781	1048576	549756338176
Xan	member	bitmap1	9	1.5869	1048576	549756338176
Xan	member	lam0	9	10.6085	1048576	549756338176
Xan	member	lam16	9	10.9538	1048576	549756338176
Xan	member	lam256	9	7.5680	1048576	549756338176
Xan	member	refbs	10	21.3857	1048576	549756338176
Xan	member	bitmap1	10	1.5838	1048576	549756338176
Xan	member	lam0	10	10.5650	1048576	549756338176
Xan	member	lam16	10	10.9443	1048576	549756338176
Xan	member	lam256	10	7.6511	1048576	549756338176
Xan	mixed	refbs	0	18.9862	591639	310345076008
Xan	mixed	bitmap1	0	4.9816	591639	310345076008
Xan	mixed	lam0	0	10.4147	591639	310345076008
Xan	mixed	lam16	0	10.5186	591639	310345076008
Xan	mixed	lam256	0	8.3507	591639	310345076008
Xan	mixed	refbs	1	18.9334	591639	310345076008
Xan	mixed	bitmap1	1	5.0225	591639	310345076008
Xan	mixed	lam0	1	10.4189	591639	310345076008
Xan	mixed	lam16	1	10.5447	591639	310345076008
Xan	mixed	lam256	1	8.3502	591639	310345076008
Xan	mixed	refbs	2	19.3933	591639	310345076008
Xan	mixed	bitmap1	2	4.9872	591639	310345076008
Xan	mixed	lam0	2	10.4314	591639	310345076008
Xan	mixed	lam16	2	10.5470	591639	310345076008
Xan	mixed	lam256	2	8.3494	591639	310345076008
Xan	mixed	refbs	3	18.9520	591639	310345076008
Xan	mixed	bitmap1	3	4.9830	591639	310345076008
Xan	mixed	lam0	3	10.4259	591639	310345076008
Xan	mixed	lam16	3	10.5467	591639	310345076008
Xan	mixed	lam256	3	8.3485	591639	310345076008
Xan	mixed	refbs	4	18.9554	591639	310345076008
Xan	mixed	bitmap1	4	4.9781	591639	310345076008
Xan	mixed	lam0	4	10.4257	591639	310345076008
Xan	mixed	lam16	4	10.5726	591639	310345076008
Xan	mixed	lam256	4	8.3474	591639	310345076008
Xan	mixed	refbs	5	18.9381	591639	310345076008
Xan	mixed	bitmap1	5	4.9866	591639	310345076008
Xan	mixed	lam0	5	10.4213	591639	310345076008
Xan	mixed	lam16	5	10.5434	591639	310345076008
Xan	mixed	lam256	5	8.3356	591639	310345076008
Xan	mixed	refbs	6	18.9550	591639	310345076008
Xan	mixed	bitmap1	6	4.9764	591639	310345076008
Xan	mixed	lam0	6	10.4264	591639	310345076008
Xan	mixed	lam16	6	10.5418	591639	310345076008
Xan	mixed	lam256	6	8.3482	591639	310345076008
Xan	mixed	refbs	7	18.9644	591639	310345076008
Xan	mixed	bitmap1	7	4.9889	591639	310345076008
Xan	mixed	lam0	7	10.4037	591639	310345076008
Xan	mixed	lam16	7	10.5423	591639	310345076008
Xan	mixed	lam256	7	8.3506	591639	310345076008
Xan	mixed	refbs	8	18.9272	591639	310345076008
Xan	mixed	bitmap1	8	4.9873	591639	310345076008
Xan	mixed	lam0	8	10.4125	591639	310345076008
Xan	mixed	lam16	8	10.5421	591639	310345076008
Xan	mixed	lam256	8	8.3465	591639	310345076008
Xan	mixed	refbs	9	18.9716	591639	310345076008
Xan	mixed	bitmap1	9	5.0001	591639	310345076008
Xan	mixed	lam0	9	10.4024	591639	310345076008
Xan	mixed	lam16	9	10.5548	591639	310345076008
Xan	mixed	lam256	9	8.3521	591639	310345076008
Xan	mixed	refbs	10	18.9702	591639	310345076008
Xan	mixed	bitmap1	10	4.9774	591639	310345076008
Xan	mixed	lam0	10	10.4290	591639	310345076008
Xan	mixed	lam16	10	10.5405	591639	310345076008
Xan	mixed	lam256	10	8.3603	591639	310345076008
Xan	ascii	refbs	0	16.4292	508007	266211410439
Xan	ascii	bitmap1	0	4.7862	508007	266211410439
Xan	ascii	lam0	0	5.5805	508007	266211410439
Xan	ascii	lam16	0	6.0792	508007	266211410439
Xan	ascii	lam256	0	5.5342	508007	266211410439
Xan	ascii	refbs	1	16.4302	508007	266211410439
Xan	ascii	bitmap1	1	4.7897	508007	266211410439
Xan	ascii	lam0	1	5.5808	508007	266211410439
Xan	ascii	lam16	1	6.1074	508007	266211410439
Xan	ascii	lam256	1	5.5176	508007	266211410439
Xan	ascii	refbs	2	16.4840	508007	266211410439
Xan	ascii	bitmap1	2	4.7934	508007	266211410439
Xan	ascii	lam0	2	5.6019	508007	266211410439
Xan	ascii	lam16	2	6.0802	508007	266211410439
Xan	ascii	lam256	2	5.5247	508007	266211410439
Xan	ascii	refbs	3	16.5218	508007	266211410439
Xan	ascii	bitmap1	3	4.7779	508007	266211410439
Xan	ascii	lam0	3	5.5794	508007	266211410439
Xan	ascii	lam16	3	6.0764	508007	266211410439
Xan	ascii	lam256	3	5.5270	508007	266211410439
Xan	ascii	refbs	4	16.4694	508007	266211410439
Xan	ascii	bitmap1	4	4.7826	508007	266211410439
Xan	ascii	lam0	4	5.6724	508007	266211410439
Xan	ascii	lam16	4	6.2201	508007	266211410439
Xan	ascii	lam256	4	5.5285	508007	266211410439
Xan	ascii	refbs	5	16.7316	508007	266211410439
Xan	ascii	bitmap1	5	4.7727	508007	266211410439
Xan	ascii	lam0	5	5.5880	508007	266211410439
Xan	ascii	lam16	5	6.0832	508007	266211410439
Xan	ascii	lam256	5	5.5169	508007	266211410439
Xan	ascii	refbs	6	16.4659	508007	266211410439
Xan	ascii	bitmap1	6	4.8037	508007	266211410439
Xan	ascii	lam0	6	5.6004	508007	266211410439
Xan	ascii	lam16	6	6.0903	508007	266211410439
Xan	ascii	lam256	6	5.5179	508007	266211410439
Xan	ascii	refbs	7	16.4325	508007	266211410439
Xan	ascii	bitmap1	7	4.7724	508007	266211410439
Xan	ascii	lam0	7	5.5783	508007	266211410439
Xan	ascii	lam16	7	6.0781	508007	266211410439
Xan	ascii	lam256	7	5.5222	508007	266211410439
Xan	ascii	refbs	8	16.4150	508007	266211410439
Xan	ascii	bitmap1	8	4.8067	508007	266211410439
Xan	ascii	lam0	8	5.5825	508007	266211410439
Xan	ascii	lam16	8	6.0833	508007	266211410439
Xan	ascii	lam256	8	5.5211	508007	266211410439
Xan	ascii	refbs	9	16.4374	508007	266211410439
Xan	ascii	bitmap1	9	4.7843	508007	266211410439
Xan	ascii	lam0	9	5.5758	508007	266211410439
Xan	ascii	lam16	9	6.1351	508007	266211410439
Xan	ascii	lam256	9	5.5167	508007	266211410439
Xan	ascii	refbs	10	16.4274	508007	266211410439
Xan	ascii	bitmap1	10	4.7788	508007	266211410439
Xan	ascii	lam0	10	5.5787	508007	266211410439
Xan	ascii	lam16	10	6.0750	508007	266211410439
Xan	ascii	lam256	10	5.5197	508007	266211410439
Xan	full	refbs	0	14.1160	134654	70595699992
Xan	full	bitmap1	0	3.3086	134654	70595699992
Xan	full	lam0	0	5.5480	134654	70595699992
Xan	full	lam16	0	5.2902	134654	70595699992
Xan	full	lam256	0	4.5546	134654	70595699992
Xan	full	refbs	1	13.8386	134654	70595699992
Xan	full	bitmap1	1	3.2964	134654	70595699992
Xan	full	lam0	1	5.5441	134654	70595699992
Xan	full	lam16	1	5.2926	134654	70595699992
Xan	full	lam256	1	4.5486	134654	70595699992
Xan	full	refbs	2	13.8397	134654	70595699992
Xan	full	bitmap1	2	3.2983	134654	70595699992
Xan	full	lam0	2	5.5440	134654	70595699992
Xan	full	lam16	2	5.2948	134654	70595699992
Xan	full	lam256	2	4.5472	134654	70595699992
Xan	full	refbs	3	13.8415	134654	70595699992
Xan	full	bitmap1	3	3.2944	134654	70595699992
Xan	full	lam0	3	5.5444	134654	70595699992
Xan	full	lam16	3	5.2907	134654	70595699992
Xan	full	lam256	3	4.5499	134654	70595699992
Xan	full	refbs	4	13.8736	134654	70595699992
Xan	full	bitmap1	4	3.2944	134654	70595699992
Xan	full	lam0	4	5.5512	134654	70595699992
Xan	full	lam16	4	5.3023	134654	70595699992
Xan	full	lam256	4	4.5458	134654	70595699992
Xan	full	refbs	5	13.8459	134654	70595699992
Xan	full	bitmap1	5	3.2938	134654	70595699992
Xan	full	lam0	5	5.5441	134654	70595699992
Xan	full	lam16	5	5.2988	134654	70595699992
Xan	full	lam256	5	4.5466	134654	70595699992
Xan	full	refbs	6	13.8416	134654	70595699992
Xan	full	bitmap1	6	3.2927	134654	70595699992
Xan	full	lam0	6	5.5459	134654	70595699992
Xan	full	lam16	6	5.2926	134654	70595699992
Xan	full	lam256	6	4.5469	134654	70595699992
Xan	full	refbs	7	13.8680	134654	70595699992
Xan	full	bitmap1	7	3.2973	134654	70595699992
Xan	full	lam0	7	5.5403	134654	70595699992
Xan	full	lam16	7	5.2948	134654	70595699992
Xan	full	lam256	7	4.5507	134654	70595699992
Xan	full	refbs	8	13.8463	134654	70595699992
Xan	full	bitmap1	8	3.2997	134654	70595699992
Xan	full	lam0	8	5.5429	134654	70595699992
Xan	full	lam16	8	5.2960	134654	70595699992
Xan	full	lam256	8	4.5676	134654	70595699992
Xan	full	refbs	9	13.8390	134654	70595699992
Xan	full	bitmap1	9	3.2967	134654	70595699992
Xan	full	lam0	9	5.5412	134654	70595699992
Xan	full	lam16	9	5.2944	134654	70595699992
Xan	full	lam256	9	4.5521	134654	70595699992
Xan	full	refbs	10	13.8466	134654	70595699992
Xan	full	bitmap1	10	3.2939	134654	70595699992
Xan	full	lam0	10	5.5439	134654	70595699992
Xan	full	lam16	10	5.2915	134654	70595699992
Xan	full	lam256	10	4.5579	134654	70595699992
^Xan	member	refbs	0	10.3135	1048576	549756338176
^Xan	member	bitmap1	0	1.7783	1048576	549756338176
^Xan	member	lam0	0	3.6687	1048576	549756338176
^Xan	member	lam16	0	3.4549	1048576	549756338176
^Xan	member	lam256	0	3.6441	1048576	549756338176
^Xan	member	refbs	1	10.4253	1048576	549756338176
^Xan	member	bitmap1	1	1.7440	1048576	549756338176
^Xan	member	lam0	1	3.6622	1048576	549756338176
^Xan	member	lam16	1	3.4479	1048576	549756338176
^Xan	member	lam256	1	3.6418	1048576	549756338176
^Xan	member	refbs	2	10.4534	1048576	549756338176
^Xan	member	bitmap1	2	1.7432	1048576	549756338176
^Xan	member	lam0	2	3.6548	1048576	549756338176
^Xan	member	lam16	2	3.4463	1048576	549756338176
^Xan	member	lam256	2	3.6120	1048576	549756338176
^Xan	member	refbs	3	10.3554	1048576	549756338176
^Xan	member	bitmap1	3	1.7428	1048576	549756338176
^Xan	member	lam0	3	3.6585	1048576	549756338176
^Xan	member	lam16	3	3.4451	1048576	549756338176
^Xan	member	lam256	3	3.6144	1048576	549756338176
^Xan	member	refbs	4	10.3319	1048576	549756338176
^Xan	member	bitmap1	4	1.7435	1048576	549756338176
^Xan	member	lam0	4	3.6499	1048576	549756338176
^Xan	member	lam16	4	3.4508	1048576	549756338176
^Xan	member	lam256	4	3.6164	1048576	549756338176
^Xan	member	refbs	5	10.3694	1048576	549756338176
^Xan	member	bitmap1	5	1.7452	1048576	549756338176
^Xan	member	lam0	5	3.6556	1048576	549756338176
^Xan	member	lam16	5	3.4525	1048576	549756338176
^Xan	member	lam256	5	3.6124	1048576	549756338176
^Xan	member	refbs	6	10.3924	1048576	549756338176
^Xan	member	bitmap1	6	1.7430	1048576	549756338176
^Xan	member	lam0	6	3.6552	1048576	549756338176
^Xan	member	lam16	6	3.4505	1048576	549756338176
^Xan	member	lam256	6	3.6135	1048576	549756338176
^Xan	member	refbs	7	10.4056	1048576	549756338176
^Xan	member	bitmap1	7	1.7632	1048576	549756338176
^Xan	member	lam0	7	3.6602	1048576	549756338176
^Xan	member	lam16	7	3.4463	1048576	549756338176
^Xan	member	lam256	7	3.6137	1048576	549756338176
^Xan	member	refbs	8	10.4538	1048576	549756338176
^Xan	member	bitmap1	8	1.7433	1048576	549756338176
^Xan	member	lam0	8	3.6669	1048576	549756338176
^Xan	member	lam16	8	3.4497	1048576	549756338176
^Xan	member	lam256	8	3.6128	1048576	549756338176
^Xan	member	refbs	9	10.3829	1048576	549756338176
^Xan	member	bitmap1	9	1.7442	1048576	549756338176
^Xan	member	lam0	9	3.6660	1048576	549756338176
^Xan	member	lam16	9	3.4514	1048576	549756338176
^Xan	member	lam256	9	3.6117	1048576	549756338176
^Xan	member	refbs	10	10.4813	1048576	549756338176
^Xan	member	bitmap1	10	1.7431	1048576	549756338176
^Xan	member	lam0	10	3.6687	1048576	549756338176
^Xan	member	lam16	10	3.4463	1048576	549756338176
^Xan	member	lam256	10	3.6155	1048576	549756338176
^Xan	mixed	refbs	0	11.7225	980774	514190751871
^Xan	mixed	bitmap1	0	1.7897	980774	514190751871
^Xan	mixed	lam0	0	5.7762	980774	514190751871
^Xan	mixed	lam16	0	5.1218	980774	514190751871
^Xan	mixed	lam256	0	4.2105	980774	514190751871
^Xan	mixed	refbs	1	11.5995	980774	514190751871
^Xan	mixed	bitmap1	1	1.7598	980774	514190751871
^Xan	mixed	lam0	1	5.7953	980774	514190751871
