pattern	subject	algo	rounds	median_ns	ns_per_byte	ns_per_call	load1
pfx3-256	f-cnt2	serial	11	11750.0	734.3750	734.3750	1.09
pfx3-256	f-cnt2	firstbyte	11	200.0	12.5000	12.5000	1.09
pfx3-256	f-cnt2	trie	11	220.0	13.7500	13.7500	1.09
pfx3-256	f-cnt2	hash2	11	280.0	17.5000	17.5000	1.09
pfx3-256	f-cnt2	hash4	11	280.0	17.5000	17.5000	1.09
pfx3-256	f-cnt2	vm	11	220.0	13.7500	13.7500	1.09
pfx3-256	f-nar4	serial	11	6540.0	726.6667	726.6667	1.09
pfx3-256	f-nar4	firstbyte	11	120.0	13.3333	13.3333	1.09
pfx3-256	f-nar4	trie	11	140.0	15.5556	15.5556	1.09
pfx3-256	f-nar4	hash2	11	170.0	18.8889	18.8889	1.09
pfx3-256	f-nar4	hash4	11	160.0	17.7778	17.7778	1.09
pfx3-256	f-nar4	vm	11	130.0	14.4444	14.4444	1.09
pfx3-256	f-w0	serial	11	8790.0	732.5000	732.5000	1.09
pfx3-256	f-w0	firstbyte	11	150.0	12.5000	12.5000	1.09
pfx3-256	f-w0	trie	11	180.0	15.0000	15.0000	1.09
pfx3-256	f-w0	hash2	11	220.0	18.3333	18.3333	1.09
pfx3-256	f-w0	hash4	11	210.0	17.5000	17.5000	1.09
pfx3-256	f-w0	vm	11	170.0	14.1667	14.1667	1.09
pfx3-256	f-s4095	serial	11	2760.0	690.0000	690.0000	1.09
pfx3-256	f-s4095	firstbyte	11	80.0	20.0000	20.0000	1.09
pfx3-256	f-s4095	trie	11	80.0	20.0000	20.0000	1.09
pfx3-256	f-s4095	hash2	11	90.0	22.5000	22.5000	1.09
pfx3-256	f-s4095	hash4	11	80.0	20.0000	20.0000	1.09
pfx3-256	f-s4095	vm	11	80.0	20.0000	20.0000	1.09
pfx3-256	f-s0	serial	11	2760.0	690.0000	690.0000	1.09
pfx3-256	f-s0	firstbyte	11	70.0	17.5000	17.5000	1.09
pfx3-256	f-s0	trie	11	80.0	20.0000	20.0000	1.09
pfx3-256	f-s0	hash2	11	90.0	22.5000	22.5000	1.09
pfx3-256	f-s0	hash4	11	80.0	20.0000	20.0000	1.09
pfx3-256	f-s0	vm	11	80.0	20.0000	20.0000	1.09
pfx3-256	t-128k-clean	serial	11	86965662.0	663.4953	663.4953	1.09
pfx3-256	t-128k-clean	firstbyte	11	5211468.0	39.7603	39.7603	1.09
pfx3-256	t-128k-clean	trie	11	1592519.0	12.1500	12.1500	1.09
pfx3-256	t-128k-clean	hash2	11	2234492.0	17.0478	17.0478	1.09
pfx3-256	t-128k-clean	hash4	11	2343442.0	17.8790	17.8790	1.09
pfx3-256	t-128k-clean	vm	11	1517778.0	11.5797	11.5797	1.09
pfx3-256	f-w511	serial	11	4530.0	755.0000	755.0000	1.09
pfx3-256	f-w511	firstbyte	11	1090.0	181.6667	181.6667	1.09
pfx3-256	f-w511	trie	11	110.0	18.3333	18.3333	1.09
pfx3-256	f-w511	hash2	11	120.0	20.0000	20.0000	1.09
pfx3-256	f-w511	hash4	11	110.0	18.3333	18.3333	1.09
pfx3-256	f-w511	vm	11	100.0	16.6667	16.6667	1.09
pfx3-256	f-prefix	serial	11	8120.0	738.1818	738.1818	1.09
pfx3-256	f-prefix	firstbyte	11	140.0	12.7273	12.7273	1.09
pfx3-256	f-prefix	trie	11	160.0	14.5455	14.5455	1.09
pfx3-256	f-prefix	hash2	11	200.0	18.1818	18.1818	1.09
pfx3-256	f-prefix	hash4	11	190.0	17.2727	17.2727	1.09
pfx3-256	f-prefix	vm	11	160.0	14.5455	14.5455	1.09
pfx3-256	f-w2047	serial	11	5760.0	720.0000	720.0000	1.09
pfx3-256	f-w2047	firstbyte	11	110.0	13.7500	13.7500	1.09
pfx3-256	f-w2047	trie	11	130.0	16.2500	16.2500	1.09
pfx3-256	f-w2047	hash2	11	150.0	18.7500	18.7500	1.09
pfx3-256	f-w2047	hash4	11	140.0	17.5000	17.5000	1.09
pfx3-256	f-w2047	vm	11	120.0	15.0000	15.0000	1.09
pfx3-256	f-w7	serial	11	2960.0	740.0000	740.0000	1.09
pfx3-256	f-w7	firstbyte	11	1070.0	267.5000	267.5000	1.09
pfx3-256	f-w7	trie	11	80.0	20.0000	20.0000	1.09
pfx3-256	f-w7	hash2	11	90.0	22.5000	22.5000	1.09
pfx3-256	f-w7	hash4	11	80.0	20.0000	20.0000	1.09
pfx3-256	f-w7	vm	11	80.0	20.0000	20.0000	1.09
pfx3-256	t-512k-sparse	serial	11	350323858.0	668.1897	668.1897	1.16
pfx3-256	t-512k-sparse	firstbyte	11	21326593.0	40.6772	40.6772	1.16
pfx3-256	t-512k-sparse	trie	11	6393804.0	12.1952	12.1952	1.16
pfx3-256	t-512k-sparse	hash2	11	8991828.0	17.1506	17.1506	1.16
pfx3-256	t-512k-sparse	hash4	11	9368539.0	17.8691	17.8691	1.16
pfx3-256	t-512k-sparse	vm	11	6074732.0	11.5866	11.5866	1.16
pfx3-256	t-128k-dense	serial	11	87041072.0	664.0707	664.0707	1.16
pfx3-256	t-128k-dense	firstbyte	11	5347629.0	40.7992	40.7992	1.16
pfx3-256	t-128k-dense	trie	11	1597029.0	12.1844	12.1844	1.16
pfx3-256	t-128k-dense	hash2	11	2242462.0	17.1086	17.1086	1.16
pfx3-256	t-128k-dense	hash4	11	2346103.0	17.8993	17.8993	1.16
pfx3-256	t-128k-dense	vm	11	1520638.0	11.6015	11.6015	1.16
pfx3-256	f-sh1	serial	11	3450.0	690.0000	690.0000	1.16
pfx3-256	f-sh1	firstbyte	11	80.0	16.0000	16.0000	1.16
pfx3-256	f-sh1	trie	11	90.0	18.0000	18.0000	1.16
pfx3-256	f-sh1	hash2	11	110.0	22.0000	22.0000	1.16
pfx3-256	f-sh1	hash4	11	100.0	20.0000	20.0000	1.16
pfx3-256	f-sh1	vm	11	90.0	18.0000	18.0000	1.16
pfx3-256	f-glued	serial	11	12740.0	707.7778	707.7778	1.16
pfx3-256	f-glued	firstbyte	11	220.0	12.2222	12.2222	1.16
pfx3-256	f-glued	trie	11	250.0	13.8889	13.8889	1.16
pfx3-256	f-glued	hash2	11	310.0	17.2222	17.2222	1.16
pfx3-256	f-glued	hash4	11	310.0	17.2222	17.2222	1.16
pfx3-256	f-glued	vm	11	240.0	13.3333	13.3333	1.16
pfx3-256	f-w255	serial	11	5000.0	714.2857	714.2857	1.16
pfx3-256	f-w255	firstbyte	11	100.0	14.2857	14.2857	1.16
pfx3-256	f-w255	trie	11	120.0	17.1429	17.1429	1.16
pfx3-256	f-w255	hash2	11	140.0	20.0000	20.0000	1.16
pfx3-256	f-w255	hash4	11	130.0	18.5714	18.5714	1.16
pfx3-256	f-w255	vm	11	110.0	15.7143	15.7143	1.16
pfx3-256	f-pfx3	serial	11	5230.0	653.7500	653.7500	1.16
pfx3-256	f-pfx3	firstbyte	11	1130.0	141.2500	141.2500	1.16
pfx3-256	f-pfx3	trie	11	150.0	18.7500	18.7500	1.16
pfx3-256	f-pfx3	hash2	11	170.0	21.2500	21.2500	1.16
pfx3-256	f-pfx3	hash4	11	160.0	20.0000	20.0000	1.16
pfx3-256	f-pfx3	vm	11	140.0	17.5000	17.5000	1.16
pfx3-256	t-128k-sparse	serial	11	87075772.0	664.3354	664.3354	1.16
pfx3-256	t-128k-sparse	firstbyte	11	5269248.0	40.2012	40.2012	1.16
pfx3-256	t-128k-sparse	trie	11	1592788.0	12.1520	12.1520	1.16
pfx3-256	t-128k-sparse	hash2	11	2231212.0	17.0228	17.0228	1.16
pfx3-256	t-128k-sparse	hash4	11	2338992.0	17.8451	17.8451	1.16
pfx3-256	t-128k-sparse	vm	11	1517818.0	11.5800	11.5800	1.16
pfx3-256	f-bg	serial	11	5750.0	718.7500	718.7500	1.16
pfx3-256	f-bg	firstbyte	11	110.0	13.7500	13.7500	1.16
pfx3-256	f-bg	trie	11	130.0	16.2500	16.2500	1.16
pfx3-256	f-bg	hash2	11	150.0	18.7500	18.7500	1.16
pfx3-256	f-bg	hash4	11	150.0	18.7500	18.7500	1.16
pfx3-256	f-bg	vm	11	120.0	15.0000	15.0000	1.16
pfx3-256	f-upper	serial	11	8770.0	730.8333	730.8333	1.16
pfx3-256	f-upper	firstbyte	11	150.0	12.5000	12.5000	1.16
pfx3-256	f-upper	trie	11	170.0	14.1667	14.1667	1.16
pfx3-256	f-upper	hash2	11	220.0	18.3333	18.3333	1.16
pfx3-256	f-upper	hash4	11	210.0	17.5000	17.5000	1.16
pfx3-256	f-upper	vm	11	170.0	14.1667	14.1667	1.16
pfx3-256	f-near	serial	11	8710.0	725.8333	725.8333	1.16
pfx3-256	f-near	firstbyte	11	150.0	12.5000	12.5000	1.16
pfx3-256	f-near	trie	11	180.0	15.0000	15.0000	1.16
pfx3-256	f-near	hash2	11	220.0	18.3333	18.3333	1.16
pfx3-256	f-near	hash4	11	210.0	17.5000	17.5000	1.16
pfx3-256	f-near	vm	11	170.0	14.1667	14.1667	1.16
pfx3-256	f-sfx	serial	11	6540.0	726.6667	726.6667	1.16
pfx3-256	f-sfx	firstbyte	11	120.0	13.3333	13.3333	1.16
pfx3-256	f-sfx	trie	11	140.0	15.5556	15.5556	1.16
pfx3-256	f-sfx	hash2	11	170.0	18.8889	18.8889	1.16
pfx3-256	f-sfx	hash4	11	160.0	17.7778	17.7778	1.16
pfx3-256	f-sfx	vm	11	140.0	15.5556	15.5556	1.16
srt-2048	f-cnt2	serial	11	102130.0	6383.1250	6383.1250	1.16
srt-2048	f-cnt2	firstbyte	11	5250.0	328.1250	328.1250	1.16
srt-2048	f-cnt2	trie	11	910.0	56.8750	56.8750	1.16
srt-2048	f-cnt2	hash2	11	580.0	36.2500	36.2500	1.16
srt-2048	f-cnt2	hash4	11	8690.0	543.1250	543.1250	1.16
srt-2048	f-cnt2	vm	11	820.0	51.2500	51.2500	1.16
srt-2048	f-nar4	serial	11	67261.0	7473.4444	7473.4444	1.16
srt-2048	f-nar4	firstbyte	11	3190.0	354.4444	354.4444	1.16
srt-2048	f-nar4	trie	11	360.0	40.0000	40.0000	1.16
srt-2048	f-nar4	hash2	11	370.0	41.1111	41.1111	1.16
srt-2048	f-nar4	hash4	11	4810.0	534.4444	534.4444	1.16
srt-2048	f-nar4	vm	11	380.0	42.2222	42.2222	1.16
srt-2048	f-w0	serial	11	86720.0	7226.6667	7226.6667	1.16
srt-2048	f-w0	firstbyte	11	3880.0	323.3333	323.3333	1.16
srt-2048	f-w0	trie	11	610.0	50.8333	50.8333	1.16
srt-2048	f-w0	hash2	11	460.0	38.3333	38.3333	1.16
srt-2048	f-w0	hash4	11	6500.0	541.6667	541.6667	1.16
srt-2048	f-w0	vm	11	630.0	52.5000	52.5000	1.16
srt-2048	f-s4095	serial	11	23890.0	5972.5000	5972.5000	1.16
srt-2048	f-s4095	firstbyte	11	1250.0	312.5000	312.5000	1.16
srt-2048	f-s4095	trie	11	170.0	42.5000	42.5000	1.16
srt-2048	f-s4095	hash2	11	140.0	35.0000	35.0000	1.16
srt-2048	f-s4095	hash4	11	2120.0	530.0000	530.0000	1.16
srt-2048	f-s4095	vm	11	180.0	45.0000	45.0000	1.16
srt-2048	f-s0	serial	11	23941.0	5985.2500	5985.2500	1.16
srt-2048	f-s0	firstbyte	11	1230.0	307.5000	307.5000	1.16
srt-2048	f-s0	trie	11	140.0	35.0000	35.0000	1.16
srt-2048	f-s0	hash2	11	130.0	32.5000	32.5000	1.16
srt-2048	f-s0	hash4	11	2140.0	535.0000	535.0000	1.16
srt-2048	f-s0	vm	11	150.0	37.5000	37.5000	1.16
srt-2048	t-128k-clean	serial	11	732211615.0	5586.3313	5586.3313	1.45
srt-2048	t-128k-clean	firstbyte	11	37330498.0	284.8091	284.8091	1.45
srt-2048	t-128k-clean	trie	11	6926037.0	52.8415	52.8415	1.45
srt-2048	t-128k-clean	hash2	11	5356569.0	40.8674	40.8674	1.45
srt-2048	t-128k-clean	hash4	11	71512910.0	545.6002	545.6002	1.45
srt-2048	t-128k-clean	vm	11	6859936.0	52.3372	52.3372	1.49
srt-2048	f-w511	serial	11	38080.0	6346.6667	6346.6667	1.49
srt-2048	f-w511	firstbyte	11	1860.0	310.0000	310.0000	1.49
srt-2048	f-w511	trie	11	300.0	50.0000	50.0000	1.49
srt-2048	f-w511	hash2	11	240.0	40.0000	40.0000	1.49
srt-2048	f-w511	hash4	11	3270.0	545.0000	545.0000	1.49
srt-2048	f-w511	vm	11	240.0	40.0000	40.0000	1.49
srt-2048	f-prefix	serial	11	81560.0	7414.5455	7414.5455	1.49
srt-2048	f-prefix	firstbyte	11	3690.0	335.4545	335.4545	1.49
srt-2048	f-prefix	trie	11	600.0	54.5455	54.5455	1.49
srt-2048	f-prefix	hash2	11	410.0	37.2727	37.2727	1.49
srt-2048	f-prefix	hash4	11	5870.0	533.6364	533.6364	1.49
srt-2048	f-prefix	vm	11	590.0	53.6364	53.6364	1.49
srt-2048	f-w2047	serial	11	59860.0	7482.5000	7482.5000	1.49
srt-2048	f-w2047	firstbyte	11	2700.0	337.5000	337.5000	1.49
srt-2048	f-w2047	trie	11	410.0	51.2500	51.2500	1.49
srt-2048	f-w2047	hash2	11	340.0	42.5000	42.5000	1.49
srt-2048	f-w2047	hash4	11	4320.0	540.0000	540.0000	1.49
srt-2048	f-w2047	vm	11	450.0	56.2500	56.2500	1.49
srt-2048	f-w7	serial	11	21890.0	5472.5000	5472.5000	1.49
srt-2048	f-w7	firstbyte	11	1250.0	312.5000	312.5000	1.49
srt-2048	f-w7	trie	11	170.0	42.5000	42.5000	1.49
srt-2048	f-w7	hash2	11	150.0	37.5000	37.5000	1.49
srt-2048	f-w7	hash4	11	2100.0	525.0000	525.0000	1.49
srt-2048	f-w7	vm	11	200.0	50.0000	50.0000	1.49
srt-2048	t-512k-sparse	serial	11	2931734455.0	5591.8397	5591.8397	1.91
srt-2048	t-512k-sparse	firstbyte	11	149446503.0	285.0466	285.0466	1.91
srt-2048	t-512k-sparse	trie	11	27723097.0	52.8776	52.8776	1.91
srt-2048	t-512k-sparse	hash2	11	21483834.0	40.9772	40.9772	1.91
srt-2048	t-512k-sparse	hash4	11	280485738.0	534.9841	534.9841	1.92
srt-2048	t-512k-sparse	vm	11	27520396.0	52.4910	52.4910	1.92
srt-2048	t-128k-dense	serial	11	729822653.0	5568.1050	5568.1050	1.93
srt-2048	t-128k-dense	firstbyte	11	37756981.0	288.0629	288.0629	1.93
srt-2048	t-128k-dense	trie	11	6994078.0	53.3606	53.3606	1.93
srt-2048	t-128k-dense	hash2	11	5381809.0	41.0599	41.0599	1.93
srt-2048	t-128k-dense	hash4	11	69859051.0	532.9823	532.9823	1.93
srt-2048	t-128k-dense	vm	11	6941187.0	52.9571	52.9571	1.93
srt-2048	f-sh1	serial	11	31580.0	6316.0000	6316.0000	1.93
srt-2048	f-sh1	firstbyte	11	1670.0	334.0000	334.0000	1.93
srt-2048	f-sh1	trie	11	260.0	52.0000	52.0000	1.93
srt-2048	f-sh1	hash2	11	160.0	32.0000	32.0000	1.93
srt-2048	f-sh1	hash4	11	2670.0	534.0000	534.0000	1.93
srt-2048	f-sh1	vm	11	240.0	48.0000	48.0000	1.93
srt-2048	f-glued	serial	11	119831.0	6657.2778	6657.2778	1.93
srt-2048	f-glued	firstbyte	11	5841.0	324.5000	324.5000	1.93
srt-2048	f-glued	trie	11	1010.0	56.1111	56.1111	1.93
srt-2048	f-glued	hash2	11	610.0	33.8889	33.8889	1.93
srt-2048	f-glued	hash4	11	9680.0	537.7778	537.7778	1.93
srt-2048	f-glued	vm	11	990.0	55.0000	55.0000	1.93
srt-2048	f-w255	serial	11	44130.0	6304.2857	6304.2857	1.93
srt-2048	f-w255	firstbyte	11	2310.0	330.0000	330.0000	1.93
srt-2048	f-w255	trie	11	380.0	54.2857	54.2857	1.93
srt-2048	f-w255	hash2	11	290.0	41.4286	41.4286	1.93
srt-2048	f-w255	hash4	11	3801.0	543.0000	543.0000	1.93
srt-2048	f-w255	vm	11	360.0	51.4286	51.4286	1.93
srt-2048	f-pfx3	serial	11	58450.0	7306.2500	7306.2500	1.93
srt-2048	f-pfx3	firstbyte	11	2740.0	342.5000	342.5000	1.93
srt-2048	f-pfx3	trie	11	440.0	55.0000	55.0000	1.93
srt-2048	f-pfx3	hash2	11	290.0	36.2500	36.2500	1.93
srt-2048	f-pfx3	hash4	11	4240.0	530.0000	530.0000	1.93
srt-2048	f-pfx3	vm	11	450.0	56.2500	56.2500	1.93
srt-2048	t-128k-sparse	serial	11	733920624.0	5599.3700	5599.3700	1.94
srt-2048	t-128k-sparse	firstbyte	11	37266368.0	284.3198	284.3198	1.94
srt-2048	t-128k-sparse	trie	11	6929727.0	52.8696	52.8696	1.94
srt-2048	t-128k-sparse	hash2	11	5361899.0	40.9080	40.9080	1.94
srt-2048	t-128k-sparse	hash4	11	69626969.0	531.2116	531.2116	1.94
srt-2048	t-128k-sparse	vm	11	6863937.0	52.3677	52.3677	1.94
srt-2048	f-bg	serial	11	59131.0	7391.3750	7391.3750	1.94
srt-2048	f-bg	firstbyte	11	2570.0	321.2500	321.2500	1.94
srt-2048	f-bg	trie	11	380.0	47.5000	47.5000	1.94
srt-2048	f-bg	hash2	11	310.0	38.7500	38.7500	1.94
srt-2048	f-bg	hash4	11	4300.0	537.5000	537.5000	1.94
srt-2048	f-bg	vm	11	320.0	40.0000	40.0000	1.94
srt-2048	f-upper	serial	11	85071.0	7089.2500	7089.2500	1.94
srt-2048	f-upper	firstbyte	11	150.0	12.5000	12.5000	1.94
srt-2048	f-upper	trie	11	290.0	24.1667	24.1667	1.94
srt-2048	f-upper	hash2	11	220.0	18.3333	18.3333	1.94
srt-2048	f-upper	hash4	11	5910.0	492.5000	492.5000	1.94
srt-2048	f-upper	vm	11	290.0	24.1667	24.1667	1.94
srt-2048	f-near	serial	11	87030.0	7252.5000	7252.5000	1.94
srt-2048	f-near	firstbyte	11	4080.0	340.0000	340.0000	1.94
srt-2048	f-near	trie	11	630.0	52.5000	52.5000	1.94
srt-2048	f-near	hash2	11	460.0	38.3333	38.3333	1.94
srt-2048	f-near	hash4	11	6490.0	540.8333	540.8333	1.94
srt-2048	f-near	vm	11	600.0	50.0000	50.0000	1.94
srt-2048	f-sfx	serial	11	67180.0	7464.4444	7464.4444	1.94
srt-2048	f-sfx	firstbyte	11	3090.0	343.3333	343.3333	1.94
srt-2048	f-sfx	trie	11	400.0	44.4444	44.4444	1.94
srt-2048	f-sfx	hash2	11	330.0	36.6667	36.6667	1.94
srt-2048	f-sfx	hash4	11	4830.0	536.6667	536.6667	1.94
srt-2048	f-sfx	vm	11	410.0	45.5556	45.5556	1.94
sh1-64	f-cnt2	serial	11	2910.0	181.8750	181.8750	1.94
sh1-64	f-cnt2	firstbyte	11	190.0	11.8750	11.8750	1.94
sh1-64	f-cnt2	trie	11	220.0	13.7500	13.7500	1.94
sh1-64	f-cnt2	hash2	11	280.0	17.5000	17.5000	1.94
sh1-64	f-cnt2	hash4	11	330.0	20.6250	20.6250	1.94
sh1-64	f-cnt2	vm	11	220.0	13.7500	13.7500	1.94
sh1-64	f-nar4	serial	11	1640.0	182.2222	182.2222	1.94
sh1-64	f-nar4	firstbyte	11	120.0	13.3333	13.3333	1.94
sh1-64	f-nar4	trie	11	140.0	15.5556	15.5556	1.94
sh1-64	f-nar4	hash2	11	170.0	18.8889	18.8889	1.94
sh1-64	f-nar4	hash4	11	190.0	21.1111	21.1111	1.94
sh1-64	f-nar4	vm	11	140.0	15.5556	15.5556	1.94
sh1-64	f-w0	serial	11	2140.0	178.3333	178.3333	1.94
sh1-64	f-w0	firstbyte	11	160.0	13.3333	13.3333	1.94
sh1-64	f-w0	trie	11	180.0	15.0000	15.0000	1.94
sh1-64	f-w0	hash2	11	220.0	18.3333	18.3333	1.94
sh1-64	f-w0	hash4	11	250.0	20.8333	20.8333	1.94
sh1-64	f-w0	vm	11	170.0	14.1667	14.1667	1.94
sh1-64	f-s4095	serial	11	810.0	202.5000	202.5000	1.94
sh1-64	f-s4095	firstbyte	11	320.0	80.0000	80.0000	1.94
sh1-64	f-s4095	trie	11	80.0	20.0000	20.0000	1.94
sh1-64	f-s4095	hash2	11	100.0	25.0000	25.0000	1.94
sh1-64	f-s4095	hash4	11	90.0	22.5000	22.5000	1.94
sh1-64	f-s4095	vm	11	80.0	20.0000	20.0000	1.94
sh1-64	f-s0	serial	11	780.0	195.0000	195.0000	1.94
sh1-64	f-s0	firstbyte	11	300.0	75.0000	75.0000	1.94
sh1-64	f-s0	trie	11	100.0	25.0000	25.0000	1.94
sh1-64	f-s0	hash2	11	90.0	22.5000	22.5000	1.94
sh1-64	f-s0	hash4	11	90.0	22.5000	22.5000	1.94
sh1-64	f-s0	vm	11	90.0	22.5000	22.5000	1.94
sh1-64	t-128k-clean	serial	11	22106807.0	168.6616	168.6616	1.94
sh1-64	t-128k-clean	firstbyte	11	2339403.0	17.8482	17.8482	1.94
sh1-64	t-128k-clean	trie	11	1663808.0	12.6938	12.6938	1.94
sh1-64	t-128k-clean	hash2	11	2214432.0	16.8948	16.8948	1.94
sh1-64	t-128k-clean	hash4	11	2596794.0	19.8120	19.8120	1.94
sh1-64	t-128k-clean	vm	11	1580978.0	12.0619	12.0619	1.94
sh1-64	f-w511	serial	11	1091.0	181.8333	181.8333	1.94
sh1-64	f-w511	firstbyte	11	90.0	15.0000	15.0000	1.94
sh1-64	f-w511	trie	11	100.0	16.6667	16.6667	1.94
sh1-64	f-w511	hash2	11	120.0	20.0000	20.0000	1.94
sh1-64	f-w511	hash4	11	120.0	20.0000	20.0000	1.94
sh1-64	f-w511	vm	11	100.0	16.6667	16.6667	1.94
sh1-64	f-prefix	serial	11	1980.0	180.0000	180.0000	1.94
sh1-64	f-prefix	firstbyte	11	140.0	12.7273	12.7273	1.94
sh1-64	f-prefix	trie	11	160.0	14.5455	14.5455	1.94
sh1-64	f-prefix	hash2	11	200.0	18.1818	18.1818	1.94
sh1-64	f-prefix	hash4	11	210.0	19.0909	19.0909	1.94
sh1-64	f-prefix	vm	11	160.0	14.5455	14.5455	1.94
sh1-64	f-w2047	serial	11	1440.0	180.0000	180.0000	1.94
sh1-64	f-w2047	firstbyte	11	110.0	13.7500	13.7500	1.94
sh1-64	f-w2047	trie	11	130.0	16.2500	16.2500	1.94
sh1-64	f-w2047	hash2	11	150.0	18.7500	18.7500	1.94
sh1-64	f-w2047	hash4	11	160.0	20.0000	20.0000	1.94
sh1-64	f-w2047	vm	11	120.0	15.0000	15.0000	1.94
sh1-64	f-w7	serial	11	720.0	180.0000	180.0000	1.94
sh1-64	f-w7	firstbyte	11	70.0	17.5000	17.5000	1.94
sh1-64	f-w7	trie	11	80.0	20.0000	20.0000	1.94
sh1-64	f-w7	hash2	11	90.0	22.5000	22.5000	1.94
sh1-64	f-w7	hash4	11	100.0	25.0000	25.0000	1.94
sh1-64	f-w7	vm	11	80.0	20.0000	20.0000	1.94
sh1-64	t-512k-sparse	serial	11	88517619.0	168.8340	168.8340	1.94
sh1-64	t-512k-sparse	firstbyte	11	9296059.0	17.7308	17.7308	1.94
sh1-64	t-512k-sparse	trie	11	6656396.0	12.6961	12.6961	1.94
sh1-64	t-512k-sparse	hash2	11	8883887.0	16.9447	16.9447	1.94
sh1-64	t-512k-sparse	hash4	11	10447185.0	19.9264	19.9264	1.94
sh1-64	t-512k-sparse	vm	11	6315674.0	12.0462	12.0462	1.94
sh1-64	t-128k-dense	serial	11	22117577.0	168.7437	168.7437	1.94
sh1-64	t-128k-dense	firstbyte	11	2366212.0	18.0528	18.0528	1.94
sh1-64	t-128k-dense	trie	11	1667428.0	12.7215	12.7215	1.94
sh1-64	t-128k-dense	hash2	11	2219902.0	16.9365	16.9365	1.94
sh1-64	t-128k-dense	hash4	11	2622544.0	20.0084	20.0084	1.94
sh1-64	t-128k-dense	vm	11	1589699.0	12.1284	12.1284	1.94
sh1-64	f-sh1	serial	11	1080.0	216.0000	216.0000	1.94
sh1-64	f-sh1	firstbyte	11	520.0	104.0000	104.0000	1.94
sh1-64	f-sh1	trie	11	130.0	26.0000	26.0000	1.94
sh1-64	f-sh1	hash2	11	190.0	38.0000	38.0000	1.94
sh1-64	f-sh1	hash4	11	170.0	34.0000	34.0000	1.94
sh1-64	f-sh1	vm	11	130.0	26.0000	26.0000	1.94
sh1-64	f-glued	serial	11	3210.0	178.3333	178.3333	1.94
sh1-64	f-glued	firstbyte	11	230.0	12.7778	12.7778	1.94
sh1-64	f-glued	trie	11	300.0	16.6667	16.6667	1.94
sh1-64	f-glued	hash2	11	390.0	21.6667	21.6667	1.94
sh1-64	f-glued	hash4	11	530.0	29.4444	29.4444	1.94
sh1-64	f-glued	vm	11	260.0	14.4444	14.4444	1.94
sh1-64	f-w255	serial	11	1870.0	267.1429	267.1429	1.94
sh1-64	f-w255	firstbyte	11	430.0	61.4286	61.4286	1.94
sh1-64	f-w255	trie	11	170.0	24.2857	24.2857	1.94
sh1-64	f-w255	hash2	11	190.0	27.1429	27.1429	1.94
sh1-64	f-w255	hash4	11	200.0	28.5714	28.5714	1.94
sh1-64	f-w255	vm	11	170.0	24.2857	24.2857	1.94
sh1-64	f-pfx3	serial	11	1830.0	228.7500	228.7500	1.94
sh1-64	f-pfx3	firstbyte	11	120.0	15.0000	15.0000	1.94
sh1-64	f-pfx3	trie	11	140.0	17.5000	17.5000	1.94
sh1-64	f-pfx3	hash2	11	190.0	23.7500	23.7500	1.94
sh1-64	f-pfx3	hash4	11	230.0	28.7500	28.7500	1.94
sh1-64	f-pfx3	vm	11	140.0	17.5000	17.5000	1.94
sh1-64	t-128k-sparse	serial	11	22159538.0	169.0639	169.0639	1.94
sh1-64	t-128k-sparse	firstbyte	11	2339823.0	17.8514	17.8514	2.03
sh1-64	t-128k-sparse	trie	11	1664699.0	12.7006	12.7006	2.03
sh1-64	t-128k-sparse	hash2	11	2213582.0	16.8883	16.8883	2.03
sh1-64	t-128k-sparse	hash4	11	2598653.0	19.8261	19.8261	2.03
sh1-64	t-128k-sparse	vm	11	1581118.0	12.0630	12.0630	2.03
sh1-64	f-bg	serial	11	2120.0	265.0000	265.0000	2.03
sh1-64	f-bg	firstbyte	11	740.0	92.5000	92.5000	2.03
sh1-64	f-bg	trie	11	190.0	23.7500	23.7500	2.03
sh1-64	f-bg	hash2	11	230.0	28.7500	28.7500	2.03
sh1-64	f-bg	hash4	11	260.0	32.5000	32.5000	2.03
sh1-64	f-bg	vm	11	160.0	20.0000	20.0000	2.03
sh1-64	f-upper	serial	11	2770.0	230.8333	230.8333	2.03
sh1-64	f-upper	firstbyte	11	160.0	13.3333	13.3333	2.03
sh1-64	f-upper	trie	11	210.0	17.5000	17.5000	2.03
sh1-64	f-upper	hash2	11	280.0	23.3333	23.3333	2.03
sh1-64	f-upper	hash4	11	350.0	29.1667	29.1667	2.03
sh1-64	f-upper	vm	11	190.0	15.8333	15.8333	2.03
sh1-64	f-near	serial	11	2740.0	228.3333	228.3333	2.03
sh1-64	f-near	firstbyte	11	160.0	13.3333	13.3333	2.03
sh1-64	f-near	trie	11	210.0	17.5000	17.5000	2.03
sh1-64	f-near	hash2	11	270.0	22.5000	22.5000	2.03
sh1-64	f-near	hash4	11	340.0	28.3333	28.3333	2.03
sh1-64	f-near	vm	11	180.0	15.0000	15.0000	2.03
sh1-64	f-sfx	serial	11	2030.0	225.5556	225.5556	2.03
sh1-64	f-sfx	firstbyte	11	130.0	14.4444	14.4444	2.03
sh1-64	f-sfx	trie	11	170.0	18.8889	18.8889	2.03
sh1-64	f-sfx	hash2	11	210.0	23.3333	23.3333	2.03
sh1-64	f-sfx	hash4	11	260.0	28.8889	28.8889	2.03
