pattern	subject	algo	rounds	median_ns	ns_per_byte	ns_per_call	load1
w-64	f-s0	vm	11	100.0	25.0000	25.0000	1.13
w-64	t-128k-clean	serial	11	24902641.0	189.9921	189.9921	1.13
w-64	t-128k-clean	firstbyte	11	2372625.0	18.1017	18.1017	1.13
w-64	t-128k-clean	trie	11	3714412.0	28.3387	28.3387	1.13
w-64	t-128k-clean	hash2	11	2317494.0	17.6811	17.6811	1.13
w-64	t-128k-clean	hash4	11	6437749.0	49.1161	49.1161	1.13
w-64	t-128k-clean	vm	11	3558821.0	27.1516	27.1516	1.13
w-64	f-w511	serial	11	1360.0	226.6667	226.6667	1.13
w-64	f-w511	firstbyte	11	120.0	20.0000	20.0000	1.13
w-64	f-w511	trie	11	170.0	28.3333	28.3333	1.13
w-64	f-w511	hash2	11	120.0	20.0000	20.0000	1.13
w-64	f-w511	hash4	11	320.0	53.3333	53.3333	1.13
w-64	f-w511	vm	11	170.0	28.3333	28.3333	1.13
w-64	f-prefix	serial	11	2390.0	217.2727	217.2727	1.13
w-64	f-prefix	firstbyte	11	210.0	19.0909	19.0909	1.13
w-64	f-prefix	trie	11	360.0	32.7273	32.7273	1.13
w-64	f-prefix	hash2	11	240.0	21.8182	21.8182	1.13
w-64	f-prefix	hash4	11	600.0	54.5455	54.5455	1.13
w-64	f-prefix	vm	11	350.0	31.8182	31.8182	1.13
w-64	f-w2047	serial	11	1710.0	213.7500	213.7500	1.13
w-64	f-w2047	firstbyte	11	180.0	22.5000	22.5000	1.13
w-64	f-w2047	trie	11	270.0	33.7500	33.7500	1.13
w-64	f-w2047	hash2	11	150.0	18.7500	18.7500	1.13
w-64	f-w2047	hash4	11	430.0	53.7500	53.7500	1.13
w-64	f-w2047	vm	11	270.0	33.7500	33.7500	1.13
w-64	f-w7	serial	11	680.0	170.0000	170.0000	1.13
w-64	f-w7	firstbyte	11	90.0	22.5000	22.5000	1.13
w-64	f-w7	trie	11	140.0	35.0000	35.0000	1.13
w-64	f-w7	hash2	11	120.0	30.0000	30.0000	1.13
w-64	f-w7	hash4	11	230.0	57.5000	57.5000	1.13
w-64	f-w7	vm	11	130.0	32.5000	32.5000	1.13
w-64	t-512k-sparse	serial	11	99774236.0	190.3043	190.3043	1.13
w-64	t-512k-sparse	firstbyte	11	9530078.0	18.1772	18.1772	1.13
w-64	t-512k-sparse	trie	11	14968241.0	28.5497	28.5497	1.13
w-64	t-512k-sparse	hash2	11	9294377.0	17.7276	17.7276	1.13
w-64	t-512k-sparse	hash4	11	25730926.0	49.0778	49.0778	1.13
w-64	t-512k-sparse	vm	11	14275457.0	27.2283	27.2283	1.13
w-64	t-128k-dense	serial	11	24958652.0	190.4194	190.4194	1.20
w-64	t-128k-dense	firstbyte	11	2387514.0	18.2153	18.2153	1.20
w-64	t-128k-dense	trie	11	3719943.0	28.3809	28.3809	1.20
w-64	t-128k-dense	hash2	11	2336554.0	17.8265	17.8265	1.20
w-64	t-128k-dense	hash4	11	6487259.0	49.4939	49.4939	1.20
w-64	t-128k-dense	vm	11	3594992.0	27.4276	27.4276	1.20
w-64	f-sh1	serial	11	1120.0	224.0000	224.0000	1.20
w-64	f-sh1	firstbyte	11	110.0	22.0000	22.0000	1.20
w-64	f-sh1	trie	11	180.0	36.0000	36.0000	1.20
w-64	f-sh1	hash2	11	120.0	24.0000	24.0000	1.20
w-64	f-sh1	hash4	11	240.0	48.0000	48.0000	1.20
w-64	f-sh1	vm	11	170.0	34.0000	34.0000	1.20
w-64	f-glued	serial	11	3650.0	202.7778	202.7778	1.20
w-64	f-glued	firstbyte	11	340.0	18.8889	18.8889	1.20
w-64	f-glued	trie	11	520.0	28.8889	28.8889	1.20
w-64	f-glued	hash2	11	420.0	23.3333	23.3333	1.20
w-64	f-glued	hash4	11	930.0	51.6667	51.6667	1.20
w-64	f-glued	vm	11	490.0	27.2222	27.2222	1.20
w-64	f-w255	serial	11	1500.0	214.2857	214.2857	1.20
w-64	f-w255	firstbyte	11	150.0	21.4286	21.4286	1.20
w-64	f-w255	trie	11	210.0	30.0000	30.0000	1.20
w-64	f-w255	hash2	11	140.0	20.0000	20.0000	1.20
w-64	f-w255	hash4	11	390.0	55.7143	55.7143	1.20
w-64	f-w255	vm	11	200.0	28.5714	28.5714	1.20
w-64	f-pfx3	serial	11	1700.0	212.5000	212.5000	1.20
w-64	f-pfx3	firstbyte	11	190.0	23.7500	23.7500	1.20
w-64	f-pfx3	trie	11	260.0	32.5000	32.5000	1.20
w-64	f-pfx3	hash2	11	190.0	23.7500	23.7500	1.20
w-64	f-pfx3	hash4	11	400.0	50.0000	50.0000	1.20
w-64	f-pfx3	vm	11	240.0	30.0000	30.0000	1.20
w-64	t-128k-sparse	serial	11	24907071.0	190.0259	190.0259	1.20
w-64	t-128k-sparse	firstbyte	11	2374624.0	18.1169	18.1169	1.20
w-64	t-128k-sparse	trie	11	3707142.0	28.2832	28.2832	1.20
w-64	t-128k-sparse	hash2	11	2322094.0	17.7162	17.7162	1.20
w-64	t-128k-sparse	hash4	11	6455599.0	49.2523	49.2523	1.20
w-64	t-128k-sparse	vm	11	3556611.0	27.1348	27.1348	1.20
w-64	f-bg	serial	11	1800.0	225.0000	225.0000	1.20
w-64	f-bg	firstbyte	11	220.0	27.5000	27.5000	1.20
w-64	f-bg	trie	11	220.0	27.5000	27.5000	1.20
w-64	f-bg	hash2	11	200.0	25.0000	25.0000	1.20
w-64	f-bg	hash4	11	470.0	58.7500	58.7500	1.20
w-64	f-bg	vm	11	210.0	26.2500	26.2500	1.20
w-64	f-upper	serial	11	2250.0	187.5000	187.5000	1.20
w-64	f-upper	firstbyte	11	160.0	13.3333	13.3333	1.20
w-64	f-upper	trie	11	290.0	24.1667	24.1667	1.20
w-64	f-upper	hash2	11	250.0	20.8333	20.8333	1.20
w-64	f-upper	hash4	11	560.0	46.6667	46.6667	1.20
w-64	f-upper	vm	11	280.0	23.3333	23.3333	1.20
w-64	f-near	serial	11	2530.0	210.8333	210.8333	1.20
w-64	f-near	firstbyte	11	240.0	20.0000	20.0000	1.20
w-64	f-near	trie	11	400.0	33.3333	33.3333	1.20
w-64	f-near	hash2	11	270.0	22.5000	22.5000	1.20
w-64	f-near	hash4	11	640.0	53.3333	53.3333	1.20
w-64	f-near	vm	11	360.0	30.0000	30.0000	1.20
w-64	f-sfx	serial	11	1860.0	206.6667	206.6667	1.20
w-64	f-sfx	firstbyte	11	180.0	20.0000	20.0000	1.20
w-64	f-sfx	trie	11	270.0	30.0000	30.0000	1.20
w-64	f-sfx	hash2	11	190.0	21.1111	21.1111	1.20
w-64	f-sfx	hash4	11	480.0	53.3333	53.3333	1.20
w-64	f-sfx	vm	11	270.0	30.0000	30.0000	1.20
s-512	f-cnt2	serial	11	28040.0	1752.5000	1752.5000	1.20
s-512	f-cnt2	firstbyte	11	1700.0	106.2500	106.2500	1.20
s-512	f-cnt2	trie	11	610.0	38.1250	38.1250	1.20
s-512	f-cnt2	hash2	11	420.0	26.2500	26.2500	1.20
s-512	f-cnt2	hash4	11	2200.0	137.5000	137.5000	1.20
s-512	f-cnt2	vm	11	620.0	38.7500	38.7500	1.20
s-512	f-nar4	serial	11	15700.0	1744.4444	1744.4444	1.20
s-512	f-nar4	firstbyte	11	880.0	97.7778	97.7778	1.20
s-512	f-nar4	trie	11	440.0	48.8889	48.8889	1.20
s-512	f-nar4	hash2	11	260.0	28.8889	28.8889	1.20
s-512	f-nar4	hash4	11	1130.0	125.5556	125.5556	1.20
s-512	f-nar4	vm	11	410.0	45.5556	45.5556	1.20
s-512	f-w0	serial	11	21350.0	1779.1667	1779.1667	1.20
s-512	f-w0	firstbyte	11	1300.0	108.3333	108.3333	1.20
s-512	f-w0	trie	11	400.0	33.3333	33.3333	1.20
s-512	f-w0	hash2	11	320.0	26.6667	26.6667	1.20
s-512	f-w0	hash4	11	1660.0	138.3333	138.3333	1.20
s-512	f-w0	vm	11	400.0	33.3333	33.3333	1.20
s-512	f-s4095	serial	11	7220.0	1805.0000	1805.0000	1.20
s-512	f-s4095	firstbyte	11	440.0	110.0000	110.0000	1.20
s-512	f-s4095	trie	11	160.0	40.0000	40.0000	1.20
s-512	f-s4095	hash2	11	120.0	30.0000	30.0000	1.20
s-512	f-s4095	hash4	11	530.0	132.5000	132.5000	1.20
s-512	f-s4095	vm	11	160.0	40.0000	40.0000	1.20
s-512	f-s0	serial	11	5200.0	1300.0000	1300.0000	1.20
s-512	f-s0	firstbyte	11	310.0	77.5000	77.5000	1.20
s-512	f-s0	trie	11	110.0	27.5000	27.5000	1.20
s-512	f-s0	hash2	11	120.0	30.0000	30.0000	1.20
s-512	f-s0	hash4	11	510.0	127.5000	127.5000	1.20
s-512	f-s0	vm	11	120.0	30.0000	30.0000	1.20
s-512	t-128k-clean	serial	11	211741985.0	1615.4631	1615.4631	1.20
s-512	t-128k-clean	firstbyte	11	10463523.0	79.8303	79.8303	1.20
s-512	t-128k-clean	trie	11	5261102.0	40.1390	40.1390	1.20
s-512	t-128k-clean	hash2	11	3898414.0	29.7425	29.7425	1.20
s-512	t-128k-clean	hash4	11	16427310.0	125.3304	125.3304	1.20
s-512	t-128k-clean	vm	11	5178631.0	39.5098	39.5098	1.20
s-512	f-w511	serial	11	11000.0	1833.3333	1833.3333	1.20
s-512	f-w511	firstbyte	11	580.0	96.6667	96.6667	1.20
s-512	f-w511	trie	11	280.0	46.6667	46.6667	1.20
s-512	f-w511	hash2	11	150.0	25.0000	25.0000	1.20
s-512	f-w511	hash4	11	780.0	130.0000	130.0000	1.20
s-512	f-w511	vm	11	260.0	43.3333	43.3333	1.20
s-512	f-prefix	serial	11	19370.0	1760.9091	1760.9091	1.20
s-512	f-prefix	firstbyte	11	1190.0	108.1818	108.1818	1.20
s-512	f-prefix	trie	11	470.0	42.7273	42.7273	1.20
s-512	f-prefix	hash2	11	300.0	27.2727	27.2727	1.20
s-512	f-prefix	hash4	11	1490.0	135.4545	135.4545	1.20
s-512	f-prefix	vm	11	430.0	39.0909	39.0909	1.20
s-512	f-w2047	serial	11	13660.0	1707.5000	1707.5000	1.20
s-512	f-w2047	firstbyte	11	700.0	87.5000	87.5000	1.20
s-512	f-w2047	trie	11	290.0	36.2500	36.2500	1.20
s-512	f-w2047	hash2	11	190.0	23.7500	23.7500	1.20
s-512	f-w2047	hash4	11	1010.0	126.2500	126.2500	1.20
s-512	f-w2047	vm	11	240.0	30.0000	30.0000	1.20
s-512	f-w7	serial	11	7230.0	1807.5000	1807.5000	1.20
s-512	f-w7	firstbyte	11	380.0	95.0000	95.0000	1.20
s-512	f-w7	trie	11	180.0	45.0000	45.0000	1.20
s-512	f-w7	hash2	11	110.0	27.5000	27.5000	1.20
s-512	f-w7	hash4	11	520.0	130.0000	130.0000	1.20
s-512	f-w7	vm	11	170.0	42.5000	42.5000	1.20
s-512	t-512k-sparse	serial	11	847169121.0	1615.8469	1615.8469	1.32
s-512	t-512k-sparse	firstbyte	11	41957485.0	80.0276	80.0276	1.32
s-512	t-512k-sparse	trie	11	21190768.0	40.4182	40.4182	1.32
s-512	t-512k-sparse	hash2	11	15644775.0	29.8400	29.8400	1.29
s-512	t-512k-sparse	hash4	11	65696299.0	125.3057	125.3057	1.29
s-512	t-512k-sparse	vm	11	20739676.0	39.5578	39.5578	1.29
s-512	t-128k-dense	serial	11	212053227.0	1617.8377	1617.8377	1.29
s-512	t-128k-dense	firstbyte	11	10573004.0	80.6656	80.6656	1.29
s-512	t-128k-dense	trie	11	5280642.0	40.2881	40.2881	1.29
s-512	t-128k-dense	hash2	11	3921634.0	29.9197	29.9197	1.29
s-512	t-128k-dense	hash4	11	16451429.0	125.5144	125.5144	1.29
s-512	t-128k-dense	vm	11	5224871.0	39.8626	39.8626	1.29
s-512	f-sh1	serial	11	9041.0	1808.2000	1808.2000	1.29
s-512	f-sh1	firstbyte	11	390.0	78.0000	78.0000	1.29
s-512	f-sh1	trie	11	150.0	30.0000	30.0000	1.29
s-512	f-sh1	hash2	11	110.0	22.0000	22.0000	1.29
s-512	f-sh1	hash4	11	580.0	116.0000	116.0000	1.29
s-512	f-sh1	vm	11	160.0	32.0000	32.0000	1.29
s-512	f-glued	serial	11	31780.0	1765.5556	1765.5556	1.29
s-512	f-glued	firstbyte	11	1940.0	107.7778	107.7778	1.29
s-512	f-glued	trie	11	610.0	33.8889	33.8889	1.29
s-512	f-glued	hash2	11	500.0	27.7778	27.7778	1.29
s-512	f-glued	hash4	11	2520.0	140.0000	140.0000	1.29
s-512	f-glued	vm	11	610.0	33.8889	33.8889	1.29
s-512	f-w255	serial	11	12200.0	1742.8571	1742.8571	1.29
s-512	f-w255	firstbyte	11	620.0	88.5714	88.5714	1.29
s-512	f-w255	trie	11	290.0	41.4286	41.4286	1.29
s-512	f-w255	hash2	11	170.0	24.2857	24.2857	1.29
s-512	f-w255	hash4	11	910.0	130.0000	130.0000	1.29
s-512	f-w255	vm	11	290.0	41.4286	41.4286	1.29
s-512	f-pfx3	serial	11	14220.0	1777.5000	1777.5000	1.29
s-512	f-pfx3	firstbyte	11	790.0	98.7500	98.7500	1.29
s-512	f-pfx3	trie	11	320.0	40.0000	40.0000	1.29
s-512	f-pfx3	hash2	11	200.0	25.0000	25.0000	1.29
s-512	f-pfx3	hash4	11	990.0	123.7500	123.7500	1.29
s-512	f-pfx3	vm	11	320.0	40.0000	40.0000	1.29
s-512	t-128k-sparse	serial	11	211636184.0	1614.6559	1614.6559	1.27
s-512	t-128k-sparse	firstbyte	11	10456244.0	79.7748	79.7748	1.27
s-512	t-128k-sparse	trie	11	5234832.0	39.9386	39.9386	1.27
s-512	t-128k-sparse	hash2	11	3899713.0	29.7524	29.7524	1.27
s-512	t-128k-sparse	hash4	11	16486680.0	125.7834	125.7834	1.27
s-512	t-128k-sparse	vm	11	5178792.0	39.5110	39.5110	1.27
s-512	f-bg	serial	11	14340.0	1792.5000	1792.5000	1.27
s-512	f-bg	firstbyte	11	790.0	98.7500	98.7500	1.27
s-512	f-bg	trie	11	310.0	38.7500	38.7500	1.27
s-512	f-bg	hash2	11	200.0	25.0000	25.0000	1.27
s-512	f-bg	hash4	11	1070.0	133.7500	133.7500	1.27
s-512	f-bg	vm	11	270.0	33.7500	33.7500	1.27
s-512	f-upper	serial	11	17170.0	1430.8333	1430.8333	1.27
s-512	f-upper	firstbyte	11	150.0	12.5000	12.5000	1.27
s-512	f-upper	trie	11	300.0	25.0000	25.0000	1.27
s-512	f-upper	hash2	11	220.0	18.3333	18.3333	1.27
s-512	f-upper	hash4	11	1310.0	109.1667	109.1667	1.27
s-512	f-upper	vm	11	290.0	24.1667	24.1667	1.27
s-512	f-near	serial	11	21090.0	1757.5000	1757.5000	1.27
s-512	f-near	firstbyte	11	1260.0	105.0000	105.0000	1.27
s-512	f-near	trie	11	510.0	42.5000	42.5000	1.27
s-512	f-near	hash2	11	330.0	27.5000	27.5000	1.27
s-512	f-near	hash4	11	1620.0	135.0000	135.0000	1.27
s-512	f-near	vm	11	500.0	41.6667	41.6667	1.27
s-512	f-sfx	serial	11	15810.0	1756.6667	1756.6667	1.27
s-512	f-sfx	firstbyte	11	930.0	103.3333	103.3333	1.27
s-512	f-sfx	trie	11	370.0	41.1111	41.1111	1.27
s-512	f-sfx	hash2	11	280.0	31.1111	31.1111	1.27
s-512	f-sfx	hash4	11	1190.0	132.2222	132.2222	1.27
s-512	f-sfx	vm	11	370.0	41.1111	41.1111	1.27
w-2048	f-cnt2	serial	11	111251.0	6953.1875	6953.1875	1.27
w-2048	f-cnt2	firstbyte	11	5500.0	343.7500	343.7500	1.27
w-2048	f-cnt2	trie	11	750.0	46.8750	46.8750	1.27
w-2048	f-cnt2	hash2	11	640.0	40.0000	40.0000	1.27
w-2048	f-cnt2	hash4	11	9341.0	583.8125	583.8125	1.27
w-2048	f-cnt2	vm	11	730.0	45.6250	45.6250	1.27
w-2048	f-nar4	serial	11	77061.0	8562.3333	8562.3333	1.27
w-2048	f-nar4	firstbyte	11	3810.0	423.3333	423.3333	1.27
w-2048	f-nar4	trie	11	420.0	46.6667	46.6667	1.27
w-2048	f-nar4	hash2	11	350.0	38.8889	38.8889	1.27
w-2048	f-nar4	hash4	11	5470.0	607.7778	607.7778	1.27
w-2048	f-nar4	vm	11	420.0	46.6667	46.6667	1.27
w-2048	f-w0	serial	11	92571.0	7714.2500	7714.2500	1.27
w-2048	f-w0	firstbyte	11	4260.0	355.0000	355.0000	1.27
w-2048	f-w0	trie	11	480.0	40.0000	40.0000	1.27
w-2048	f-w0	hash2	11	470.0	39.1667	39.1667	1.27
w-2048	f-w0	hash4	11	6990.0	582.5000	582.5000	1.27
w-2048	f-w0	vm	11	450.0	37.5000	37.5000	1.27
w-2048	f-s4095	serial	11	28000.0	7000.0000	7000.0000	1.27
w-2048	f-s4095	firstbyte	11	1450.0	362.5000	362.5000	1.27
w-2048	f-s4095	trie	11	130.0	32.5000	32.5000	1.27
w-2048	f-s4095	hash2	11	130.0	32.5000	32.5000	1.27
w-2048	f-s4095	hash4	11	2370.0	592.5000	592.5000	1.27
w-2048	f-s4095	vm	11	190.0	47.5000	47.5000	1.27
w-2048	f-s0	serial	11	27970.0	6992.5000	6992.5000	1.27
w-2048	f-s0	firstbyte	11	1520.0	380.0000	380.0000	1.27
w-2048	f-s0	trie	11	180.0	45.0000	45.0000	1.27
w-2048	f-s0	hash2	11	140.0	35.0000	35.0000	1.27
w-2048	f-s0	hash4	11	2480.0	620.0000	620.0000	1.27
w-2048	f-s0	vm	11	160.0	40.0000	40.0000	1.27
w-2048	t-128k-clean	serial	11	846125454.0	6455.4249	6455.4249	1.23
w-2048	t-128k-clean	firstbyte	11	42263366.0	322.4439	322.4439	1.23
w-2048	t-128k-clean	trie	11	7110124.0	54.2459	54.2459	1.23
w-2048	t-128k-clean	hash2	11	5361683.0	40.9064	40.9064	1.23
w-2048	t-128k-clean	hash4	11	75999291.0	579.8286	579.8286	1.23
w-2048	t-128k-clean	vm	11	7011653.0	53.4947	53.4947	1.23
w-2048	f-w511	serial	11	39740.0	6623.3333	6623.3333	1.23
w-2048	f-w511	firstbyte	11	2250.0	375.0000	375.0000	1.23
w-2048	f-w511	trie	11	310.0	51.6667	51.6667	1.23
w-2048	f-w511	hash2	11	230.0	38.3333	38.3333	1.23
w-2048	f-w511	hash4	11	3660.0	610.0000	610.0000	1.23
w-2048	f-w511	vm	11	300.0	50.0000	50.0000	1.23
w-2048	f-prefix	serial	11	95200.0	8654.5455	8654.5455	1.23
w-2048	f-prefix	firstbyte	11	4240.0	385.4545	385.4545	1.23
w-2048	f-prefix	trie	11	520.0	47.2727	47.2727	1.23
w-2048	f-prefix	hash2	11	450.0	40.9091	40.9091	1.23
w-2048	f-prefix	hash4	11	6460.0	587.2727	587.2727	1.23
w-2048	f-prefix	vm	11	490.0	44.5455	44.5455	1.23
w-2048	f-w2047	serial	11	68460.0	8557.5000	8557.5000	1.23
w-2048	f-w2047	firstbyte	11	3450.0	431.2500	431.2500	1.23
w-2048	f-w2047	trie	11	410.0	51.2500	51.2500	1.23
w-2048	f-w2047	hash2	11	360.0	45.0000	45.0000	1.23
w-2048	f-w2047	hash4	11	4820.0	602.5000	602.5000	1.23
w-2048	f-w2047	vm	11	420.0	52.5000	52.5000	1.23
w-2048	f-w7	serial	11	20800.0	5200.0000	5200.0000	1.23
w-2048	f-w7	firstbyte	11	1240.0	310.0000	310.0000	1.23
w-2048	f-w7	trie	11	190.0	47.5000	47.5000	1.23
w-2048	f-w7	hash2	11	140.0	35.0000	35.0000	1.23
w-2048	f-w7	hash4	11	2320.0	580.0000	580.0000	1.23
w-2048	f-w7	vm	11	180.0	45.0000	45.0000	1.23
w-2048	t-512k-sparse	serial	11	3384983110.0	6456.3429	6456.3429	1.15
w-2048	t-512k-sparse	firstbyte	11	170314313.0	324.8488	324.8488	1.15
w-2048	t-512k-sparse	trie	11	28386003.0	54.1420	54.1420	1.15
w-2048	t-512k-sparse	hash2	11	21485201.0	40.9798	40.9798	1.15
w-2048	t-512k-sparse	hash4	11	304927320.0	581.6027	581.6027	1.13
w-2048	t-512k-sparse	vm	11	28071140.0	53.5415	53.5415	1.13
w-2048	t-128k-dense	serial	11	847894935.0	6468.9250	6468.9250	1.11
w-2048	t-128k-dense	firstbyte	11	42575479.0	324.8251	324.8251	1.11
w-2048	t-128k-dense	trie	11	7155004.0	54.5883	54.5883	1.11
w-2048	t-128k-dense	hash2	11	5380153.0	41.0473	41.0473	1.11
w-2048	t-128k-dense	hash4	11	76276863.0	581.9463	581.9463	1.11
w-2048	t-128k-dense	vm	11	7101863.0	54.1829	54.1829	1.11
w-2048	f-sh1	serial	11	36940.0	7388.0000	7388.0000	1.11
w-2048	f-sh1	firstbyte	11	1870.0	374.0000	374.0000	1.11
w-2048	f-sh1	trie	11	240.0	48.0000	48.0000	1.11
w-2048	f-sh1	hash2	11	160.0	32.0000	32.0000	1.11
w-2048	f-sh1	hash4	11	3000.0	600.0000	600.0000	1.11
w-2048	f-sh1	vm	11	250.0	50.0000	50.0000	1.11
w-2048	f-glued	serial	11	131950.0	7330.5556	7330.5556	1.11
w-2048	f-glued	firstbyte	11	6290.0	349.4444	349.4444	1.11
w-2048	f-glued	trie	11	750.0	41.6667	41.6667	1.11
w-2048	f-glued	hash2	11	700.0	38.8889	38.8889	1.11
w-2048	f-glued	hash4	11	10500.0	583.3333	583.3333	1.11
w-2048	f-glued	vm	11	760.0	42.2222	42.2222	1.11
w-2048	f-w255	serial	11	47931.0	6847.2857	6847.2857	1.11
w-2048	f-w255	firstbyte	11	2640.0	377.1429	377.1429	1.11
w-2048	f-w255	trie	11	300.0	42.8571	42.8571	1.11
w-2048	f-w255	hash2	11	260.0	37.1429	37.1429	1.11
w-2048	f-w255	hash4	11	4310.0	615.7143	615.7143	1.11
w-2048	f-w255	vm	11	290.0	41.4286	41.4286	1.11
w-2048	f-pfx3	serial	11	66650.0	8331.2500	8331.2500	1.11
w-2048	f-pfx3	firstbyte	11	3190.0	398.7500	398.7500	1.11
w-2048	f-pfx3	trie	11	330.0	41.2500	41.2500	1.11
w-2048	f-pfx3	hash2	11	270.0	33.7500	33.7500	1.11
w-2048	f-pfx3	hash4	11	4680.0	585.0000	585.0000	1.11
w-2048	f-pfx3	vm	11	360.0	45.0000	45.0000	1.11
w-2048	t-128k-sparse	serial	11	844423944.0	6442.4434	6442.4434	1.10
w-2048	t-128k-sparse	firstbyte	11	42280296.0	322.5731	322.5731	1.10
w-2048	t-128k-sparse	trie	11	7104343.0	54.2018	54.2018	1.10
w-2048	t-128k-sparse	hash2	11	5388033.0	41.1074	41.1074	1.10
w-2048	t-128k-sparse	hash4	11	75846240.0	578.6609	578.6609	1.09
w-2048	t-128k-sparse	vm	11	7005723.0	53.4494	53.4494	1.09
w-2048	f-bg	serial	11	66590.0	8323.7500	8323.7500	1.09
w-2048	f-bg	firstbyte	11	2990.0	373.7500	373.7500	1.09
w-2048	f-bg	trie	11	270.0	33.7500	33.7500	1.09
w-2048	f-bg	hash2	11	300.0	37.5000	37.5000	1.09
w-2048	f-bg	hash4	11	4930.0	616.2500	616.2500	1.09
w-2048	f-bg	vm	11	330.0	41.2500	41.2500	1.09
w-2048	f-upper	serial	11	85360.0	7113.3333	7113.3333	1.09
w-2048	f-upper	firstbyte	11	150.0	12.5000	12.5000	1.09
w-2048	f-upper	trie	11	290.0	24.1667	24.1667	1.09
w-2048	f-upper	hash2	11	220.0	18.3333	18.3333	1.09
w-2048	f-upper	hash4	11	6030.0	502.5000	502.5000	1.09
w-2048	f-upper	vm	11	270.0	22.5000	22.5000	1.09
w-2048	f-near	serial	11	98841.0	8236.7500	8236.7500	1.09
w-2048	f-near	firstbyte	11	4750.0	395.8333	395.8333	1.09
w-2048	f-near	trie	11	550.0	45.8333	45.8333	1.09
w-2048	f-near	hash2	11	510.0	42.5000	42.5000	1.09
w-2048	f-near	hash4	11	6980.0	581.6667	581.6667	1.09
w-2048	f-near	vm	11	570.0	47.5000	47.5000	1.09
w-2048	f-sfx	serial	11	77210.0	8578.8889	8578.8889	1.09
w-2048	f-sfx	firstbyte	11	3740.0	415.5556	415.5556	1.09
w-2048	f-sfx	trie	11	430.0	47.7778	47.7778	1.09
w-2048	f-sfx	hash2	11	360.0	40.0000	40.0000	1.09
w-2048	f-sfx	hash4	11	5330.0	592.2222	592.2222	1.09
w-2048	f-sfx	vm	11	430.0	47.7778	47.7778	1.09
srt-1024	f-cnt2	serial	11	51010.0	3188.1250	3188.1250	1.09
srt-1024	f-cnt2	firstbyte	11	2750.0	171.8750	171.8750	1.09
srt-1024	f-cnt2	trie	11	830.0	51.8750	51.8750	1.09
srt-1024	f-cnt2	hash2	11	500.0	31.2500	31.2500	1.09
srt-1024	f-cnt2	hash4	11	5160.0	322.5000	322.5000	1.09
srt-1024	f-cnt2	vm	11	830.0	51.8750	51.8750	1.09
srt-1024	f-nar4	serial	11	33390.0	3710.0000	3710.0000	1.09
srt-1024	f-nar4	firstbyte	11	1760.0	195.5556	195.5556	1.09
srt-1024	f-nar4	trie	11	380.0	42.2222	42.2222	1.09
srt-1024	f-nar4	hash2	11	300.0	33.3333	33.3333	1.09
srt-1024	f-nar4	hash4	11	2870.0	318.8889	318.8889	1.09
srt-1024	f-nar4	vm	11	390.0	43.3333	43.3333	1.09
srt-1024	f-w0	serial	11	42220.0	3518.3333	3518.3333	1.09
srt-1024	f-w0	firstbyte	11	2020.0	168.3333	168.3333	1.09
srt-1024	f-w0	trie	11	570.0	47.5000	47.5000	1.09
srt-1024	f-w0	hash2	11	350.0	29.1667	29.1667	1.09
srt-1024	f-w0	hash4	11	3890.0	324.1667	324.1667	1.09
srt-1024	f-w0	vm	11	570.0	47.5000	47.5000	1.09
srt-1024	f-s4095	serial	11	12140.0	3035.0000	3035.0000	1.09
srt-1024	f-s4095	firstbyte	11	720.0	180.0000	180.0000	1.09
srt-1024	f-s4095	trie	11	170.0	42.5000	42.5000	1.09
srt-1024	f-s4095	hash2	11	110.0	27.5000	27.5000	1.09
srt-1024	f-s4095	hash4	11	1290.0	322.5000	322.5000	1.09
srt-1024	f-s4095	vm	11	180.0	45.0000	45.0000	1.09
srt-1024	f-s0	serial	11	12260.0	3065.0000	3065.0000	1.09
srt-1024	f-s0	firstbyte	11	660.0	165.0000	165.0000	1.09
srt-1024	f-s0	trie	11	140.0	35.0000	35.0000	1.09
srt-1024	f-s0	hash2	11	130.0	32.5000	32.5000	1.09
srt-1024	f-s0	hash4	11	1300.0	325.0000	325.0000	1.09
srt-1024	f-s0	vm	11	170.0	42.5000	42.5000	1.09
srt-1024	t-128k-clean	serial	11	366989126.0	2799.9048	2799.9048	1.09
srt-1024	t-128k-clean	firstbyte	11	19619589.0	149.6856	149.6856	1.09
srt-1024	t-128k-clean	trie	11	6270208.0	47.8379	47.8379	1.09
srt-1024	t-128k-clean	hash2	11	4483817.0	34.2088	34.2088	1.09
srt-1024	t-128k-clean	hash4	11	41808694.0	318.9750	318.9750	1.08
srt-1024	t-128k-clean	vm	11	6165448.0	47.0386	47.0386	1.08
srt-1024	f-w511	serial	11	18680.0	3113.3333	3113.3333	1.08
srt-1024	f-w511	firstbyte	11	1040.0	173.3333	173.3333	1.08
srt-1024	f-w511	trie	11	300.0	50.0000	50.0000	1.08
srt-1024	f-w511	hash2	11	190.0	31.6667	31.6667	1.08
srt-1024	f-w511	hash4	11	2000.0	333.3333	333.3333	1.08
srt-1024	f-w511	vm	11	250.0	41.6667	41.6667	1.08
srt-1024	f-prefix	serial	11	40230.0	3657.2727	3657.2727	1.08
srt-1024	f-prefix	firstbyte	11	1950.0	177.2727	177.2727	1.08
srt-1024	f-prefix	trie	11	570.0	51.8182	51.8182	1.08
