pattern	subject	algo	positions	total_tries	tries_per_byte	total_verify_bytes	verify_bytes_per_byte	total_frames	frames_per_byte	max_deferred
s-4096	t-512k-sparse	vm	524288	16597573	31.6574	1341718	2.5591	12	0.0000	0
s-4096	t-128k-dense	serial	131072	536477760	4093.0005	553239625	4220.8834	0	0.0000	0
s-4096	t-128k-dense	firstbyte	131072	16210654	123.6775	32972519	251.5604	0	0.0000	0
s-4096	t-128k-dense	trie	131072	4152793	31.6833	337609	2.5758	0	0.0000	0
s-4096	t-128k-dense	hash2	131072	795958	6.0727	551376	4.2067	0	0.0000	0
s-4096	t-128k-dense	hash4	131072	19141090	146.0349	19462591	148.4878	0	0.0000	0
s-4096	t-128k-dense	vm	131072	4152793	31.6833	337609	2.5758	192	0.0015	0
s-4096	f-sh1	serial	5	20480	4096.0000	21091	4218.2000	0	0.0000	0
s-4096	f-sh1	firstbyte	5	758	151.6000	1369	273.8000	0	0.0000	0
s-4096	f-sh1	trie	5	124	24.8000	14	2.8000	0	0.0000	0
s-4096	f-sh1	hash2	5	26	5.2000	17	3.4000	0	0.0000	0
s-4096	f-sh1	hash4	5	724	144.8000	733	146.6000	0	0.0000	0
s-4096	f-sh1	vm	5	124	24.8000	14	2.8000	0	0.0000	0
s-4096	f-glued	serial	18	73728	4096.0000	76542	4252.3333	0	0.0000	0
s-4096	f-glued	firstbyte	18	2846	158.1111	5660	314.4444	0	0.0000	0
s-4096	f-glued	trie	18	483	26.8333	51	2.8333	0	0.0000	0
s-4096	f-glued	hash2	18	162	9.0000	123	6.8333	0	0.0000	0
s-4096	f-glued	hash4	18	2622	145.6667	2726	151.4444	0	0.0000	0
s-4096	f-glued	vm	18	483	26.8333	51	2.8333	0	0.0000	0
s-4096	f-w255	serial	7	28672	4096.0000	29646	4235.1429	0	0.0000	0
s-4096	f-w255	firstbyte	7	1084	154.8571	2058	294.0000	0	0.0000	0
s-4096	f-w255	trie	7	228	32.5714	19	2.7143	0	0.0000	0
s-4096	f-w255	hash2	7	42	6.0000	27	3.8571	0	0.0000	0
s-4096	f-w255	hash4	7	1016	145.1429	1045	149.2857	0	0.0000	0
s-4096	f-w255	vm	7	228	32.5714	19	2.7143	0	0.0000	0
s-4096	f-pfx3	serial	8	32768	4096.0000	33950	4243.7500	0	0.0000	0
s-4096	f-pfx3	firstbyte	8	1314	164.2500	2496	312.0000	0	0.0000	0
s-4096	f-pfx3	trie	8	177	22.1250	22	2.7500	0	0.0000	0
s-4096	f-pfx3	hash2	8	57	7.1250	37	4.6250	0	0.0000	0
s-4096	f-pfx3	hash4	8	1163	145.3750	1174	146.7500	0	0.0000	0
s-4096	f-pfx3	vm	8	177	22.1250	22	2.7500	0	0.0000	0
s-4096	t-128k-sparse	serial	131072	536864769	4095.9531	553469893	4222.6402	0	0.0000	0
s-4096	t-128k-sparse	firstbyte	131072	16059166	122.5217	32664290	249.2088	0	0.0000	0
s-4096	t-128k-sparse	trie	131072	4152117	31.6781	335181	2.5572	0	0.0000	0
s-4096	t-128k-sparse	hash2	131072	791325	6.0373	546102	4.1664	0	0.0000	0
s-4096	t-128k-sparse	hash4	131072	19140790	146.0326	19456178	148.4389	0	0.0000	0
s-4096	t-128k-sparse	vm	131072	4152117	31.6781	335181	2.5572	3	0.0000	0
s-4096	f-bg	serial	8	32768	4096.0000	33891	4236.3750	0	0.0000	0
s-4096	f-bg	firstbyte	8	1233	154.1250	2356	294.5000	0	0.0000	0
s-4096	f-bg	trie	8	244	30.5000	20	2.5000	0	0.0000	0
s-4096	f-bg	hash2	8	52	6.5000	34	4.2500	0	0.0000	0
s-4096	f-bg	hash4	8	1162	145.2500	1198	149.7500	0	0.0000	0
s-4096	f-bg	vm	8	244	30.5000	20	2.5000	0	0.0000	0
s-4096	f-upper	serial	12	49152	4096.0000	49152	4096.0000	0	0.0000	0
s-4096	f-upper	firstbyte	12	0	0.0000	0	0.0000	0	0.0000	0
s-4096	f-upper	trie	12	312	26.0000	12	1.0000	0	0.0000	0
s-4096	f-upper	hash2	12	22	1.8333	0	0.0000	0	0.0000	0
s-4096	f-upper	hash4	12	1746	145.5000	1728	144.0000	0	0.0000	0
s-4096	f-upper	vm	12	312	26.0000	12	1.0000	0	0.0000	0
s-4096	f-near	serial	12	49152	4096.0000	50972	4247.6667	0	0.0000	0
s-4096	f-near	firstbyte	12	1895	157.9167	3715	309.5833	0	0.0000	0
s-4096	f-near	trie	12	346	28.8333	33	2.7500	0	0.0000	0
s-4096	f-near	hash2	12	104	8.6667	74	6.1667	0	0.0000	0
s-4096	f-near	hash4	12	1746	145.5000	1818	151.5000	0	0.0000	0
s-4096	f-near	vm	12	346	28.8333	33	2.7500	0	0.0000	0
s-4096	f-sfx	serial	9	36864	4096.0000	38192	4243.5556	0	0.0000	0
s-4096	f-sfx	firstbyte	9	1429	158.7778	2757	306.3333	0	0.0000	0
s-4096	f-sfx	trie	9	222	24.6667	27	3.0000	0	0.0000	0
s-4096	f-sfx	hash2	9	82	9.1111	59	6.5556	0	0.0000	0
s-4096	f-sfx	hash4	9	1308	145.3333	1352	150.2222	0	0.0000	0
s-4096	f-sfx	vm	9	222	24.6667	27	3.0000	0	0.0000	0
w-192	f-cnt2	serial	16	2691	168.1875	2795	174.6875	0	0.0000	0
w-192	f-cnt2	firstbyte	16	92	5.7500	196	12.2500	0	0.0000	0
w-192	f-cnt2	trie	16	241	15.0625	47	2.9375	0	0.0000	0
w-192	f-cnt2	hash2	16	36	2.2500	16	1.0000	0	0.0000	0
w-192	f-cnt2	hash4	16	365	22.8125	352	22.0000	0	0.0000	0
w-192	f-cnt2	vm	16	241	15.0625	47	2.9375	2	0.1250	0
w-192	f-nar4	serial	9	1728	192.0000	1787	198.5556	0	0.0000	0
w-192	f-nar4	firstbyte	9	63	7.0000	122	13.5556	0	0.0000	0
w-192	f-nar4	trie	9	190	21.1111	18	2.0000	0	0.0000	0
w-192	f-nar4	hash2	9	20	2.2222	3	0.3333	0	0.0000	0
w-192	f-nar4	hash4	9	201	22.3333	199	22.1111	0	0.0000	0
w-192	f-nar4	vm	9	190	21.1111	18	2.0000	0	0.0000	0
w-192	f-w0	serial	12	2113	176.0833	2194	182.8333	0	0.0000	0
w-192	f-w0	firstbyte	12	77	6.4167	158	13.1667	0	0.0000	0
w-192	f-w0	trie	12	171	14.2500	36	3.0000	0	0.0000	0
w-192	f-w0	hash2	12	27	2.2500	13	1.0833	0	0.0000	0
w-192	f-w0	hash4	12	272	22.6667	265	22.0833	0	0.0000	0
w-192	f-w0	vm	12	171	14.2500	36	3.0000	1	0.0833	0
w-192	f-s4095	serial	4	768	192.0000	789	197.2500	0	0.0000	0
w-192	f-s4095	firstbyte	4	30	7.5000	51	12.7500	0	0.0000	0
w-192	f-s4095	trie	4	45	11.2500	7	1.7500	0	0.0000	0
w-192	f-s4095	hash2	4	7	1.7500	0	0.0000	0	0.0000	0
w-192	f-s4095	hash4	4	86	21.5000	85	21.2500	0	0.0000	0
w-192	f-s4095	vm	4	45	11.2500	7	1.7500	0	0.0000	0
w-192	f-s0	serial	4	768	192.0000	799	199.7500	0	0.0000	0
w-192	f-s0	firstbyte	4	40	10.0000	71	17.7500	0	0.0000	0
w-192	f-s0	trie	4	55	13.7500	7	1.7500	0	0.0000	0
w-192	f-s0	hash2	4	7	1.7500	0	0.0000	0	0.0000	0
w-192	f-s0	hash4	4	86	21.5000	87	21.7500	0	0.0000	0
w-192	f-s0	vm	4	55	13.7500	7	1.7500	0	0.0000	0
w-192	t-128k-clean	serial	131072	25165824	192.0000	25943619	197.9341	0	0.0000	0
w-192	t-128k-clean	firstbyte	131072	752716	5.7428	1530511	11.6769	0	0.0000	0
w-192	t-128k-clean	trie	131072	2725613	20.7948	251542	1.9191	0	0.0000	0
w-192	t-128k-clean	hash2	131072	294072	2.2436	25088	0.1914	0	0.0000	0
w-192	t-128k-clean	hash4	131072	3017442	23.0213	2837303	21.6469	0	0.0000	0
w-192	t-128k-clean	vm	131072	2725613	20.7948	251542	1.9191	0	0.0000	0
w-192	f-w511	serial	6	1152	192.0000	1190	198.3333	0	0.0000	0
w-192	f-w511	firstbyte	6	51	8.5000	89	14.8333	0	0.0000	0
w-192	f-w511	trie	6	106	17.6667	11	1.8333	0	0.0000	0
w-192	f-w511	hash2	6	10	1.6667	0	0.0000	0	0.0000	0
w-192	f-w511	hash4	6	133	22.1667	129	21.5000	0	0.0000	0
w-192	f-w511	vm	6	106	17.6667	11	1.8333	0	0.0000	0
w-192	f-prefix	serial	11	2112	192.0000	2187	198.8182	0	0.0000	0
w-192	f-prefix	firstbyte	11	70	6.3636	145	13.1818	0	0.0000	0
w-192	f-prefix	trie	11	159	14.4545	33	3.0000	0	0.0000	0
w-192	f-prefix	hash2	11	24	2.1818	12	1.0909	0	0.0000	0
w-192	f-prefix	hash4	11	249	22.6364	243	22.0909	0	0.0000	0
w-192	f-prefix	vm	11	159	14.4545	33	3.0000	0	0.0000	0
w-192	f-w2047	serial	8	1536	192.0000	1602	200.2500	0	0.0000	0
w-192	f-w2047	firstbyte	8	71	8.8750	137	17.1250	0	0.0000	0
w-192	f-w2047	trie	8	163	20.3750	17	2.1250	0	0.0000	0
w-192	f-w2047	hash2	8	16	2.0000	2	0.2500	0	0.0000	0
w-192	f-w2047	hash4	8	178	22.2500	175	21.8750	0	0.0000	0
w-192	f-w2047	vm	8	163	20.3750	17	2.1250	0	0.0000	0
w-192	f-w7	serial	4	584	146.0000	605	151.2500	0	0.0000	0
w-192	f-w7	firstbyte	4	28	7.0000	49	12.2500	0	0.0000	0
w-192	f-w7	trie	4	63	15.7500	9	2.2500	0	0.0000	0
w-192	f-w7	hash2	4	7	1.7500	2	0.5000	0	0.0000	0
w-192	f-w7	hash4	4	87	21.7500	86	21.5000	0	0.0000	0
w-192	f-w7	vm	4	63	15.7500	9	2.2500	1	0.2500	0
w-192	t-512k-sparse	serial	524288	100661796	191.9971	103781724	197.9479	0	0.0000	0
w-192	t-512k-sparse	firstbyte	524288	3017984	5.7563	6137912	11.7071	0	0.0000	0
w-192	t-512k-sparse	trie	524288	10905954	20.8015	1008596	1.9237	0	0.0000	0
w-192	t-512k-sparse	hash2	524288	1178069	2.2470	101951	0.1945	0	0.0000	0
w-192	t-512k-sparse	hash4	524288	12070096	23.0219	11350032	21.6485	0	0.0000	0
w-192	t-512k-sparse	vm	524288	10905954	20.8015	1008596	1.9237	8	0.0000	0
w-192	t-128k-dense	serial	131072	25141824	191.8169	25933626	197.8579	0	0.0000	0
w-192	t-128k-dense	firstbyte	131072	765404	5.8396	1557206	11.8805	0	0.0000	0
w-192	t-128k-dense	trie	131072	2715546	20.7180	254130	1.9389	0	0.0000	0
w-192	t-128k-dense	hash2	131072	294727	2.2486	26401	0.2014	0	0.0000	0
w-192	t-128k-dense	hash4	131072	3017699	23.0232	2838876	21.6589	0	0.0000	0
w-192	t-128k-dense	vm	131072	2715546	20.7180	254130	1.9389	128	0.0010	0
w-192	f-sh1	serial	5	960	192.0000	994	198.8000	0	0.0000	0
w-192	f-sh1	firstbyte	5	43	8.6000	77	15.4000	0	0.0000	0
w-192	f-sh1	trie	5	107	21.4000	10	2.0000	0	0.0000	0
w-192	f-sh1	hash2	5	9	1.8000	1	0.2000	0	0.0000	0
w-192	f-sh1	hash4	5	109	21.8000	106	21.2000	0	0.0000	0
w-192	f-sh1	vm	5	107	21.4000	10	2.0000	0	0.0000	0
w-192	f-glued	serial	18	3265	181.3889	3389	188.2778	0	0.0000	0
w-192	f-glued	firstbyte	18	113	6.2778	237	13.1667	0	0.0000	0
w-192	f-glued	trie	18	265	14.7222	51	2.8333	0	0.0000	0
w-192	f-glued	hash2	18	41	2.2778	16	0.8889	0	0.0000	0
w-192	f-glued	hash4	18	411	22.8333	395	21.9444	0	0.0000	0
w-192	f-glued	vm	18	265	14.7222	51	2.8333	1	0.0556	0
w-192	f-w255	serial	7	1344	192.0000	1398	199.7143	0	0.0000	0
w-192	f-w255	firstbyte	7	61	8.7143	115	16.4286	0	0.0000	0
w-192	f-w255	trie	7	102	14.5714	17	2.4286	0	0.0000	0
w-192	f-w255	hash2	7	15	2.1429	4	0.5714	0	0.0000	0
w-192	f-w255	hash4	7	155	22.1429	153	21.8571	0	0.0000	0
w-192	f-w255	vm	7	102	14.5714	17	2.4286	0	0.0000	0
w-192	f-pfx3	serial	8	1536	192.0000	1591	198.8750	0	0.0000	0
w-192	f-pfx3	firstbyte	8	61	7.6250	116	14.5000	0	0.0000	0
w-192	f-pfx3	trie	8	133	16.6250	16	2.0000	0	0.0000	0
w-192	f-pfx3	hash2	8	16	2.0000	1	0.1250	0	0.0000	0
w-192	f-pfx3	hash4	8	178	22.2500	177	22.1250	0	0.0000	0
w-192	f-pfx3	vm	8	133	16.6250	16	2.0000	0	0.0000	0
w-192	t-128k-sparse	serial	131072	25165449	191.9971	25943414	197.9325	0	0.0000	0
w-192	t-128k-sparse	firstbyte	131072	752490	5.7410	1530455	11.6764	0	0.0000	0
w-192	t-128k-sparse	trie	131072	2726833	20.8041	251889	1.9218	0	0.0000	0
w-192	t-128k-sparse	hash2	131072	294619	2.2478	25484	0.1944	0	0.0000	0
w-192	t-128k-sparse	hash4	131072	3017422	23.0211	2837323	21.6471	0	0.0000	0
w-192	t-128k-sparse	vm	131072	2726833	20.8041	251889	1.9218	2	0.0000	0
w-192	f-bg	serial	8	1536	192.0000	1594	199.2500	0	0.0000	0
w-192	f-bg	firstbyte	8	63	7.8750	121	15.1250	0	0.0000	0
w-192	f-bg	trie	8	100	12.5000	19	2.3750	0	0.0000	0
w-192	f-bg	hash2	8	17	2.1250	4	0.5000	0	0.0000	0
w-192	f-bg	hash4	8	179	22.3750	170	21.2500	0	0.0000	0
w-192	f-bg	vm	8	100	12.5000	19	2.3750	0	0.0000	0
w-192	f-upper	serial	12	2304	192.0000	2304	192.0000	0	0.0000	0
w-192	f-upper	firstbyte	12	0	0.0000	0	0.0000	0	0.0000	0
w-192	f-upper	trie	12	300	25.0000	12	1.0000	0	0.0000	0
w-192	f-upper	hash2	12	22	1.8333	0	0.0000	0	0.0000	0
w-192	f-upper	hash4	12	270	22.5000	252	21.0000	0	0.0000	0
w-192	f-upper	vm	12	300	25.0000	12	1.0000	0	0.0000	0
w-192	f-near	serial	12	2304	192.0000	2387	198.9167	0	0.0000	0
w-192	f-near	firstbyte	12	77	6.4167	160	13.3333	0	0.0000	0
w-192	f-near	trie	12	187	15.5833	36	3.0000	0	0.0000	0
w-192	f-near	hash2	12	26	2.1667	13	1.0833	0	0.0000	0
w-192	f-near	hash4	12	272	22.6667	265	22.0833	0	0.0000	0
w-192	f-near	vm	12	187	15.5833	36	3.0000	0	0.0000	0
w-192	f-sfx	serial	9	1728	192.0000	1793	199.2222	0	0.0000	0
w-192	f-sfx	firstbyte	9	66	7.3333	131	14.5556	0	0.0000	0
w-192	f-sfx	trie	9	174	19.3333	17	1.8889	0	0.0000	0
w-192	f-sfx	hash2	9	18	2.0000	1	0.1111	0	0.0000	0
w-192	f-sfx	hash4	9	203	22.5556	196	21.7778	0	0.0000	0
w-192	f-sfx	vm	9	174	19.3333	17	1.8889	0	0.0000	0
cnt-64	f-cnt2	serial	16	899	56.1875	942	58.8750	0	0.0000	0
cnt-64	f-cnt2	firstbyte	16	31	1.9375	74	4.6250	0	0.0000	0
cnt-64	f-cnt2	trie	16	201	12.5625	42	2.6250	0	0.0000	0
cnt-64	f-cnt2	hash2	16	33	2.0625	13	0.8125	0	0.0000	0
cnt-64	f-cnt2	hash4	16	157	9.8125	139	8.6875	0	0.0000	0
cnt-64	f-cnt2	vm	16	201	12.5625	42	2.6250	2	0.1250	0
cnt-64	f-nar4	serial	9	576	64.0000	597	66.3333	0	0.0000	0
cnt-64	f-nar4	firstbyte	9	19	2.1111	40	4.4444	0	0.0000	0
cnt-64	f-nar4	trie	9	159	17.6667	18	2.0000	0	0.0000	0
cnt-64	f-nar4	hash2	9	18	2.0000	2	0.2222	0	0.0000	0
cnt-64	f-nar4	hash4	9	84	9.3333	75	8.3333	0	0.0000	0
cnt-64	f-nar4	vm	9	159	17.6667	18	2.0000	0	0.0000	0
cnt-64	f-w0	serial	12	705	58.7500	739	61.5833	0	0.0000	0
cnt-64	f-w0	firstbyte	12	27	2.2500	61	5.0833	0	0.0000	0
cnt-64	f-w0	trie	12	145	12.0833	33	2.7500	0	0.0000	0
cnt-64	f-w0	hash2	12	24	2.0000	11	0.9167	0	0.0000	0
cnt-64	f-w0	hash4	12	116	9.6667	106	8.8333	0	0.0000	0
cnt-64	f-w0	vm	12	145	12.0833	33	2.7500	1	0.0833	0
cnt-64	f-s4095	serial	4	256	64.0000	267	66.7500	0	0.0000	0
cnt-64	f-s4095	firstbyte	4	13	3.2500	24	6.0000	0	0.0000	0
cnt-64	f-s4095	trie	4	39	9.7500	7	1.7500	0	0.0000	0
cnt-64	f-s4095	hash2	4	8	2.0000	0	0.0000	0	0.0000	0
cnt-64	f-s4095	hash4	4	34	8.5000	33	8.2500	0	0.0000	0
cnt-64	f-s4095	vm	4	39	9.7500	7	1.7500	0	0.0000	0
cnt-64	f-s0	serial	4	256	64.0000	271	67.7500	0	0.0000	0
cnt-64	f-s0	firstbyte	4	19	4.7500	34	8.5000	0	0.0000	0
cnt-64	f-s0	trie	4	45	11.2500	7	1.7500	0	0.0000	0
cnt-64	f-s0	hash2	4	7	1.7500	0	0.0000	0	0.0000	0
cnt-64	f-s0	hash4	4	34	8.5000	35	8.7500	0	0.0000	0
cnt-64	f-s0	vm	4	45	11.2500	7	1.7500	0	0.0000	0
cnt-64	t-128k-clean	serial	131072	8388608	64.0000	8647662	65.9764	0	0.0000	0
cnt-64	t-128k-clean	firstbyte	131072	250724	1.9129	509778	3.8893	0	0.0000	0
cnt-64	t-128k-clean	trie	131072	2296732	17.5227	232842	1.7764	0	0.0000	0
cnt-64	t-128k-clean	hash2	131072	272723	2.0807	8335	0.0636	0	0.0000	0
cnt-64	t-128k-clean	hash4	131072	1314443	10.0284	1080858	8.2463	0	0.0000	0
cnt-64	t-128k-clean	vm	131072	2296732	17.5227	232842	1.7764	0	0.0000	0
cnt-64	f-w511	serial	6	384	64.0000	395	65.8333	0	0.0000	0
cnt-64	f-w511	firstbyte	6	17	2.8333	28	4.6667	0	0.0000	0
cnt-64	f-w511	trie	6	83	13.8333	11	1.8333	0	0.0000	0
cnt-64	f-w511	hash2	6	10	1.6667	0	0.0000	0	0.0000	0
cnt-64	f-w511	hash4	6	54	9.0000	49	8.1667	0	0.0000	0
cnt-64	f-w511	vm	6	83	13.8333	11	1.8333	0	0.0000	0
cnt-64	f-prefix	serial	11	704	64.0000	738	67.0909	0	0.0000	0
cnt-64	f-prefix	firstbyte	11	24	2.1818	58	5.2727	0	0.0000	0
cnt-64	f-prefix	trie	11	135	12.2727	31	2.8182	0	0.0000	0
cnt-64	f-prefix	hash2	11	22	2.0000	10	0.9091	0	0.0000	0
cnt-64	f-prefix	hash4	11	106	9.6364	97	8.8182	0	0.0000	0
cnt-64	f-prefix	vm	11	135	12.2727	31	2.8182	0	0.0000	0
cnt-64	f-w2047	serial	8	512	64.0000	533	66.6250	0	0.0000	0
cnt-64	f-w2047	firstbyte	8	23	2.8750	44	5.5000	0	0.0000	0
cnt-64	f-w2047	trie	8	126	15.7500	15	1.8750	0	0.0000	0
cnt-64	f-w2047	hash2	8	14	1.7500	0	0.0000	0	0.0000	0
cnt-64	f-w2047	hash4	8	74	9.2500	68	8.5000	0	0.0000	0
cnt-64	f-w2047	vm	8	126	15.7500	15	1.8750	0	0.0000	0
cnt-64	f-w7	serial	4	200	50.0000	208	52.0000	0	0.0000	0
cnt-64	f-w7	firstbyte	4	8	2.0000	16	4.0000	0	0.0000	0
cnt-64	f-w7	trie	4	53	13.2500	9	2.2500	0	0.0000	0
cnt-64	f-w7	hash2	4	7	1.7500	2	0.5000	0	0.0000	0
cnt-64	f-w7	hash4	4	35	8.7500	33	8.2500	0	0.0000	0
cnt-64	f-w7	vm	4	53	13.2500	9	2.2500	1	0.2500	0
cnt-64	t-512k-sparse	serial	524288	33553956	63.9991	34591918	65.9788	0	0.0000	0
cnt-64	t-512k-sparse	firstbyte	524288	1003857	1.9147	2041819	3.8945	0	0.0000	0
cnt-64	t-512k-sparse	trie	524288	9188024	17.5248	932952	1.7795	0	0.0000	0
cnt-64	t-512k-sparse	hash2	524288	1091639	2.0821	34105	0.0651	0	0.0000	0
cnt-64	t-512k-sparse	hash4	524288	5257859	10.0286	4323607	8.2466	0	0.0000	0
cnt-64	t-512k-sparse	vm	524288	9188024	17.5248	932952	1.7795	8	0.0000	0
cnt-64	t-128k-dense	serial	131072	8380992	63.9419	8645503	65.9600	0	0.0000	0
cnt-64	t-128k-dense	firstbyte	131072	255124	1.9464	519635	3.9645	0	0.0000	0
cnt-64	t-128k-dense	trie	131072	2282142	17.4114	235107	1.7937	0	0.0000	0
cnt-64	t-128k-dense	hash2	131072	273191	2.0843	9389	0.0716	0	0.0000	0
cnt-64	t-128k-dense	hash4	131072	1314665	10.0301	1082343	8.2576	0	0.0000	0
cnt-64	t-128k-dense	vm	131072	2282142	17.4114	235107	1.7937	128	0.0010	0
cnt-64	f-sh1	serial	5	320	64.0000	332	66.4000	0	0.0000	0
cnt-64	f-sh1	firstbyte	5	14	2.8000	26	5.2000	0	0.0000	0
cnt-64	f-sh1	trie	5	91	18.2000	10	2.0000	0	0.0000	0
cnt-64	f-sh1	hash2	5	9	1.8000	1	0.2000	0	0.0000	0
cnt-64	f-sh1	hash4	5	44	8.8000	40	8.0000	0	0.0000	0
cnt-64	f-sh1	vm	5	91	18.2000	10	2.0000	0	0.0000	0
cnt-64	f-glued	serial	18	1089	60.5000	1142	63.4444	0	0.0000	0
cnt-64	f-glued	firstbyte	18	41	2.2778	94	5.2222	0	0.0000	0
cnt-64	f-glued	trie	18	222	12.3333	47	2.6111	0	0.0000	0
cnt-64	f-glued	hash2	18	38	2.1111	13	0.7222	0	0.0000	0
cnt-64	f-glued	hash4	18	177	9.8333	154	8.5556	0	0.0000	0
cnt-64	f-glued	vm	18	222	12.3333	47	2.6111	1	0.0556	0
cnt-64	f-w255	serial	7	448	64.0000	465	66.4286	0	0.0000	0
cnt-64	f-w255	firstbyte	7	20	2.8571	37	5.2857	0	0.0000	0
cnt-64	f-w255	trie	7	76	10.8571	13	1.8571	0	0.0000	0
cnt-64	f-w255	hash2	7	12	1.7143	0	0.0000	0	0.0000	0
cnt-64	f-w255	hash4	7	64	9.1429	59	8.4286	0	0.0000	0
cnt-64	f-w255	vm	7	76	10.8571	13	1.8571	0	0.0000	0
cnt-64	f-pfx3	serial	8	512	64.0000	531	66.3750	0	0.0000	0
cnt-64	f-pfx3	firstbyte	8	20	2.5000	39	4.8750	0	0.0000	0
cnt-64	f-pfx3	trie	8	109	13.6250	16	2.0000	0	0.0000	0
cnt-64	f-pfx3	hash2	8	16	2.0000	1	0.1250	0	0.0000	0
cnt-64	f-pfx3	hash4	8	74	9.2500	67	8.3750	0	0.0000	0
cnt-64	f-pfx3	vm	8	109	13.6250	16	2.0000	0	0.0000	0
cnt-64	t-128k-sparse	serial	131072	8388489	63.9991	8647118	65.9723	0	0.0000	0
cnt-64	t-128k-sparse	firstbyte	131072	250087	1.9080	508716	3.8812	0	0.0000	0
cnt-64	t-128k-sparse	trie	131072	2299134	17.5410	232967	1.7774	0	0.0000	0
cnt-64	t-128k-sparse	hash2	131072	272985	2.0827	8546	0.0652	0	0.0000	0
cnt-64	t-128k-sparse	hash4	131072	1314516	10.0290	1080645	8.2447	0	0.0000	0
cnt-64	t-128k-sparse	vm	131072	2299134	17.5410	232967	1.7774	2	0.0000	0
cnt-64	f-bg	serial	8	512	64.0000	543	67.8750	0	0.0000	0
cnt-64	f-bg	firstbyte	8	32	4.0000	63	7.8750	0	0.0000	0
cnt-64	f-bg	trie	8	84	10.5000	18	2.2500	0	0.0000	0
cnt-64	f-bg	hash2	8	16	2.0000	3	0.3750	0	0.0000	0
cnt-64	f-bg	hash4	8	76	9.5000	65	8.1250	0	0.0000	0
cnt-64	f-bg	vm	8	84	10.5000	18	2.2500	0	0.0000	0
cnt-64	f-upper	serial	12	768	64.0000	768	64.0000	0	0.0000	0
cnt-64	f-upper	firstbyte	12	0	0.0000	0	0.0000	0	0.0000	0
cnt-64	f-upper	trie	12	288	24.0000	12	1.0000	0	0.0000	0
cnt-64	f-upper	hash2	12	25	2.0833	0	0.0000	0	0.0000	0
cnt-64	f-upper	hash4	12	114	9.5000	96	8.0000	0	0.0000	0
cnt-64	f-upper	vm	12	288	24.0000	12	1.0000	0	0.0000	0
cnt-64	f-near	serial	12	768	64.0000	803	66.9167	0	0.0000	0
cnt-64	f-near	firstbyte	12	26	2.1667	61	5.0833	0	0.0000	0
cnt-64	f-near	trie	12	156	13.0000	33	2.7500	0	0.0000	0
cnt-64	f-near	hash2	12	24	2.0000	11	0.9167	0	0.0000	0
cnt-64	f-near	hash4	12	116	9.6667	106	8.8333	0	0.0000	0
cnt-64	f-near	vm	12	156	13.0000	33	2.7500	0	0.0000	0
cnt-64	f-sfx	serial	9	576	64.0000	601	66.7778	0	0.0000	0
cnt-64	f-sfx	firstbyte	9	25	2.7778	50	5.5556	0	0.0000	0
cnt-64	f-sfx	trie	9	144	16.0000	17	1.8889	0	0.0000	0
cnt-64	f-sfx	hash2	9	17	1.8889	1	0.1111	0	0.0000	0
cnt-64	f-sfx	hash4	9	84	9.3333	77	8.5556	0	0.0000	0
cnt-64	f-sfx	vm	9	144	16.0000	17	1.8889	0	0.0000	0
srt-512	f-cnt2	serial	16	7715	482.1875	8000	500.0000	0	0.0000	0
srt-512	f-cnt2	firstbyte	16	286	17.8750	571	35.6875	0	0.0000	0
srt-512	f-cnt2	trie	16	433	27.0625	50	3.1250	0	0.0000	0
srt-512	f-cnt2	hash2	16	42	2.6250	21	1.3125	0	0.0000	0
srt-512	f-cnt2	hash4	16	941	58.8125	943	58.9375	0	0.0000	0
srt-512	f-cnt2	vm	16	433	27.0625	50	3.1250	2	0.1250	0
srt-512	f-nar4	serial	9	4608	512.0000	4775	530.5556	0	0.0000	0
srt-512	f-nar4	firstbyte	9	175	19.4444	342	38.0000	0	0.0000	0
srt-512	f-nar4	trie	9	178	19.7778	23	2.5556	0	0.0000	0
srt-512	f-nar4	hash2	9	26	2.8889	10	1.1111	0	0.0000	0
srt-512	f-nar4	hash4	9	525	58.3333	533	59.2222	0	0.0000	0
srt-512	f-nar4	vm	9	178	19.7778	23	2.5556	0	0.0000	0
srt-512	f-w0	serial	12	6113	509.4167	6328	527.3333	0	0.0000	0
srt-512	f-w0	firstbyte	12	216	18.0000	431	35.9167	0	0.0000	0
srt-512	f-w0	trie	12	361	30.0833	38	3.1667	0	0.0000	0
srt-512	f-w0	hash2	12	31	2.5833	17	1.4167	0	0.0000	0
srt-512	f-w0	hash4	12	704	58.6667	707	58.9167	0	0.0000	0
srt-512	f-w0	vm	12	361	30.0833	38	3.1667	1	0.0833	0
srt-512	f-s4095	serial	4	2048	512.0000	2099	524.7500	0	0.0000	0
srt-512	f-s4095	firstbyte	4	76	19.0000	127	31.7500	0	0.0000	0
srt-512	f-s4095	trie	4	82	20.5000	7	1.7500	0	0.0000	0
srt-512	f-s4095	hash2	4	7	1.7500	0	0.0000	0	0.0000	0
srt-512	f-s4095	hash4	4	230	57.5000	235	58.7500	0	0.0000	0
srt-512	f-s4095	vm	4	82	20.5000	7	1.7500	0	0.0000	0
srt-512	f-s0	serial	4	2048	512.0000	2116	529.0000	0	0.0000	0
srt-512	f-s0	firstbyte	4	86	21.5000	154	38.5000	0	0.0000	0
srt-512	f-s0	trie	4	91	22.7500	7	1.7500	0	0.0000	0
